"X","focal_ID","focal_DOB","Date_Sampled","Genetic_Sex","Consensus_Sex","AGD_day13","AGD_age_10to15d","AGD_weight","AGD_tail_length","dam_ID","sire_ID","Genetic_LitterID_95CI","Genetic_LitterSize_95CI","Genetic_LitterID_80CI","Genetic_LitterSize_80CI","Social_LitterID","Social_LitterSize","Data_Type","Ind_Deathdate","sex.ratio.M","Density.DOB","Females.at.DOB","Season.DOB","Year_born","hairDate_1","hairDate_2","hairDate_3","Testo_pg.mg_1","Testo_pg.mg_2","Testo_pg.mg_3","Prog_pg.mg_1","Prog_pg.mg_2","Prog_pg.mg_3","Cort_pg.mg_1","Cort_pg.mg_2","Cort_pg.mg_3","AEA_ng.mg_1","AEA_ng.mg_2","AEA_ng.mg_3","AG2_ng.mg_1","AG2_ng.mg_2","AG2_ng.mg_3","OEA_ng.mg_1","OEA_ng.mg_2","OEA_ng.mg_3","Season.hair","sampleSeason_2","sampleSeason_3","closestPopCheck_hairSampling_1","closestPopCheck_hairSampling_2","closestPopCheck_hairSampling_3","Density.hair","Adults.at.hairSampling_2","Adults.at.hairSampling_3","Females.at.hairSampling_1","Females.at.hairSampling_2","Females.at.hairSampling_3","Date.1stLit","Age.1stLit","number_firstRepro","closestPopCheck_firstRepro","Density.1stLit","Females.at.firstRepro","motherCort","motherTesto","motherProg","motherAEA","mother2AG","motherOEA","motherPEA","motherSEA","motherSampleDate","Age_firstLit","closestPopCheck_hairSampling","Adults.at.hairSampling","Females.at.hairSampling","Age_last_seen","life.repro.success","life.repro.y.n","recruitment.y.n","Remarks","missing.tail.y.n","Testo","Year.Month_born","AGD.tail","AGD.weight","weight.tail","tail.day","Age.hair","closestPopCheck_1stLit","Females.at.1stLit","Season.1stLit","Date.Med.1stLit","Density.Med.1stLit","closestPopCheck_Med.1stLit","Females.at.Med.1stLit","Date.2months","Density.2months","closestPopCheck_Date.2months","Females.at.2months","Reproduction.y.n","Repro.onset","Date_last_seen_MM","Date_last_seen_PC","Date_death","Date_last_seen","Longevity"
94,"'0006B36920",2011-05-06,"2011-05-17","F","F",2.5,12,5.2,38,"'0006E9C1BE","'0006E2524B","'0006E9C1BE_A",6,"'0006E9C1BE_A",6,"2011051739_1",23,"P",NA,22.2222222222222,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,0,0,"yes",NA,"no",NA,"2011-05",-0.252851813130098,-0.434442130342133,0.297646731709395,-3.71752747173316,NA,NA,NA,NA,2011-09-18,181,2011-09-14,107,2011-07-05,163,2011-06-28,75,0,NA,NA,2011-06-28,NA,2011-07-28,83
99,"'0006B380D9",2011-05-10,"2011-05-23","F","F",3.9,13.5,5.8,49,"'0006E21DB8","'0006E9E4FE","'0006E21DB8_A",3,"'0006E21DB8_A",3,"2011051739_2",10,"P",NA,50,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,0,0,"yes","eyes.closed","no",NA,"2011-05",0.49057293360549,0.821559311110123,-1.03963270290435,2.19593821327114,NA,NA,NA,NA,2011-09-22,181,2011-09-14,107,2011-07-09,163,2011-06-28,75,0,NA,NA,2012-06-01,NA,2012-07-01,418
102,"'0006B3E94E",2011-06-09,"2011-06-21","F","F",2.6,13,5.5,44,"'0006E49154","'0006E2524B",NA,NA,"'0006E49154_B",6,"2011060939",9,"P","2012-07-02",50.4589006555724,163,75,"summer","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-26,291,1,"2012-03-26",145,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,389,3,1,"yes","parasites.3.fleas","no",NA,"2011-06",-0.510983769457286,-0.406441409617673,-0.45905114171511,-1.10855034842227,NA,2012-03-26,108,"Spring",2012-03-01,145,2012-03-26,108,2011-08-08,176,2011-08-03,96,1,"late",2012-01-17,2012-07-02,2012-07-02,2012-07-02,389
119,"'0006B8CB1F",2008-07-31,"2008-08-12","F","F",3.7,13,7.4,51,"'S000104825",NA,"'S000104825_A",1,"'S000004825_A",1,"20080812desk",9,"P",NA,0,82,46,"summer","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,"yes","eyes.closed","no",NA,"2008-07",0.171195614830677,0.237563154991359,0.208134672620354,5.89144965157773,NA,NA,NA,NA,2009-04-23,95,2009-05-06,55,2008-09-29,90,2008-09-09,47,0,NA,2008-10-01,2008-09-09,NA,2008-10-01,62
131,"'0006B8D420",2008-02-06,"2008-02-18","F","F",4.9,13,6.9,50,"'00068EA1C5","'00069B3702","'00068EA1C5_G",7,"'00068EA1C5_G",7,"2008020637",7,"P",NA,38.4615384615385,65,24,"winter","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,0,0,"yes",NA,"no",NA,"2008-02",1.43088427421811,1.55756195377846,-0.115749015141855,4.89144965157773,NA,NA,NA,NA,2008-05-31,84,2008-06-05,51,2008-04-06,52,2008-03-31,29,0,NA,2008-04-28,2008-04-25,NA,2008-04-28,82
136,"'0006B8D7E0",2008-04-09,"2008-04-21","F","F",4.2,13,6.6,43,"'0006CC7783","'0006B8C38E","'0006CC7783_D",6,"'0006CC7783_D",6,"2008041234",7,"P",NA,30.7692307692308,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,0,0,"yes",NA,"no",NA,"2008-04",1.14870488993015,0.929561233050714,0.81706517052268,-2.10855034842227,NA,NA,NA,NA,2008-08-22,90,2008-09-09,47,2008-06-08,84,2008-06-05,51,0,NA,2008-07-04,2008-07-04,NA,2008-07-04,86
138,"'0006B8D859",2008-02-06,"2008-02-18","F","F",4,13,6.3,48,"'00068EA1C5","'00069B3702","'00068EA1C5_G",7,"'00068EA1C5_G",7,"2008020637",7,"P",NA,38.4615384615385,65,24,"winter","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,0,"yes",NA,"no",NA,"2008-02",0.650261592992978,0.801560512322972,-0.363516390666274,2.89144965157773,NA,NA,NA,NA,2008-05-31,84,2008-06-05,51,2008-04-06,52,2008-03-31,29,0,NA,2008-05-09,2008-05-09,NA,2008-05-09,93
143,"'0006B8DC47",2008-03-31,"2008-04-12","F","F",3.6,13,7.2,45,"'0006CC454B","'0006B8C03C","'0006CC454B_B",3,"'0006CC454B_B",3,"2008033133",11,"P",NA,25,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,0,0,"yes",NA,"no",NA,"2008-03",0.42932757115528,0.185562674506198,1.0648325460471,-0.108550348422274,NA,NA,NA,NA,2008-08-13,82,2008-07-22,46,2008-05-30,84,2008-06-05,51,0,NA,2008-06-16,2008-06-10,NA,2008-06-16,77
144,"'0006B8DC71",2008-01-21,"2008-02-02","F","F",3.4,13,6.3,40,"'00068E97D0","'0006B9AD19","'00068E97D0_G",4,"'00068E97D0_G",4,"2008012939",5,"P",NA,42.8571428571429,65,24,"winter","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,0,0,"yes",NA,"no",NA,"2008-01",0.52777086809245,0.201560512322972,1.04541410723605,-5.10855034842227,NA,NA,NA,NA,2008-05-15,81,2008-04-25,46,2008-03-21,52,2008-03-31,29,0,NA,2008-04-09,2008-03-31,NA,2008-04-09,79
162,"'0006B8EBF2",2008-04-26,"2008-05-09","F","F",3.6,14,6.9,47,"'0006B9BAB9","'0006B8C03C","'0006B9BAB9_A",4,"'0006B9BAB9_A",4,"2008042434",5,"P",NA,62.5,81,46,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,"yes","eyes.closed","no",NA,"2008-04",0.309950252380412,0.257561953778456,0.412599921571517,-1.49957322504599,NA,NA,NA,NA,2008-09-08,90,2008-09-09,47,2008-06-25,84,2008-06-05,51,0,NA,NA,2008-06-05,NA,2008-07-05,70
166,"'0006B8F125",2008-04-27,"2008-05-08","F","F",2.6,12,7.4,39,"'00069542F0","'0006B8ECF4","'00069542F0_B",4,"'00069542F0_B",4,"2008050208_2",5,"P",NA,28.5714285714286,81,46,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,0,0,"yes","not.sure.of.litter.assignment","no",NA,"2008-04",-0.212540472520116,-0.862436845008641,2.32153041947384,-2.71752747179856,NA,NA,NA,NA,2008-09-09,90,2008-09-09,47,2008-06-26,84,2008-06-05,51,0,NA,NA,2008-06-10,NA,2008-07-10,74
180,"'0006B9B64B",2008-02-06,"2008-02-18","F","F",4.2,13,6.2,50.5,"'00068EA1C5","'00069B3702","'00068EA1C5_G",7,"'00068EA1C5_G",7,"2008020637",7,"P",NA,38.4615384615385,65,24,"winter","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,0,0,"yes",NA,"no",NA,"2008-02",0.701039944524393,1.02556027208039,-0.903807171260751,5.39144965157773,NA,NA,NA,NA,2008-05-31,84,2008-06-05,51,2008-04-06,52,2008-03-31,29,0,NA,NA,2008-04-25,NA,2008-05-25,109
181,"'0006B9B6C4",2008-03-19,"2008-03-31","F","F",3.1,13,5.9,42,"'0006954AE6","'0006955F3B","'0006954AE6_G",2,"'0006954AE6_G",2,"2008031912",3,"P",NA,40,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,"yes",NA,"no",NA,"2008-03",0.108393549317582,-0.00244044864735018,0.293181482760472,-3.10855034842227,NA,NA,NA,NA,2008-08-01,82,2008-07-22,46,2008-05-18,84,2008-06-05,51,0,NA,2008-06-25,2008-06-17,NA,2008-06-25,98
182,"'0006B9B745",2008-03-15,"2008-03-27","F","F",4.8,13,6.9,50,"'0006B9D225","'0006B8F292","'0006B9D225_A",4,"'0006B9D225_A",4,"2008031922_1",29,"P","2009-05-06",60,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-07-03,110,1,"2008-07-22",82,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,417,7,1,"yes","no.teats.to.be.seen.in.contrast.to.sisters","no",NA,"2008-03",1.33088427421811,1.45756195377846,-0.115749015141855,4.89144965157773,NA,2008-07-22,46,"Summer",2008-07-28,82,2008-07-22,46,2008-05-14,81,2008-04-25,46,1,"early",2009-05-02,2009-04-29,2009-05-06,2009-05-06,417
190,"'0006B9C88D",2008-04-19,"2008-05-02","F","F",3.2,14,7.6,49.5,"'0006954D6A","'00069555C7","'0006954D6A_C",7,"'0006954D6A_C",7,"2008042516",7,"P",NA,0,81,46,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,0,0,"yes",NA,"no",NA,"2008-04",-0.239271396088173,-0.310436364523479,0.67230914097704,1.00042677495401,NA,NA,NA,NA,2008-09-01,90,2008-09-09,47,2008-06-18,84,2008-06-05,51,0,NA,2008-07-20,2008-07-10,NA,2008-07-20,92
199,"'0006B9D7D8",2008-04-09,"2008-04-21","F","F",4.2,13,7.1,43,"'0006CC7783","'00069B3702","'0006CC7783_D",6,"'0006CC7783_D",6,"2008041234",7,"P","2009-11-09",30.7692307692308,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-06,362,2,"2009-05-06",95,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,NA,NA,NA,579,12,1,"yes",NA,"no",NA,"2008-04",1.14870488993015,0.809562434263618,1.31706517052268,-2.10855034842227,NA,2009-05-06,55,"Spring",2008-08-22,90,2008-09-09,47,2008-06-08,84,2008-06-05,51,1,"late",2009-10-21,2009-11-09,2009-11-09,2009-11-09,579
210,"'0006CC3EFA",2008-04-08,"2008-04-20","F","F",4.4,13,7.2,49.5,"'0006B8C57D",NA,"'0006B8C57D_B",5,"'0006B8C57D_B",5,"2008041018",5,"P","2009-06-25",33.3333333333333,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-05-15,402,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,6,1,"yes",NA,"no",NA,"2008-04",0.960728603911828,0.985562674506198,0.27230914097704,4.39144965157773,NA,2009-05-06,55,"Spring",2008-08-21,90,2008-09-09,47,2008-06-07,84,2008-06-05,51,1,"late",2009-06-06,2009-06-25,2009-06-25,2009-06-25,443
216,"'0006CC41E9",2009-05-13,"2009-05-25","F","F",4.1,13,6.3,48,"'0006CC50E1","'0006CC43B9","'0006CC50E1_B",6,"'0006CC50E1_B",7,"2009051539",6,"P","2010-11-04",50,95,55,"spring","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-05-19,371,1,"2010-06-30",180,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA,NA,NA,540,11,1,"yes",NA,"no",NA,"2009-05",0.750261592992978,0.901560512322972,-0.363516390666274,2.89144965157773,NA,2010-04-12,88,"Spring",2009-09-25,147,2009-10-07,80,2009-07-12,160,2009-07-16,73,1,"late",2010-11-04,2010-11-04,2010-11-04,2010-11-04,540
217,"'0006CC4228",2008-07-24,"2008-08-05","F","F",4.2,12.5,6.6,43.5,"'0006B9E497","'0006B8C3EF","'0006B9E497_E",3,"'0006B9E497_E",4,"2008073123",5,"P",NA,40,82,46,"summer","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-26,276,1,"2009-05-06",95,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,NA,698,12,1,"yes","eyes.very.well.closed","no",NA,"2008-07",1.11886056023643,0.929561233050714,0.729007014403785,0.0869610898895845,NA,2009-05-06,55,"Spring",2009-04-16,95,2009-05-06,55,2008-09-22,90,2008-09-09,47,1,"late",2010-04-26,2010-04-23,NA,2010-04-26,641
219,"'0006CC433A",2008-02-23,"2008-03-05","F","F",2.9,12,5.8,41,"'00069B345E","'00069B4A4F","'00069B345E_A",3,"'00069B345E_A",3,"2008022708",4,"P",NA,33.3333333333333,65,24,"winter","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-05-26,93,9,"2008-06-05",84,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,244,5,1,"yes",NA,"no",NA,"2008-02",-0.0319177912949842,-0.178440688889931,0.369297794998262,-0.717527471798557,NA,2008-06-05,51,"Spring",2008-06-17,84,2008-06-05,51,2008-04-23,81,2008-04-25,46,1,"early",2008-09-06,2008-08-25,NA,2008-09-06,196
221,"'0006CC4405",2009-01-30,"2009-02-11","F","F",3.2,13,6.9,42.5,"'0006B9B745","'0006CC47D6","'0006B9B745_B",4,"'0006B9B745_B",4,"2009020328",4,"P",NA,22.2222222222222,100,42,"winter","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-05-13,103,1,"2009-05-06",95,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,274,3,1,"yes",NA,"no",NA,"2009-01",0.178549219623865,-0.142438046221544,1.20512332664158,-2.60855034842227,NA,2009-05-06,55,"Spring",2009-05-25,95,2009-05-06,55,2009-03-31,100,2009-03-04,42,1,"early",2009-07-29,2009-09-01,NA,2009-10-01,244
222,"'0006CC44DB",2008-06-10,"2008-06-22","F","F",4.3,13,5.7,43,"'0006B8DFD0","'0006B9D65C","'0006B8DFD0_C",4,"'0006B8DFD0_C",4,"2008061724_2",17,"P",NA,16.6666666666667,84,51,"summer","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-02-08,243,2,"2009-03-04",100,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,531,28,1,"yes","eyes.well.closed.maybe.qd12","no",NA,"2008-06",1.24870488993015,1.24555907086749,-0.0829348294773194,-2.10855034842227,NA,2009-03-04,42,"Winter",2009-03-03,100,2009-03-04,42,2008-08-09,82,2008-07-22,46,1,"early",2009-09-24,2009-09-24,NA,2009-09-24,471
228,"'0006CC4698",2008-03-01,"2008-03-12","F","F",3.3,12,3.6,32.5,"'00069B286E","'0006B9AF76","'00069B286E_F",5,"'00069B286E_F",5,"2008030529",5,"P",NA,62.5,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-06-10,101,1,"2008-06-05",84,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,241,1,1,"yes",NA,"no",NA,"2008-03",0.875435813498204,0.749554025773295,-0.333713550980516,-9.21752747179856,NA,2008-06-05,51,"Summer",2008-07-14,82,2008-07-22,46,2008-04-30,81,2008-04-25,46,1,"early",2008-08-29,2008-08-29,NA,2008-08-29,181
230,"'0006CC48CB",2008-05-11,"2008-05-24","F","F",4.9,14,7.7,59,"'0006B9CCE9","'0006B9D65C","'0006B9CCE9_C",3,"'0006B9CCE9_C",3,"2008052123_1.or.2008052123_2",15,"P",NA,60,81,46,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,0,0,"yes","eyes.open","no",NA,"2008-05",0.893686339731205,1.3655638757191,-0.900795825281973,10.500426774954,NA,NA,NA,NA,2008-09-23,90,2008-09-09,47,2008-07-10,82,2008-07-22,46,0,NA,2008-08-01,2008-07-31,NA,2008-08-01,82
231,"'0006CC49D7",2008-05-11,"2008-05-24","F","F",4.7,14,7.9,54.5,"'0006B9E497","'0006B8C857","'0006B9E497_C",5,"'0006B9E497_C",5,"2008052123_1.or.2008052123_2",15,"P","2010-01-20",77.7777777777778,81,46,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-02-12,277,3,"2009-03-04",100,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,619,22,1,"yes","eyes.open","no",NA,"2008-05",0.962285306974658,1.11756435620426,0.0917275797880861,6.00042677495401,NA,2009-03-04,42,"Winter",2008-09-23,90,2008-09-09,47,2008-07-10,82,2008-07-22,46,1,"late",2010-01-20,2010-01-20,2010-01-20,2010-01-20,619
232,"'0006CC4A3E",2008-04-09,"2008-04-20","F","F",3.6,11.5,4.9,35,"'0006B9D225","'0006B9BDEA","'0006B9D225_B",9,"'0006B9D225_B",9,"2008041222",18,"P","2009-08-15",60,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-07-08,90,3,"2008-07-22",82,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,493,24,1,"yes",NA,"no",NA,"2008-04",1.02621416502962,0.737557148926844,0.525995668425007,-5.0220160334867,NA,2008-07-22,46,"Summer",2008-08-22,90,2008-09-09,47,2008-06-08,84,2008-06-05,51,1,"early",2009-08-14,2009-08-15,2009-08-15,2009-08-15,493
234,"'0006CC4AE7",2008-08-17,"2008-08-29","F","F",4,13,6.5,47,"'0006B9D1A1","'00069555C7","'0006B9D1A1_C",3,"'0006B9D1A1_C",3,"2008081918",6,"P",NA,72.7272727272727,90,47,"summer","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-15,210,1,"2009-03-04",100,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,467,24,1,"yes",NA,"no",NA,"2008-08",0.709950252380412,0.753560992808134,0.0125999215715171,1.89144965157773,NA,2009-03-04,42,"Spring",2009-05-10,95,2009-05-06,55,2008-10-16,89,2008-10-28,42,1,"early",2009-10-01,2009-09-28,NA,2009-10-01,410
235,"'0006CC4AE8",2008-04-26,"2008-05-08","F","F",3.3,12.5,6.9,41,"'00069542F0","'0006B8E98C","'00069542F0_B",4,"'00069542F0_B",4,"2008050208_2",5,"P",NA,28.5714285714286,81,46,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,0,0,"yes","not.sure.of.litter.assignment","no",NA,"2008-04",0.368082208705016,-0.0424380462215442,1.46929779499826,-2.41303891011042,NA,NA,NA,NA,2008-09-08,90,2008-09-09,47,2008-06-25,84,2008-06-05,51,0,NA,2008-06-19,2008-06-17,NA,2008-06-19,54
236,"'0006CC4B21",2008-09-09,"2008-09-21","F","F",4.2,13,6.3,43,"'00069B4D4D","'00069555C7",NA,NA,NA,NA,"2008090911_2",4,"P","2010-03-25",50.4589006555724,90,47,"autumn","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-17,220,2,"2009-05-06",95,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,562,18,1,"yes","eyes.still.closed","no",NA,"2008-09",1.14870488993015,1.00156051232297,0.51706517052268,-2.10855034842227,NA,2009-05-06,55,"Spring",2009-03-30,100,2009-03-04,42,2008-11-08,89,2008-10-28,42,1,"late",2010-03-18,2010-03-09,2010-03-25,2010-03-25,562
239,"'0006CC4CD3",2008-03-16,"2008-03-27","F","F",4,12,6.8,45,"'00069550C2","'0006B8CBE0","'00069550C2_C",3,"'00069550C2_C",3,"2008031902_2",4,"P","2009-07-04",14.2857142857143,52,29,"spring","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-08-07,144,5,"2008-07-22",82,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,475,20,1,"yes","eyes.closed.look.all.of.same.age","no",NA,"2008-03",0.82932757115528,0.681561713535875,0.664832546047099,3.28247252820144,NA,2008-07-22,46,"Summer",2008-07-29,82,2008-07-22,46,2008-05-15,81,2008-04-25,46,1,"late",NA,2008-08-12,2009-07-04,2009-07-04,475
