"X","focal_ID","focal_DOB","Date_Sampled","Genetic_Sex","Consensus_Sex","AGD_day13","AGD_age_10to15d","AGD_weight","AGD_tail_length","dam_ID","sire_ID","Genetic_LitterID_95CI","Genetic_LitterSize_95CI","Genetic_LitterID_80CI","Genetic_LitterSize_80CI","Social_LitterID","Social_LitterSize","Data_Type","Ind_Deathdate","sex.ratio.M","Density.DOB","Females.at.DOB","Season.DOB","Year_born","hairDate_1","hairDate_2","hairDate_3","Testo_pg.mg_1","Testo_pg.mg_2","Testo_pg.mg_3","Prog_pg.mg_1","Prog_pg.mg_2","Prog_pg.mg_3","Cort_pg.mg_1","Cort_pg.mg_2","Cort_pg.mg_3","AEA_ng.mg_1","AEA_ng.mg_2","AEA_ng.mg_3","AG2_ng.mg_1","AG2_ng.mg_2","AG2_ng.mg_3","OEA_ng.mg_1","OEA_ng.mg_2","OEA_ng.mg_3","Season.hair","sampleSeason_2","sampleSeason_3","closestPopCheck_hairSampling_1","closestPopCheck_hairSampling_2","closestPopCheck_hairSampling_3","Density.hair","Adults.at.hairSampling_2","Adults.at.hairSampling_3","Females.at.hairSampling_1","Females.at.hairSampling_2","Females.at.hairSampling_3","Date.1stLit","Age.1stLit","number_firstRepro","closestPopCheck_firstRepro","Density.1stLit","Females.at.firstRepro","motherCort","motherTesto","motherProg","motherAEA","mother2AG","motherOEA","motherPEA","motherSEA","motherSampleDate","Age_firstLit","closestPopCheck_hairSampling","Adults.at.hairSampling","Females.at.hairSampling","Age_last_seen","life.repro.success","life.repro.y.n","recruitment.y.n","Remarks","missing.tail.y.n","Testo","Year.Month_born","AGD.tail","AGD.weight","weight.tail","tail.day","Age.hair","closestPopCheck_1stLit","Females.at.1stLit","Season.1stLit","Date.Med.1stLit","Density.Med.1stLit","closestPopCheck_Med.1stLit","Females.at.Med.1stLit","Date.2months","Density.2months","closestPopCheck_Date.2months","Females.at.2months","Reproduction.y.n","Repro.onset","Date_last_seen_MM","Date_last_seen_PC","Date_death","Date_last_seen","Longevity"
6835,"'P000108845",2010-09-17,"2010-09-30","F","F",4.5,14,5.5,46,"'0006E47FA0","'0006E857D2","'0006E47FA0_D",6,"'0006E47FA0_D",6,"20100917i40",10,"P",NA,30,160,90,"autumn","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no","tattoo.R.front.paw.eyes.open.as.slit","no",NA,"2010-09",1.26963891176785,1.49355859038233,-0.811283766190692,-2.49957322504599,NA,NA,NA,NA,2011-04-07,87,2011-04-21,66,2010-11-16,150,2010-11-04,84,0,NA,NA,NA,NA,NA,NA
6836,"'P000108850",2010-09-17,"2010-09-30","F","F",3.1,14,5.6,46,"'0006E47FA0","'0006E47A7E","'0006E47FA0_D",6,"'0006E47FA0_D",6,"20100917i40",10,"P",NA,30,160,90,"autumn","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no",NA,"no",NA,"2010-09",-0.130361088232154,0.0695588306249081,-0.711283766190692,-2.49957322504599,NA,NA,NA,NA,2011-04-07,87,2011-04-21,66,2010-11-16,150,2010-11-04,84,0,NA,NA,NA,NA,NA,NA
6838,"'P000108857",2010-09-19,"2010-09-30","F","F",2.7,12,6.4,45,"'0006E9D297","'0006E9C63E","'0006E9D297_D",3,"'0006E9D297_D",3,"2010091734",3,"P",NA,33.3333333333333,160,90,"autumn","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no","tattoo.L.back.eyes.closed","no",NA,"2010-09",-0.47067242884472,-0.522439247434447,0.264832546047099,3.28247252820144,NA,NA,NA,NA,2011-04-09,87,2011-04-21,66,2010-11-18,150,2010-11-04,84,0,NA,NA,NA,NA,NA,NA
6839,"'P000108858",2010-09-19,"2010-09-30","F","F",2.9,12,5.9,47,"'0006E9D297","'0006E9C63E","'0006E9D297_D",3,"'0006E9D297_D",3,"2010091734",3,"P",NA,33.3333333333333,160,90,"autumn","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no","tattoo.L.back","no",NA,"2010-09",-0.390049747619588,-0.20244044864735,-0.587400078428483,5.28247252820144,NA,NA,NA,NA,2011-04-09,87,2011-04-21,66,2010-11-18,150,2010-11-04,84,0,NA,NA,NA,NA,NA,NA
6841,"'P000108865",2010-10-04,"2010-10-16","F","F",3.1,13,5.5,48,"'0006E48B7F","'0006E857D2","'0006E48B7F_C",5,"'0006E48B7F_C",5,"2010100436",5,"P",NA,55.5555555555556,160,90,"autumn","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.not.open","no",NA,"2010-10",-0.249738407007022,0.0935585903823274,-1.16351639066627,2.89144965157773,NA,NA,NA,NA,2011-04-24,87,2011-04-21,66,2010-12-03,178,2010-12-21,86,0,NA,NA,NA,NA,NA,NA
6846,"'P000108886",2010-10-04,"2010-10-16","F","F",3.9,13,6.4,42.5,"'0006CC4E27","'0006E9B62A",NA,NA,NA,NA,"2010101630",11,"P",NA,50.4589006555724,160,90,"autumn","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","ears.and.fur.1.day.older.eyes.not.open","no",NA,"2010-10",0.878549219623865,0.677560752565553,0.705123326641576,-2.60855034842227,NA,NA,NA,NA,2011-04-24,87,2011-04-21,66,2010-12-03,178,2010-12-21,86,0,NA,NA,NA,NA,NA,NA
6847,"'P000108906",2010-10-13,"2010-10-25","F","F",3.1,13,8.7,51,"'0006E49BF1",NA,"'0006E49BF1_B",4,"'0006E49BF1_B",4,"2010101622_2",3,"P",NA,57.1428571428571,150,84,"autumn","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.closed","no",NA,"2010-10",-0.428804385169324,-0.674433721855092,1.50813467262035,5.89144965157773,NA,NA,NA,NA,2011-05-03,87,2011-04-21,66,2010-12-12,178,2010-12-21,86,0,NA,NA,NA,NA,NA,NA
6850,"'P000109546",2011-03-04,"2011-03-17","F","F",2.8,14,7.8,49.5,"'0006E9D436","'0006E4969E","'0006E9D436_D",2,"'0006E9D436_D",2,"2011030911",7,"P",NA,66.6666666666667,155,86,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no",NA,"no",NA,"2011-03",-0.639271396088173,-0.758435884038319,0.87230914097704,1.00042677495401,NA,NA,NA,NA,2011-07-17,176,2011-08-03,96,2011-05-03,87,2011-04-21,66,0,NA,NA,NA,NA,NA,NA
6851,"'P000109551",2011-03-04,"2011-03-17","F","F",2.9,14,7.1,48,"'0006E499CF","'0006E4969E",NA,NA,"'0006E499CF_C",1,"2011030911",7,"P",NA,50.4589006555724,155,86,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no",NA,"no",NA,"2011-03",-0.449738407007022,-0.490437565736383,0.436483609333726,-0.499573225045991,NA,NA,NA,NA,2011-07-17,176,2011-08-03,96,2011-05-03,87,2011-04-21,66,0,NA,NA,NA,NA,NA,NA
6852,"'P000109557",2011-03-04,"2011-03-17","F","F",2.4,14,4.2,42,"'0006E4A176","'0006EA19A2","'0006E4A176_A",5,"'0006E4A176_A",5,"2011030923",5,"P",NA,66.6666666666667,155,86,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no","eyes.open","no",NA,"2011-03",-0.591606450682418,-0.294444532771221,-1.40681851723953,-6.49957322504599,NA,NA,NA,NA,2011-07-17,176,2011-08-03,96,2011-05-03,87,2011-04-21,66,0,NA,NA,NA,NA,NA,NA
6854,"'P000109571",2011-03-05,"2011-03-17","F","F",2.4,13,5.4,42.5,NA,"'0006E49148",NA,NA,"'0006E9C0FC_A",2,"2011030922_2",2,"P","2012-03-26",50.4589006555724,155,86,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,0,0,"no","eyes.closed","no",NA,"2011-03",-0.621450780376135,-0.582441649860253,-0.294876673358424,-2.60855034842227,NA,NA,NA,NA,2011-07-18,176,2011-08-03,96,2011-05-04,87,2011-04-21,66,0,NA,NA,NA,2012-03-26,2012-03-26,387
6855,"'P000109572",2011-03-09,"2011-03-21","F","F",2,12.5,6.2,47.5,"'0006E492D3","'A000108862","'0006E492D3_A",1,"'0006E492D3_A",1,"2011030904",9,"P",NA,0,155,86,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2011-03",-1.3198940773133,-1.17443972791961,-0.375458234547378,4.08696108988959,NA,NA,NA,NA,2011-07-22,176,2011-08-03,96,2011-05-08,87,2011-04-21,66,0,NA,NA,NA,NA,NA,NA
6857,"'P000109581",2011-03-09,"2011-03-21","F","F",3.3,13,7.1,45,"'0006E49945","'0006EA11F7","'0006E49945_A",4,"'0006E49945_A",4,"2011032102_1",6,"P",NA,80,155,86,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2011-03",0.12932757115528,-0.0904375657363828,0.964832546047098,-0.108550348422274,NA,NA,NA,NA,2011-07-22,176,2011-08-03,96,2011-05-08,87,2011-04-21,66,0,NA,NA,NA,NA,NA,NA
6858,"'P000109584",2011-03-12,"2011-03-24","F","F",2.7,13,7.5,48.5,"'0006E9D012","'0006E49B8B","'0006E9D012_A",3,"'0006E9D012_A",3,"2011032102_2",2,"P",NA,40,155,86,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2011-03",-0.679582736700739,-0.78643660476606,0.748425453214831,3.39144965157773,NA,NA,NA,NA,2011-07-25,176,2011-08-03,96,2011-05-11,87,2011-04-21,66,0,NA,NA,NA,NA,NA,NA
6862,"'P000109618",2011-04-21,"2011-05-03","F","F",3.5,13,7.9,55,"'0006E4562E","'0006E9C152","'0006E4562E_B",5,"'0006E4562E_B",5,"2011042128",23,"P",NA,62.5,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.closed","no",NA,"2011-04",-0.26755902271906,-0.0824356437957378,0.00366942366919067,9.89144965157773,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6863,"'P000109619",2011-04-21,"2011-05-03","F","F",3.4,13,7.9,52,"'0006E878E0","'0006E48F12","'0006E878E0_A",7,"'0006E878E0_A",7,"2011042128",23,"P",NA,75,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.closed","no",NA,"2011-04",-0.188493044556758,-0.182435643795738,0.532018360382563,6.89144965157773,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6864,"'P000109621",2011-04-21,"2011-05-03","F","F",3,13,7.4,53,"'0006E878E0","'0006E48F12","'0006E878E0_A",7,"'0006E878E0_A",7,"2011042128",23,"P",NA,75,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.closed","no",NA,"2011-04",-0.648181703944192,-0.462436845008641,-0.144097951855228,7.89144965157773,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6867,"'P000109624",2011-04-21,"2011-05-03","F","F",3.5,13,7.9,52.5,"'0006E4562E","'0006E9C152","'0006E4562E_B",5,"'0006E4562E_B",5,"2011042128",23,"P",NA,62.5,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.closed","no",NA,"2011-04",-0.118337374250475,-0.0824356437957378,0.443960204263668,7.39144965157773,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6868,"'P000109625",2011-04-21,"2011-05-03","F","F",4,13,8,56.5,"'0006E4562E","'0006E9C152","'0006E4562E_B",5,"'0006E4562E_B",5,"2011042128",23,"P",NA,62.5,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.closed","no",NA,"2011-04",0.14290798819979,0.393564596446843,-0.160505044687495,11.3914496515777,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6871,"'P000109630",2011-04-21,"2011-05-03","F","F",3.3,13,8.2,58.5,"'0006E9E558","'0006E9C152","'0006E9E558_A",5,"'0006E9E558_A",5,"2011042128",23,"P",NA,50,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.slightely.opened","no",NA,"2011-04",-0.676469330575079,-0.354434923067996,-0.312737669163078,13.3914496515777,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6873,"'P000109632",2011-04-21,"2011-05-03","F","F",3.6,13,8.1,55.5,"'0006E9C561","'0006E9C152","'0006E9C561_B",5,"'0006E9C561_C",5,"2011042128",23,"P",NA,42.8571428571429,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.slightely.opened","no",NA,"2011-04",-0.197403352412776,-0.0304351633105763,0.115611267550295,10.3914496515777,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6874,"'P000109634",2011-04-21,"2011-05-03","F","F",3.4,13,8.3,58,"'0006E9E558","'0006E21FBC","'0006E9E558_A",5,"'0006E9E558_A",5,"2011042128",23,"P",NA,50,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.sligjtely.opened.parasites.one.mite","no",NA,"2011-04",-0.546625000881361,-0.278434682825416,-0.124679513044181,12.8914496515777,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6875,"'P000109635",2011-04-21,"2011-05-03","F","F",3.7,13,8.6,57.5,"'0006E9C561","'0006E9C152","'0006E9C561_B",5,"'0006E9C561_C",5,"2011042128",23,"P",NA,42.8571428571429,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.slightely.opened","no",NA,"2011-04",-0.216780671187644,-0.0504339620976732,0.263378643074713,12.3914496515777,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6876,"'P000109636",2011-04-21,"2011-05-03","F","F",3.4,13,7.3,45,"'0006E9E558","'0006E21FBC","'0006E9E558_A",5,"'0006E9E558_A",5,"2011042128",23,"P",NA,50,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","eyes.slightely.opened","no",NA,"2011-04",0.22932757115528,-0.0384370852512215,1.1648325460471,-0.108550348422274,NA,NA,NA,NA,2011-09-03,181,2011-09-14,107,2011-06-20,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6878,"'P000109703",2011-05-04,"2011-05-16","F","F",2.8,13,6.9,48.5,"'0006E9AE1D","'0006E491DE","'0006E9AE1D_A",5,"'0006E9AE1D_A",5,"2011051608_1",11,"P",NA,55.5555555555556,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2011-05",-0.579582736700739,-0.542438046221544,0.148425453214831,3.39144965157773,NA,NA,NA,NA,2011-09-16,181,2011-09-14,107,2011-07-03,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6879,"'P000109705",2011-05-04,"2011-05-16","F","F",3.1,13,6.7,45.5,"'0006E9AE1D","'0006E491DE","'0006E9AE1D_A",5,"'0006E9AE1D_A",5,"2011051608_1",11,"P",NA,55.5555555555556,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2011-05",-0.100516758538437,-0.194438526706705,0.476774389928203,0.391449651577726,NA,NA,NA,NA,2011-09-16,181,2011-09-14,107,2011-07-03,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6880,"'P000109709",2011-05-04,"2011-05-16","F","F",3.4,13,7.8,50,"'0006E49501","'0006E9CF08","'0006E49501_A",5,"'0006E49501_A",5,"2011050519",9,"P",NA,88.8888888888889,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2011-05",-0.0691157257818898,-0.158435884038318,0.784250984858144,4.89144965157773,NA,NA,NA,NA,2011-09-16,181,2011-09-14,107,2011-07-03,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6882,"'P000109715",2011-05-04,"2011-05-16","F","F",3,13,8.1,48.5,"'0006E9E61A","'0006E9C152","'0006E9E61A_A",3,"'0006E9E61A_A",4,"2011050529",12,"P",NA,50,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2011-05",-0.379582736700739,-0.630435163310576,1.34842545321483,3.39144965157773,NA,NA,NA,NA,2011-09-16,181,2011-09-14,107,2011-07-03,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6883,"'P000109719",2011-05-06,"2011-05-17","F","F",2.3,12,5.1,41.5,"'0006E9C218","'0006E9E4FE","'0006E9C218_A",1,"'0006E9C218_A",1,"2011051736",10,"P",NA,0,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no",NA,"no",NA,"2011-05",-0.661762120988701,-0.610442370587995,-0.418760361120634,-0.217527471798557,NA,NA,NA,NA,2011-09-18,181,2011-09-14,107,2011-07-05,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6885,"'P000109724",2011-05-06,"2011-05-17","F","F",2.1,12,5,32.5,"'0006E4960B","'0006E9E4FE","'0006E4960B_A",3,"'0006E4960B_A",3,"2011051736",10,"P",NA,80,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no",NA,"no",NA,"2011-05",-0.324564186501795,-0.786442610830576,1.06628644901948,-9.21752747179856,NA,NA,NA,NA,2011-09-18,181,2011-09-14,107,2011-07-05,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6886,"'P000109726",2011-05-06,"2011-05-17","F","F",1.9,12,5.3,38,"'0006E4AC47","'0006E9E4FE","'0006E4AC47_A",2,"'0006E4AC47_A",2,"2011051736",10,"P",NA,57.1428571428571,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no",NA,"no",NA,"2011-05",-0.852851813132682,-1.05844189010283,0.397646731711634,-3.71752747179856,NA,NA,NA,NA,2011-09-18,181,2011-09-14,107,2011-07-05,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
6888,"'P000109733",2011-05-06,"2011-05-17","F","F",2.1,12,4.8,36,"'00070B1DBA","'0006E2524B","'00070B1DBA_A",5,"'00070B1DBA_A",5,"2011051739_1",23,"P",NA,60,87,66,"spring","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no",NA,"no",NA,"2011-05",-0.533474494357814,-0.738443091315737,0.249879356187216,-5.71752747179856,NA,NA,NA,NA,2011-09-18,181,2011-09-14,107,2011-07-05,163,2011-06-28,75,0,NA,NA,NA,NA,NA,NA
