"AGD.tail","Density.DOB","life.repro.success"
-0.0989600554756067,145,9
-0.590049747619588,87,9
0.659171900848997,206,10
-0.209427066394456,145,2
-0.240828099151003,214,10
0.432440977280941,214,1
-0.319894077313305,214,0
-0.349738407007022,214,3
0.159171900848997,145,8
0.260728603911828,214,0
-0.228804385169324,145,7
-0.293163153745248,145,0
-0.502073461601267,214,16
0.42777086809245,214,0
-0.748181703944192,145,1
0.33088427421811,145,6
0.648704889930148,206,0
-0.019894077313305,145,3
-0.449738407007022,145,2
-0.130361088232154,145,3
-0.57067242884472,214,1
-1.20787036333163,145,11
0.632440977280941,214,14
-0.449738407007022,180,0
-0.109427066394456,158,17
0.511506955443242,95,13
0.309950252380412,160,0
-0.151295110069852,180,0
-0.378026033637909,158,32
0.33088427421811,180,8
0.0533749991186386,180,10
-0.490049747619588,180,0
-0.391606450682418,180,5
-0.139271396088173,180,0
-0.495846649349946,138,0
0.0979265383987329,160,17
-0.148181703944192,158,0
-0.479582736700739,158,0
-0.260205417925871,180,0
0.160728603911827,158,17
-0.446625000881361,138,10
0.113063658506073,158,0
-1.04973840700702,138,0
0.150261592992978,180,0
0.42932757115528,137,9
-0.36911572578189,150,17
-0.527247682106494,158,1
-1.15285181313268,188,9
-1.16755902271906,138,9
0.441351285136959,137,10
-0.407870363331626,138,4
-0.0675590227190594,180,2
-0.579582736700739,138,18
0.969638911767846,160,0
-0.528804385169324,158,6
-0.852851813132682,160,3
-0.258648714863041,158,0
0.0444646912626199,158,0
-0.937714693025343,138,7
-0.349738407007022,158,3
-0.209427066394456,160,16
-0.788493044556758,158,18
-0.248181703944192,147,15
0.418860560236431,137,0
-0.36755902271906,158,0
-0.798960055475607,158,0
-0.109427066394456,138,0
-0.497403352412777,180,0
-0.390049747619588,160,7
1.29948324146156,95,11
-0.118337374250475,180,0
0.438237879011299,158,1
-0.246625000881361,150,20
-0.112540472520116,180,0
-0.96911572578189,138,15
-0.609427066394456,137,15
-0.198960055475607,180,0
-0.109427066394456,158,3
-0.579582736700739,138,2
-0.56911572578189,176,12
0.620417263299261,145,1
-0.190049747619588,163,0
0.0890162305427142,176,0
-0.388493044556757,145,4
-0.652851813132682,87,0
-0.228804385169324,176,0
-1.20942706639446,155,11
0.0324409772809403,145,0
-0.26911572578189,163,0
-0.86911572578189,181,8
-0.0602054179258707,145,0
1.29948324146156,176,0
-0.749738407007022,176,0
-0.260205417925871,145,0
0.371195614830676,87,0
-0.410983769457286,176,15
-0.379582736700739,87,0
0.360728603911827,163,0
0.511506955443242,163,10
-0.0392713960881728,176,6
-0.918337374250474,163,0
-1.23036108823215,176,0
0.13088427421811,145,3
-0.249738407007022,163,0
-0.466002319656229,176,5
0.168082208705016,163,0
-0.298960055475606,176,0
-0.190049747619588,145,0
-0.536157989962512,87,0
-0.167559022719059,163,10
0.101039944524393,87,0
-0.198960055475607,163,2
-0.0691157257818898,176,15
-0.251295110069852,176,4
-0.600516758538437,163,10
-0.16911572578189,163,0
-0.830361088232154,181,4
-0.249738407007022,176,0
-0.27067242884472,181,1
-0.151295110069852,160,10
0.0115069554432425,176,10
-0.449738407007022,176,0
0.469638911767846,163,11
-0.498960055475607,163,9
-0.428804385169324,145,2
-0.149738407007022,163,5
-0.439271396088173,176,15
-0.46911572578189,176,11
0.009950252380412,145,12
0.790572933605544,145,14
-0.349738407007022,176,0
0.339794582074129,87,4
0.0711956148306764,87,9
-0.0900497476195877,163,5
-0.079582736700739,176,2
0.62932757115528,163,2
0.13088427421811,176,19
0.560728603911827,145,0
-0.36911572578189,163,0
0.668082208705016,181,16
0.357615197786167,181,4
-0.539271396088173,145,9
-0.26911572578189,145,2
0.33088427421811,163,8
-0.206313660268795,176,17
-0.66911572578189,181,3
-0.440828099151003,87,12
-0.0392713960881728,176,0
-0.310983769457286,145,6
-0.27067242884472,145,0
-0.882696142826399,176,19
-0.349738407007022,176,0
-0.0334744943578142,180,25
0.308393549317582,87,14
0.0711956148306764,163,0
-0.448181703944191,145,4
0.0905729336055443,145,0
-0.151295110069852,176,5
-0.57067242884472,163,0
-0.291606450682418,163,3
-0.0780260336379085,163,8
-0.607870363331625,163,0
0.111506955443243,87,0
0.553374999118639,145,13
-0.300516758538437,160,8
-0.27067242884472,155,10
-0.409427066394456,181,5
-0.37067242884472,163,5
-0.079582736700739,145,1
0.0293275711552803,214,6
-0.210983769457286,214,0
0.689016230542714,206,10
-0.510983769457286,206,0
-0.527247682106494,145,3
-0.448181703944191,206,0
-0.560205417925871,214,6
0.160728603911827,145,0
0.790572933605544,145,14
-0.00051675853843672,206,13
1.78010592268669,206,0
0.183219328812355,214,3
-0.961762120988701,214,0
-0.109427066394456,214,3
-0.797403352412776,145,18
0.171195614830677,145,5
-0.190049747619588,145,2
-0.051295110069852,145,2
0.790572933605544,214,19
-0.681139439763569,145,2
-0.570586446740528,145,2
0.389016230542714,145,5
-0.619894077313305,145,0
-0.00787036333162537,145,17
-0.490049747619588,214,0
-0.260205417925871,145,7
0.0293275711552803,145,8
-0.209427066394456,145,6
0.0711956148306764,145,2
-0.160205417925871,214,0
-0.0675590227190594,145,11
-0.790049747619588,145,17
-0.26911572578189,214,10
-0.698960055475607,145,0
-0.246625000881361,233,14
-0.0974033524127763,214,15
0.769638911767846,145,15
1.07119561483068,206,11
1.19057293360554,206,0
-0.0377146930253423,214,0
0.968082208705016,206,5
0.0711956148306764,145,13
-0.390049747619588,226,1
0.62777086809245,226,5
1.00839354931758,256,1
-0.119894077313305,226,6
-0.748181703944192,206,11
0.33244097728094,233,1
-0.0900497476195877,206,8
-0.47067242884472,226,1
0.568082208705016,226,0
-0.0319177912949842,256,4
0.33244097728094,256,14
0.00839354931758195,233,0
-0.412540472520116,206,5
-0.00051675853843672,311,0
0.0680822087050159,233,2
-0.578026033637908,226,3
2.15181829605581,233,8
0.52932757115528,226,10
0.0308842742181103,226,5
0.0293275711552803,226,1
-0.388493044556757,206,10
0.480105922686695,256,5
0.672752317893507,206,12
0.299483241461563,256,1
0.669638911767846,206,9
-0.428804385169324,206,4
-0.700516758538437,226,8
0.408393549317582,206,3
-0.0570920118002105,214,13
-0.707870363331626,206,4
0.0308842742181103,206,11
-0.237714693025342,311,6
-0.0706724288447198,226,8
-0.478026033637908,256,0
-0.191606450682418,214,3
0.0994832414615629,233,14
-0.219894077313305,226,8
0.997926538398733,256,0
0.147148186867318,206,9
0.699483241461563,226,0
-0.0884930445567576,233,4
-0.130361088232154,256,0
0.311506955443242,226,2
0.0502615929929781,206,6
-0.300516758538437,226,0
0.338237879011299,256,20
0.789016230542714,233,0
-0.00631366026879527,226,12
-0.26911572578189,226,0
-0.27067242884472,206,3
-0.221450780376135,311,1
0.472752317893506,233,3
-0.0974033524127763,233,0
-0.36911572578189,226,0
0.417303857173601,256,0
-0.102073461601267,206,0
0.520417263299261,206,2
0.850261592992978,206,12
0.0769925165610346,226,0
-0.478026033637908,206,8
-0.57067242884472,206,0
-0.0319177912949842,206,1
0.301039944524393,233,4
-0.0691157257818898,206,8
-0.100516758538437,226,0
0.22932757115528,226,0
-1.43927139608817,256,0
0.0382378790112989,206,12
-0.0319177912949842,233,0
0.33088427421811,206,8
0.411506955443242,256,2
0.632440977280941,256,0
-0.348181703944192,206,4
0.0115069554432425,206,4
1.07119561483068,233,0
0.160728603911827,226,0
-0.640828099151003,311,0
0.189016230542714,214,0
0.0727523178935065,206,3
-0.17222913190755,311,0
0.968082208705016,256,2
0.42932757115528,226,0
0.0308842742181103,226,1
0.469638911767846,214,0
-0.496018613558331,233,7
-0.121450780376135,206,7
0.789016230542714,206,3
-0.478026033637908,256,1
-0.533474494357814,307,0
0.469638911767846,226,14
0.0874595274798837,256,7
0.689016230542714,233,8
0.108393549317582,206,12
-0.0528518131326821,206,2
2.36963891176785,256,0
-0.263318824051531,233,8
-0.939271396088173,233,12
0.251818296055808,256,4
-0.530361088232154,206,6
0.148704889930148,226,0
0.290572933605544,226,22
0.211506955443242,233,6
0.290572933605544,226,7
-0.00942706639445581,226,1
-0.207870363331626,206,5
0.159171900848997,206,8
0.197926538398733,256,2
-0.849738407007022,311,0
-0.328804385169323,256,2
-0.56911572578189,233,1
0.390572933605544,256,2
0.808393549317582,206,0
0.932440977280941,206,16
-0.307870363331626,226,0
-0.500516758538437,206,4
0.197926538398733,206,2
-0.416780671187644,206,0
1.19057293360554,226,0
0.0413512851369595,226,0
-0.0392713960881728,206,11
0.22777086809245,224,6
0.63088427421811,224,10
0.448704889930148,199,0
-0.231917791294984,224,5
-0.319894077313305,307,6
0.0487048899301481,222,6
-0.498960055475607,311,0
-0.26911572578189,224,0
0.12777086809245,222,1
0.32932757115528,226,0
0.389016230542714,243,0
-0.36911572578189,199,5
-0.352851813132682,243,10
0.108393549317582,272,0
0.0680822087050159,272,0
-0.16911572578189,199,0
-0.337714693025343,311,8
0.192129636668374,236,4
-0.410983769457286,307,4
-0.67222913190755,240,8
0.268082208705016,272,3
0.592129636668374,307,4
-0.0900497476195877,224,0
0.199483241461563,226,0
-0.710983769457286,199,0
-0.66911572578189,236,0
0.32932757115528,240,0
-0.340828099151003,311,0
0.0308842742181103,224,9
-0.0706724288447198,307,0
0.338237879011299,224,10
-0.16911572578189,224,0
-0.57222913190755,199,6
-0.709427066394456,199,0
0.487459527479884,199,7
0.448704889930148,199,2
0.0471481868673176,226,17
-0.552851813132682,311,0
-0.57222913190755,224,11
-0.57222913190755,311,5
-0.131917791294984,224,0
0.847148186867318,199,0
-0.0109837694572859,311,0
0.00839354931758195,307,2
-0.840828099151003,226,2
-0.0675590227190594,240,6
-0.0722291319075503,311,7
0.190572933605544,226,0
-0.0288043851693236,224,0
0.159171900848997,236,12
-0.507870363331625,311,5
0.00839354931758195,224,0
-0.490049747619588,311,4
0.287459527479884,224,3
-0.512540472520116,224,0
0.485902824417054,199,0
-0.948181703944191,236,0
0.187459527479884,236,6
0.0487048899301481,236,1
-1.00787036333163,311,4
0.369638911767846,226,3
-0.47222913190755,224,6
0.0471481868673176,224,4
-0.830361088232154,311,1
-0.597403352412776,307,19
0.511506955443242,240,3
0.180105922686695,226,9
-0.142384802213833,226,0
-0.251295110069852,236,0
0.0905729336055443,240,2
-0.0528518131326821,224,13
-0.0916064506824181,226,0
-0.309427066394456,224,2
-0.539271396088173,311,9
-0.137714693025342,224,6
0.22932757115528,243,0
0.248704889930148,307,13
-0.27222913190755,199,3
-0.578026033637908,236,0
-0.751295110069852,311,5
-0.514097175582946,224,5
-0.752851813132682,224,0
-0.191606450682418,224,6
-0.682696142826399,226,0
-0.823007483438965,311,5
-0.328804385169323,224,0
-0.531917791294984,311,10
0.999483241461563,311,0
-0.081139439763569,226,2
0.276992516561035,199,2
0.308393549317582,224,0
0.350261592992978,236,6
0.12777086809245,236,5
0.389016230542714,224,0
-0.193163153745248,224,2
-0.481139439763569,311,0
0.147148186867318,224,10
-0.731917791294984,224,13
0.117303857173601,199,0
0.589016230542714,226,0
-0.530361088232154,226,6
-0.602073461601267,311,0
-0.112540472520116,224,19
-0.549738407007022,311,0
0.147148186867318,236,0
-0.0706724288447198,224,1
0.287459527479884,199,6
-0.730361088232154,311,0
0.508393549317582,224,0
0.959171900848997,226,0
-0.00787036333162537,240,0
-0.0303610882321537,236,10
-0.0722291319075503,224,2
0.366525505642186,199,0
0.247148186867318,224,0
-0.57067242884472,236,9
-0.27067242884472,199,0
-0.691606450682418,222,3
-0.36755902271906,311,0
0.209950252380412,236,4
0.208393549317582,311,0
-0.491606450682418,224,13
-0.051295110069852,236,0
-0.330361088232154,226,4
0.147148186867318,224,0
-0.37067242884472,226,8
-0.0528518131326821,236,0
-0.082696142826399,226,1
-0.328804385169323,226,0
-0.331917791294984,240,9
-0.17067242884472,311,1
0.287459527479884,224,0
-0.86911572578189,311,4
-0.591606450682418,226,4
-0.381139439763569,311,0
-0.460205417925871,311,0
-0.721450780376135,311,1
0.306836846254752,236,0
0.0711956148306764,224,9
-0.479582736700739,311,0
0.187459527479884,240,7
-0.0706724288447198,199,8
0.00839354931758195,240,8
0.32932757115528,240,0
-0.251295110069852,251,0
-0.942384802213833,311,0
0.390572933605544,224,0
-0.549738407007022,307,10
-0.290049747619588,240,0
0.266525505642186,236,0
-0.282696142826399,307,4
-0.051295110069852,236,0
-0.412540472520116,199,0
-1.04973840700702,226,0
-0.482696142826399,307,5
-0.051295110069852,272,5
0.508393549317582,224,0
0.42932757115528,199,0
-0.331917791294984,222,5
-0.0916064506824181,251,12
-0.339271396088173,206,6
-0.282696142826399,222,4
-0.181139439763569,222,9
-0.0140971755829463,243,8
-0.0528518131326821,199,15
0.32777086809245,224,0
0.52777086809245,224,0
-0.309427066394456,311,18
0.0874595274798837,222,0
0.269638911767846,199,0
-0.790049747619588,311,0
-0.137714693025342,233,7
0.0665255056421859,222,6
-0.509427066394456,226,0
0.490572933605544,206,4
-0.0586487148630406,226,0
0.23088427421811,206,10
-0.00207346160126718,226,0
-0.212540472520116,226,0
0.241179320928574,233,11
0.478549219623865,226,0
-0.0974033524127763,233,2
0.62932757115528,226,0
-0.248181703944192,256,0
0.0680822087050159,199,0
-1.00942706639446,311,6
0.0518182960558086,224,9
-0.181139439763569,226,18
-0.0706724288447198,224,0
-0.333474494357814,240,4
-0.051295110069852,224,1
0.389016230542714,311,4
-0.340828099151003,224,15
0.268082208705016,226,15
0.0277708680924498,226,0
-0.290049747619588,240,6
-0.87222913190755,224,11
0.390572933605544,236,6
-0.242384802213833,226,1
-0.252851813132682,199,0
-0.081139439763569,251,0
0.148704889930148,236,5
0.0785492196238651,311,10
-0.18425284588923,265,12
-0.37222913190755,240,0
-0.56911572578189,311,0
-0.910983769457286,307,10
-0.46911572578189,226,13
0.589016230542714,256,1
0.150261592992978,226,0
-0.709427066394456,224,1
-0.151295110069852,199,2
-0.600516758538437,311,1
0.52932757115528,199,0
0.297926538398733,272,4
0.217303857173601,199,8
-0.410983769457286,311,0
0.220417263299261,226,13
-0.47067242884472,311,6
0.12777086809245,222,0
0.466525505642186,224,6
-0.87222913190755,307,4
-0.300516758538437,226,11
-0.37067242884472,226,2
0.108393549317582,226,2
-0.442384802213833,311,9
0.109950252380412,256,11
0.0921296366683743,237,5
0.569638911767846,207,0
0.509950252380412,207,18
0.748704889930148,297,0
-0.130361088232154,207,3
-0.352851813132682,243,2
-0.451295110069852,243,0
0.32932757115528,237,9
1.52777086809245,207,7
0.0905729336055443,243,11
0.469638911767846,243,10
-0.440828099151003,237,1
0.471195614830676,276,9
-0.152851813132682,222,1
-0.794719856808078,240,3
-0.233474494357814,240,0
0.0308842742181103,237,5
1.34870488993015,207,3
-0.17067242884472,307,3
0.42777086809245,272,0
-0.0319177912949842,222,19
0.00839354931758195,207,0
-0.0706724288447198,243,4
-0.151295110069852,222,10
0.33088427421811,207,1
0.148704889930148,207,8
-0.47067242884472,237,0
-0.130361088232154,402,3
0.509950252380412,237,4
0.209950252380412,207,7
0.0293275711552803,297,3
0.12777086809245,207,3
-0.248181703944192,297,2
0.650261592992978,207,3
-0.349738407007022,237,4
0.308393549317582,297,7
0.450261592992978,307,1
0.708393549317582,207,6
0.589016230542714,207,1
-0.207870363331626,207,0
0.0487048899301481,207,4
0.808393549317582,207,0
0.62777086809245,207,0
0.308393549317582,207,3
0.368082208705016,272,6
-0.431917791294984,222,0
0.369638911767846,237,0
0.648704889930148,243,15
0.247148186867318,224,9
0.490572933605544,207,6
-0.640828099151003,237,1
-0.0916064506824181,276,7
0.689016230542714,237,0
0.0277708680924498,237,5
0.289016230542714,207,2
0.666525505642185,207,0
0.148704889930148,402,6
-0.328804385169323,222,2
0.218860560236431,199,0
-0.409427066394456,236,5
0.848704889930148,207,0
0.0905729336055443,243,2
0.451818296055808,276,6
-0.360205417925871,236,9
0.62932757115528,207,0
0.551818296055809,207,7
0.33244097728094,276,5
-0.191606450682418,207,8
0.32777086809245,207,8
0.609950252380412,207,0
-0.191606450682418,243,5
-0.100516758538437,222,7
0.411506955443242,402,0
-0.531917791294984,240,6
-0.112540472520116,240,1
0.42932757115528,237,5
0.406836846254752,207,0
-0.00787036333162537,297,4
0.371195614830676,237,5
0.508393549317582,307,0
0.389016230542714,240,5
-0.230361088232154,236,0
-0.0528518131326821,207,6
-0.00942706639445581,330,5
0.348704889930148,237,9
-0.693163153745248,222,0
0.450261592992978,207,4
-0.0109837694572859,222,0
-0.0303610882321537,307,2
0.366525505642186,207,0
0.211506955443242,207,0
0.52777086809245,207,7
0.148704889930148,237,0
-0.830361088232154,237,7
-0.249738407007022,237,8
-1.02880438516932,237,2
0.509950252380412,307,7
0.750261592992978,207,5
0.271195614830676,207,0
0.268082208705016,207,5
-0.0753425380332103,207,9
0.947148186867318,207,0
0.12932757115528,222,5
0.209950252380412,207,5
0.0324409772809403,243,11
0.308393549317582,207,6
0.311506955443242,237,2
-0.37222913190755,240,0
0.209950252380412,402,1
-0.351295110069852,222,0
-0.310983769457286,222,3
-0.0125404725201163,304,0
-0.0528518131326821,222,13
0.248704889930148,237,1
0.969638911767846,297,6
0.720417263299261,307,7
-0.0303610882321537,237,4
0.209950252380412,276,7
-0.131917791294984,243,6
-0.300516758538437,240,9
-0.312540472520116,243,6
0.0649688025793554,240,4
-0.210983769457286,207,8
-0.0900497476195877,222,1
-0.449738407007022,222,3
0.73088427421811,297,12
-0.051295110069852,222,8
0.689016230542714,307,9
0.148704889930148,307,11
1.06808220870502,207,10
-0.0706724288447198,207,0
-0.510983769457286,222,2
0.968082208705016,207,0
-0.912540472520116,222,0
1.22932757115528,207,0
0.189016230542714,243,3
0.108393549317582,222,0
0.518860560236431,207,4
-0.110983769457286,222,3
0.150261592992978,222,4
0.259171900848997,207,0
0.009950252380412,297,21
0.00839354931758195,307,10
-0.230361088232154,237,2
-0.351295110069852,222,1
0.499483241461563,207,8
0.23244097728094,240,0
0.247148186867318,243,0
1.12932757115528,207,5
0.247148186867318,207,7
0.72932757115528,237,0
0.52777086809245,207,7
0.43088427421811,207,5
0.13088427421811,207,8
0.148704889930148,402,0
0.209950252380412,237,0
0.468082208705016,237,0
0.408393549317582,243,1
0.569638911767846,207,8
0.647148186867318,207,0
-0.290049747619588,237,1
0.448704889930148,236,0
-0.510983769457286,307,0
0.508393549317582,237,6
-0.17222913190755,222,5
-0.207870363331626,402,2
0.0293275711552803,240,4
0.811506955443243,237,2
0.32777086809245,207,9
0.389016230542714,307,0
0.12777086809245,297,9
0.671195614830677,207,9
0.648704889930148,237,5
0.609950252380412,207,0
0.0890162305427142,207,3
0.0591719008489972,276,7
0.489016230542714,330,3
1.16963891176785,330,2
0.42932757115528,304,2
-0.309427066394456,243,2
0.187459527479884,207,0
-0.131917791294984,240,3
0.750261592992978,207,2
0.468082208705016,402,0
-0.290049747619588,237,17
0.62932757115528,207,13
-0.27067242884472,222,2
0.406836846254752,207,0
0.43088427421811,276,1
1.32777086809245,207,0
-0.263318824051531,240,5
0.524657461966789,222,0
-0.210983769457286,251,2
0.82932757115528,297,0
-0.0125404725201163,222,3
-0.260205417925871,276,2
0.32777086809245,207,3
-0.109427066394456,297,6
0.150261592992978,207,0
-0.449738407007022,240,2
-0.349738407007022,243,0
-0.0602054179258707,237,1
0.33088427421811,207,0
0.469638911767846,276,10
0.169638911767846,237,3
0.808393549317582,207,5
-0.151295110069852,307,0
-0.539271396088173,207,5
0.647148186867318,207,0
1.12932757115528,330,0
1.20995025238041,207,3
0.12932757115528,243,4
0.320417263299261,237,4
0.906836846254752,207,10
1.20839354931758,207,10
-0.230361088232154,237,2
-0.00787036333162537,276,7
0.480105922686695,207,7
0.309950252380412,297,6
0.406836846254752,243,1
0.0979265383987329,272,11
0.448704889930148,207,8
-1.07067242884472,222,16
-0.507870363331625,207,7
0.509950252380412,207,4
-0.352851813132682,222,7
-0.188493044556758,207,0
0.187459527479884,207,2
0.590572933605544,276,6
0.589016230542714,237,0
-0.242384802213833,237,6
0.250261592992978,243,7
-0.302073461601267,240,11
-0.0706724288447198,222,9
-0.0722291319075503,276,0
0.687459527479884,207,1
0.42777086809245,237,5
1.24870488993015,207,8
-0.47067242884472,222,5
0.568082208705016,207,3
0.468082208705016,222,27
0.33244097728094,207,0
-0.912540472520116,224,7
0.147148186867318,222,8
0.0293275711552803,276,4
0.490572933605544,243,2
0.569638911767846,237,8
1.05026159299298,207,0
0.168082208705016,243,4
0.0905729336055443,237,1
0.62777086809245,237,0
0.447148186867318,207,5
-0.0319177912949842,272,0
0.668082208705016,207,0
-0.110983769457286,237,13
0.92777086809245,207,7
0.290572933605544,307,6
-0.351295110069852,222,3
-0.381139439763569,222,6
0.32621416502962,207,8
-0.151295110069852,207,0
0.168082208705016,240,3
0.00839354931758195,207,0
-0.109427066394456,207,4
0.12932757115528,240,0
-0.17222913190755,307,6
-0.0272476821064936,276,4
-0.27067242884472,243,4
0.306836846254752,236,0
1.45761519778617,240,0
-0.0706724288447198,307,10
-0.17222913190755,243,1
0.259171900848997,207,5
0.0502615929929781,207,5
-0.512540472520116,222,5
0.009950252380412,224,7
-0.17222913190755,237,7
0.397926538398733,207,2
-0.709427066394456,237,6
0.608393549317582,237,2
0.138237879011299,237,5
0.299483241461563,240,1
-0.0319177912949842,207,0
0.450261592992978,207,0
-0.112540472520116,240,10
0.968082208705016,207,4
-0.00942706639445581,237,3
0.53088427421811,276,1
0.12932757115528,307,10
0.471195614830676,207,0
-0.251295110069852,304,1
-0.298960055475606,207,0
1.49057293360554,207,0
-0.430361088232154,237,0
0.489016230542714,207,0
-0.431917791294984,272,1
-0.0780260336379085,237,3
0.489016230542714,207,5
0.268082208705016,207,4
0.950261592992978,330,0
0.769638911767846,207,0
0.551818296055809,237,8
0.347148186867318,207,0
0.471195614830676,207,0
0.508393549317582,272,16
-0.049738407007022,237,8
-0.17378583497038,243,12
-0.531917791294984,243,7
