"LC.MS.run","focal_ID","Cort_pg.mg","Age","Season","Density","log_Cort_pg.mg"
"6_1044","'0007BA9E0C",30.58,127,"Autumn",447,3.42034620050092
"6_1044","'0007B9617A",30.17,259,"Autumn",447,3.40684805317097
"6_1044","'0007BA9C2E",38.88,221,"Autumn",447,3.66047997959224
"6_1044","'0007BAB19C",64.6,435,"Autumn",447,4.16821441078856
"6_1044","'0007AFE8B0",63.79,192,"Autumn",447,4.15559643825386
"6_1044","'0007BAF043",31.79,252,"Autumn",417,3.45915177492271
"6_1044","'0007B1227C",48.8,600,"Autumn",417,3.8877303128591
"6_1044","'0007BA9E40",30.17,439,"Autumn",417,3.40684805317097
"6_1044","'0007BADA37",29.77,102,"Autumn",447,3.39350117502768
"6_1044","'0007BAC67E",51.03,216,"Autumn",417,3.93241369507588
"7_1128","'0007BA9BE7",113.04,270,"Spring",371,4.72774173837627
"7_1128","'0007BACA94",56.3,136,"Spring",371,4.03069453514564
"7_1128","'0007BA944C",50.32,101,"Spring",371,3.91840261239218
"7_1128","'0007B11849",35.97,430,"Spring",371,3.58268525770753
"7_1128","'0007BA95F5",47.54,254,"Spring",371,3.86157146193205
"7_1128","'0007BAB13F",53.66,430,"Spring",371,3.98266784499748
"7_1128","'00079D74D7",66,602,"Spring",371,4.18965474202643
"7_1128","'0007B8D233",27.34,330,"Spring",371,3.3083508312958
"7_1128","'0007BAE5C3",63.49,348,"Spring",371,4.15088241318236
"7_1128","'0007BA9487",73.02,410,"Spring",506,4.29073337622749
"7_1128","'0007BAC2BB",35.16,96,"Spring",506,3.55990907281698
"7_1128","'0007BAC5AC",33.52,119,"Spring",506,3.51214227561388
"7_1128","'0007BAD6FE",37.65,1133,"Spring",506,3.6283329542459
"7_1128","'0007BA98A8",46.05,94,"Spring",506,3.82972776270132
"7_1128","'0007B9B2C5",55.92,352,"Spring",506,4.02392209792555
"7_1128","'0007BAC321",37.81,97,"Spring",506,3.63257361790284
"7_1128","'0007BABFC0",54.19,199,"Spring",506,3.99249638957802
"7_1128","'0007B9B532",50.2,345,"Spring",506,3.91601502669768
"7_1128","'0007BAD8EA",23.34,97,"Spring",506,3.15016862685841
"7_1128","'0007BA9781",27.65,455,"Spring",506,3.31962572796834
"7_1128","'0007B8D042",50.73,455,"Spring",506,3.9265174515786
"7_1128","'0007BAD81E",39.28,254,"Spring",506,3.67071548348627
"7_1128","'0007B84B28",15.32,220,"Spring",506,2.72915916431245
"7_1128","'0007BAE423",45.59,314,"Spring",506,3.81968839422535
"7_1128","'0007B82EC8",37.16,419,"Spring",506,3.61523291394564
"7_1128","'0007BA9505",38.94,92,"Spring",506,3.66202199994405
"7_1128","'0007BADDA9",36.97,92,"Spring",506,3.61010677294854
"7_1128","'0007B83AA2",35.22,254,"Spring",506,3.56161410306806
"7_1128","'0007BADAEB",47.69,330,"Spring",506,3.86472173231013
"7_1128","'0007BAF54D",37.8,1147,"Spring",506,3.63230910262554
"7_1128","'0007B9B557",34.82,330,"Spring",506,3.55019193434004
"7_1128","'0007BAE196",25.52,131,"Spring",506,3.23946245847659
"7_1128","'0007B83AC2",43.89,131,"Spring",506,3.78168650370014
"7_1128","'0007B9B58E",48.67,320,"Spring",506,3.88506282384536
"7_1128","'0007B84B8F",40.76,133,"Spring",506,3.70770120835452
"7_1128","'0007B84FDB",34.2,126,"Spring",506,3.53222564406856
"7_1128","'0007B9B390",22.54,126,"Spring",506,3.11529150861163
"7_1128","'0007BAF476",52.65,412,"Spring",506,3.96366623857998
"7_1128","'0007BADA4C",66.89,413,"Spring",506,4.20304947913032
"7_1128","'0007BA9E02",37.96,135,"Spring",506,3.63653297374173
"7_1128","'0007BA958C",44.74,135,"Spring",506,3.80086795606198
"7_1128","'0007BAD69F",39.55,111,"Spring",506,3.67756569421366
"7_1128","'0007BA967E",42.44,418,"Spring",506,3.74809131374578
"7_1128","'0007B82C48",22.12,107,"Spring",506,3.09648217665413
"7_1128","'0007BAB15D",48.46,303,"Spring",506,3.88073871538838
"7_1128","'0007BAC513",39.93,93,"Spring",506,3.68712792107513
"7_1128","'0007B82EF9",50.84,127,"Spring",506,3.92868344632125
"7_1128","'0007BADAA3",35.85,101,"Spring",506,3.57934356704563
"7_1128","'0007BAD67E",40.63,93,"Spring",506,3.70450670999964
"7_1128","'0007B82BFE",34.15,258,"Summer",506,3.5307625860168
"7_1128","'0007BA9859",63.02,436,"Summer",506,4.14345213632913
"7_1128","'0007BAD81E",48.11,310,"Summer",506,3.87349005571136
"7_1128","'0007BAE423",37.89,370,"Summer",506,3.63468722503051
"7_1128","'0007BAE196",25.34,187,"Summer",506,3.23238417489299
"7_1128","'0007B84FCA",31.48,169,"Summer",506,3.4493524235492
"7_1128","'0007BA967E",53.25,474,"Summer",506,3.97499780458953
"7_1128","'0007BA9CF9",31.51,187,"Summer",506,3.45030495576918
"7_1128","'0007B9ADE0",77.32,504,"Summer",506,4.34795265434013
"7_1128","'0007BAD69F",64.46,167,"Summer",506,4.16604487638729
"7_1128","'0007BA9DFC",44.07,376,"Summer",506,3.7857792788539
"7_1128","'0007B839A2",42.46,163,"Summer",506,3.74856245627511
"7_1128","'0007B82C48",24.29,163,"Summer",506,3.19006474301408
"7_1128","'0007B9B650",74.13,359,"Summer",506,4.30582030866863
"7_1128","'0007B82CC1",27.68,109,"Summer",506,3.32071013074947
"7_1128","'0007B82C48",29.03,163,"Summer",506,3.36832977803654
"7_1128","'0007BAE31A",58.73,431,"Summer",506,4.07295066953443
"7_1128","'0007BAE408",60.59,291,"Summer",506,4.1041298629569
"7_1128","'0007BADA6F",33.47,112,"Summer",506,3.51064951522324
"7_1128","'0007B8299C",63.06,462,"Summer",506,4.14408665411692
"7_1128","'0007BADEAD",26.4,150,"Summer",506,3.27336401015227
"7_1128","'0007BAD854",48.8,377,"Summer",506,3.8877303128591
"7_1128","'0007B83512",52.37,157,"Summer",506,3.9583339082914
"7_1128","'0007B9B2EF",34.65,113,"Summer",506,3.54529772563591
"7_1128","'0007BAD67E",29.1,149,"Summer",506,3.37073817417745
"7_1128","'0007BAD8A4",42.77,150,"Summer",506,3.75583692223882
"7_1128","'0007BADCC3",48.12,185,"Summer",506,3.87369789110648
"7_1128","'0007BAC639",34.09,380,"Summer",506,3.52900408614981
"7_1128","'0007BAB321",50.16,470,"Summer",506,3.91521789632467
"7_1128","'0007BAE5B8",28.88,156,"Summer",506,3.36314931402463
"7_1128","'0007BAE0E4",24.64,127,"Summer",506,3.20437113866532
"7_1128","'0007B832E6",60.56,472,"Summer",506,4.10363460912919
"7_1128","'0007B95BFC",57.17,291,"Summer",506,4.04602928527588
"7_1128","'0007BA944C",47.91,302,"Autumn",462,3.86932425089503
"7_1128","'0007BADAA3",57.93,274,"Autumn",462,4.05923538510853
"7_1128","'0007BAB35E",41,133,"Autumn",462,3.71357206670431
"7_1128","'0007BAF5CB",39,502,"Autumn",462,3.66356164612965
"7_1128","'0007BAF032",41.41,306,"Autumn",462,3.72352239755748
"7_1128","'0007B9ABE5",41.6,224,"Autumn",462,3.72810016726722
"7_1128","'0007B839BE",62.28,210,"Autumn",462,4.1316403469658
"7_1128","'0007BAC478",49.72,214,"Autumn",462,3.90640726664251
"7_1128","'0007AFEA06",35.47,92,"Autumn",462,3.56868726878553
"7_1128","'0007BAEF27",55.62,300,"Autumn",462,4.01854284880582
"7_1128","'0007B83314",57.39,304,"Autumn",462,4.04987007212027
"7_1128","'0007BA9E02",48.62,308,"Autumn",462,3.88403496888798
"7_1128","'0007B9B10C",36.12,185,"Autumn",462,3.58684672854878
"7_1128","'00079DE31F",48.51,168,"Autumn",462,3.88176996225713
"7_1128","'0007BAB321",42.97,587,"Autumn",462,3.7605021977869
"7_1128","'0007BAB69A",31.66,117,"Autumn",462,3.45505405445287
"7_1128","'0007BAB4F5",50.8,136,"Autumn",462,3.92789635458444
"7_1128","'0007B8D2DF",48.89,155,"Autumn",462,3.88957287659055
"7_1128","'0007AFEF01",35.72,1320,"Autumn",462,3.5757107560083
"7_1128","'0007BA9E40",54.35,789,"Autumn",462,3.99544461356722
"7_1128","'0007BACBA9",43.63,482,"Autumn",462,3.77574498713552
"7_1128","'0007B8295F",48.48,427,"Autumn",462,3.88115134176106
"7_1128","'0007BAD6B5",22.93,114,"Autumn",462,3.13244609686981
"7_1128","'0007B8EEE2",65.05,202,"Autumn",462,4.17515620495851
"7_1128","'0007BA95E6",78.33,237,"Autumn",462,4.36093067137915
"7_1128","'0007BAB44B",48.55,119,"Autumn",462,3.88259419473733
"7_1128","'0007B8EC73",41.7,500,"Autumn",462,3.73050112880476
"7_1128","'0007BAC2BB",40.99,283,"Autumn",462,3.71332813451625
"7_1128","'0007BAB3CD",55.22,219,"Autumn",462,4.01132520650201
"7_1128","'0007BABFC0",55.82,386,"Autumn",462,4.02213222810818
"7_1128","'0007BAC67E",39.77,573,"Autumn",462,3.6831128592196
"7_1128","'0007BADDB9",43.85,174,"Autumn",462,3.78077471881819
"7_1128","'0007B8F16D",43.8,140,"Autumn",462,3.7796338173824
"7_1128","'0007BAD65B",50.75,347,"Autumn",462,3.9269116179219
"7_1128","'0007B9B2C5",56.17,539,"Autumn",462,4.02838280654434
"7_1128","'0007B83418",47.87,473,"Autumn",462,3.86848900340442
"7_1128","'0007BAB2AE",79.94,604,"Autumn",462,4.38127635328318
"7_1128","'0007B83572",58.15,216,"Autumn",462,4.06302587896467
"7_1128","'0007BAE32C",42.73,238,"Autumn",462,3.75490124965593
"7_1128","'0007B95362",40.12,92,"Autumn",462,3.69187496309373
"7_1128","'0007B830CC",47.99,157,"Summer",506,3.87099265587015
"7_1128","'0007BAC57A",66.8,384,"Summer",506,4.2017030805426
"8_1144","'0007B8373B",37.86,277,"Autumn",462,3.63389514578118
"8_1144","'0007B8F12A",37.2,194,"Autumn",462,3.6163087612791
"8_1144","'0007B8CF54",69.67,584,"Autumn",462,4.24376980904203
"8_1144","'0007BAAF9D",42.45,145,"Autumn",462,3.74832691275736
"8_1144","'0007BAB1E9",41.68,143,"Autumn",462,3.73002139744511
"8_1144","'0007AFE54A",61.07,144,"Autumn",462,4.11202074723504
"8_1144","'0007BAB3FD",36.93,139,"Autumn",462,3.60902422886447
"8_1144","'0007BAB263",43.02,434,"Autumn",462,3.76166512383958
"8_1144","'0007B8EC82",40.06,145,"Autumn",462,3.69037833023767
"8_1144","'0007BA956D",49.43,272,"Autumn",462,3.90055752731887
"8_1144","'P000140718",41.8,144,"Autumn",462,3.73289633953071
"8_1144","'0007B8F065",36.5,296,"Winter",462,3.59731226058845
"8_1144","'0007BAE515",37.38,303,"Winter",462,3.62113580202742
"8_1144","'0007B8F260",51.79,144,"Winter",462,3.9471970804358
"8_1144","'0007B8349B",49.08,251,"Winter",462,3.89345161984271
"8_1144","'0007BADA10",52.91,294,"Winter",462,3.96859235691604
"8_1144","'0007BAC6E7",70.96,616,"Winter",462,4.26211633800132
"8_1144","'0007B85039",56.44,552,"Winter",462,4.03317812698461
"8_1144","'0007BAE293",34.11,280,"Winter",462,3.52959059643055
"8_1144","'0007BAE11D",24.24,273,"Winter",462,3.18800416120111
"8_1144","'0007BADEDD",46.78,280,"Winter",462,3.84545576115603
"8_1144","'0007BE412B",47.75,170,"Winter",462,3.86597906692674
"8_1144","'0007B83790",51.99,552,"Winter",462,3.95105139239562
"8_1144","'0007BADE41",48.27,296,"Winter",462,3.8768102496724
"8_1144","'0007BAD903",45.83,296,"Winter",462,3.82493889852103
"8_1144","'0007B83483",30.29,320,"Winter",462,3.41081762503915
"8_1144","'0007BAC5AA",75.81,578,"Winter",462,4.32823021006821
