"agd_tail","predicted","conf.low","conf.high"
-0.654,1.72253770417941,1.56467713704068,1.88039827131814
-0.653,1.72278587555964,1.56502680469125,1.88054494642802
-0.651,1.72328234211518,1.56572635403246,1.88083833019789
-0.65,1.72353063730406,1.5660762357502,1.88098503885792
-0.648,1.72402735153803,1.56677621334776,1.8812784897283
-0.641,1.72576715256042,1.56922838506558,1.88230592005525
-0.639,1.72626461056358,1.56995166084657,1.88257756028058
-0.633,1.72775797738074,1.57225092806301,1.88326502669848
-0.632,1.7280070167062,1.5726344392288,1.88337959418359
-0.63,1.72850521958063,1.57333849623343,1.88367194292782
-0.629,1.72875438314322,1.57368521996925,1.88382354631719
-0.627,1.72925283455325,1.57437887454406,1.88412679456245
-0.623,1.73025023470353,1.57576701246074,1.88473345694632
-0.621,1.73074918355289,1.57646149600525,1.88503687110052
-0.62,1.730998720195,1.57680884146839,1.8851885989216
-0.618,1.7314979179482,1.57750373983981,1.88549209605658
-0.614,1.73249681152166,1.57889436671821,1.88609925632511
-0.613,1.73274663871884,1.57924219645671,1.88625108098096
-0.611,1.73324641772557,1.57993806364521,1.88655477180593
-0.609,1.73374636292772,1.580634207867,1.88685851798843
-0.608,1.73399639786916,1.58098238389713,1.88701041184118
-0.603,1.73524719625353,1.58272430374811,1.88777008875895
-0.602,1.73549748071373,1.58307289574734,1.88792206568011
-0.601,1.73574780678433,1.58342155711924,1.88807405644942
-0.599,1.73624858378413,1.58411908803192,1.88837807953635
-0.597,1.73674952730771,1.58481689658791,1.88868215802752
-0.593,1.73775191414539,1.58621334703708,1.8892904812537
-0.592,1.7380026150178,1.58656263333554,1.88944259670006
-0.59,1.73850414180619,1.58726141444502,1.88974686916735
-0.588,1.73900583536504,1.58796047365618,1.8900511970739
-0.581,1.7407630769308,1.59043736400371,1.89108878985789
-0.58,1.74101427840279,1.59079320749495,1.89123534931062
-0.578,1.74151680663736,1.59146289640381,1.89157071687091
-0.576,1.74201950197188,1.59196650071013,1.89207250323362
-0.575,1.74227091231879,1.59221837350963,1.89232345112795
-0.574,1.74252236446131,1.59247029341851,1.8925744355041
-0.572,1.74302539416064,1.59297427459997,1.89307651372132
-0.571,1.74327697173121,1.59322633589029,1.89332760757214
-0.569,1.74378025234855,1.59373059991452,1.89382990478258
-0.568,1.74403195540908,1.59402559106484,1.89403831975332
-0.562,1.74554305273181,1.59620598230728,1.89488012315635
-0.56,1.74604708684637,1.59693801357021,1.89515616012253
-0.559,1.74629916674846,1.59730413833227,1.89529419516465
-0.554,1.7475601949826,1.59904986053561,1.89607052942959
-0.553,1.74781252642244,1.59934095776269,1.89628409508218
-0.551,1.74831731515027,1.59992332961192,1.89671130068862
-0.55,1.74856977245208,1.60021460425743,1.89692494064673
-0.548,1.74907481296597,1.60081001422639,1.89733961170554
-0.547,1.74932739619186,1.6011781129754,1.89747667940831
-0.541,1.75084377754741,1.60304038766697,1.89864716742786
-0.539,1.75134957416515,1.60364105794935,1.89905809038096
-0.536,1.75210858443734,1.60454252601033,1.89967464286436
-0.535,1.75236167198122,1.60484313878276,1.89988020517969
-0.533,1.75286797329021,1.6054488454365,1.90028710114391
-0.532,1.75312118706915,1.60575202129836,1.90049035283994
-0.53,1.75362774091054,1.60646986616645,1.90078561565463
-0.529,1.75388108098683,1.60685786951909,1.90090429245458
-0.527,1.75438788748523,1.60744329959173,1.90133247537873
-0.526,1.75464135392118,1.60773284561642,1.90154986222595
-0.521,1.75590931824567,1.60921734866791,1.90260128782343
-0.518,1.75667060280564,1.61028983717736,1.90305136843393
-0.514,1.75768623956678,1.61172300544538,1.90364947368819
-0.513,1.75794025428211,1.6120835826366,1.90379692592761
-0.511,1.75844841039138,1.61291941195149,1.90397740883128
-0.509,1.75895673545179,1.61375610864638,1.9041573622572
-0.508,1.75921096135603,1.61417460230928,1.90424732040278
-0.504,1.7602282876287,1.61553644160014,1.90492013365726
-0.502,1.76073720445576,1.61621514499853,1.90525926391298
-0.501,1.7609917263163,1.61655459164628,1.90542886098632
-0.499,1.76150089696619,1.61723367489352,1.90576811903886
-0.497,1.76201023690087,1.61791301148259,1.90610746231914
-0.496,1.76226497036739,1.61825277480765,1.90627716592713
-0.493,1.76302942484727,1.61927383878608,1.90678501090845
-0.492,1.76328432772386,1.61954940438322,1.90701925106451
-0.49,1.7637942605938,1.6201006918338,1.90748782935381
-0.488,1.76430436299919,1.62072523637104,1.90788348962734
-0.487,1.76455947779509,1.62108139483713,1.90803756075306
-0.484,1.7653250766393,1.62215040207813,1.90849975120048
-0.483,1.76558036109611,1.62250917407563,1.9086515481166
-0.481,1.7660910573147,1.6232274182883,1.90895469634109
-0.48,1.76634646909042,1.62358667527542,1.90910626290542
-0.478,1.76685742000963,1.62430545912201,1.90940938089725
-0.474,1.76787983151455,1.62601505839307,1.90974460463602
-0.472,1.76839129221198,1.62687498935126,1.90990759507271
-0.471,1.7686470863214,1.6273054956982,1.9099886769446
-0.469,1.76915880209656,1.62805097621876,1.91026662797436
-0.468,1.76941472377629,1.6284105688386,1.91041887871397
-0.466,1.76992669475499,1.62929734750504,1.91055604200494
-0.46,1.77146362914873,1.63196033560871,1.91096692268875
-0.459,1.77171993391707,1.63240455400903,1.9110353138251
-0.454,1.77300209690473,1.6346322728841,1.91137192092537
-0.453,1.7732586573805,1.63506566948569,1.91145164527531
-0.451,1.77377190626633,1.63593277377495,1.91161103875771
-0.45,1.77402859469041,1.63636648151069,1.91169070787012
-0.448,1.77454209953596,1.63723420828464,1.91184999078728
-0.447,1.77479891597146,1.63766091707563,1.91193691486729
-0.444,1.77556962141304,1.63873406988271,1.91240517294337
-0.442,1.77608363855684,1.63944984804475,1.91271742906893
-0.441,1.77634071120461,1.63980784004931,1.91287358235991
-0.439,1.77685498468705,1.64039617721953,1.91331379215456
-0.438,1.77711218553574,1.64068542638334,1.91353894468814
-0.433,1.7783988311351,1.64217056700746,1.91462709526275
-0.432,1.77865628857535,1.6424604467393,1.9148521304114
-0.43,1.77917133183247,1.64304037248425,1.91530229118068
-0.429,1.7794289176634,1.6433304185174,1.91552741680941
-0.427,1.77994421776521,1.64394409016365,1.91594434536677
-0.426,1.78020193205016,1.64429178387981,1.9161120802205
-0.421,1.78149114609687,1.64603124743362,1.91695104476011
-0.42,1.7817491174799,1.64637933922026,1.91711889573954
-0.418,1.78226518887602,1.64707772511675,1.91745265263528
-0.417,1.78252328890319,1.64751854177974,1.91752803602664
-0.416,1.78278143182585,1.64796165259399,1.9176012110577
-0.414,1.78329784638578,1.64882818541431,1.91776750735726
-0.413,1.78355611803717,1.64923848192372,1.91787375415062
-0.411,1.78407279011805,1.65005940212196,1.91808617811414
-0.409,1.7845896339501,1.65088330779464,1.91829596010557
-0.408,1.78484812029046,1.65129649075114,1.91839974982978
-0.406,1.78536522185514,1.65211256535015,1.91861787836013
-0.402,1.78639994071805,1.65367343047359,1.91912645096251
-0.401,1.78665872791947,1.65400817298003,1.91930928285892
-0.399,1.78717643135462,1.65471393549384,1.9196389272154
-0.395,1.78821235455205,1.65618858018365,1.92023612892045
-0.393,1.78873057442748,1.65698699209636,1.9204741567586
-0.392,1.78898974895913,1.65738022923955,1.92059926867872
-0.39,1.78950822724571,1.65825501475194,1.92076143973948
-0.388,1.79002687787716,1.6591499312118,1.92090382454252
-0.383,1.79132425883643,1.66112925531148,1.92151926236137
-0.381,1.79184351312117,1.66187685141292,1.92181017482941
-0.38,1.79210320498497,1.66230219969933,1.9219042102706
-0.378,1.79262271819088,1.66321592527977,1.92202951110199
-0.375,1.79340231180192,1.66439569101093,1.92240893259291
-0.374,1.79366226271456,1.66476326007847,1.92256126535065
-0.372,1.79418229414585,1.66549922151568,1.92286536677602
-0.371,1.7944423746787,1.66586731241456,1.92301743694285
-0.369,1.79496266541433,1.66674727056668,1.92317806026198
-0.368,1.79522287563131,1.66718806198786,1.92325768927475
-0.363,1.79652457549202,1.66924990325243,1.92379924773162
-0.362,1.79678504526909,1.66956199104704,1.92400809949113
-0.36,1.79730611468501,1.67018684346852,1.9244253859015
-0.359,1.7975667143381,1.67050107405208,1.92463235462412
-0.357,1.7980880435701,1.67112975371631,1.92504633342388
-0.354,1.79887036233939,1.6722183347102,1.92552238996858
-0.353,1.79913122193664,1.67269627609623,1.92556616777706
-0.351,1.79965307118511,1.6736524857601,1.92565365661011
-0.35,1.79991406085056,1.67413204197253,1.92569607972859
-0.348,1.80043617029954,1.67508737070327,1.92578496989581
-0.342,1.80200354010424,1.67756197726634,1.92644510294214
-0.341,1.80226492035914,1.67793144155787,1.92659839916041
-0.339,1.80278781117956,1.67867055784104,1.92690506451807
-0.338,1.80304932175933,1.67904020985248,1.92705843366618
-0.335,1.80383411426261,1.6798875509838,1.92778067754141
-0.333,1.80435752663948,1.68035368571643,1.92836136756253
-0.332,1.80461929806176,1.68058680918605,1.92865178693746
-0.33,1.8051429714097,1.68105316836153,1.92923277445787
-0.329,1.80540487334967,1.68128640407928,1.92952334262005
-0.327,1.80592880779732,1.68175298780444,1.93010462779021
-0.325,1.80645291638295,1.68221972128874,1.93068611147716
-0.323,1.80697719916377,1.6826866045797,1.93126779374784
-0.321,1.80750165619701,1.68315363772482,1.93184967466921
-0.32,1.80776395007619,1.68338721050755,1.93214068964482
-0.318,1.80828866859544,1.68385446852307,1.9327228686678
-0.314,1.80933862887804,1.68478943452081,1.93388782323527
-0.313,1.80960122799966,1.685023269798,1.93417918620133
-0.311,1.81012655715425,1.68549105292732,1.93476206138117
-0.309,1.81065206090507,1.68595898619626,1.93534513561388
-0.308,1.81091487827199,1.68623444564194,1.93559531090204
-0.302,1.81249269980668,1.68880278185494,1.93618261775841
-0.301,1.81275582301829,1.68925309068142,1.93625855535516
-0.299,1.81328220061114,1.69018526355231,1.93637913766997
-0.297,1.81380875314469,1.69111780483154,1.93649970145785
-0.295,1.81433548067642,1.69195045263435,1.9367205087185
-0.293,1.81486238326382,1.69254441089152,1.93718035563612
-0.292,1.81512590022137,1.69284179430223,1.93741000614052
-0.29,1.81565306550012,1.69347152858009,1.93783460242016
-0.288,1.81618040597836,1.69410153487017,1.93825927708655
-0.287,1.81644414193527,1.69449517240752,1.93839311146301
-0.285,1.81697174532066,1.69534683026215,1.93859666037917
-0.283,1.81749952404947,1.6961988629204,1.93880018517853
-0.28,1.81829152103759,1.6974776149894,1.93910542708578
-0.278,1.81881973837699,1.69833293409576,1.93930654265822
-0.275,1.81961239355119,1.69961867036205,1.93960611674033
-0.274,1.81987669974879,1.70004743789963,1.93970596159794
-0.272,1.82040544389654,1.70090775485795,1.93990313293512
-0.271,1.82066988186112,1.70133865397189,1.94000110975034
-0.269,1.82119888960776,1.70220073626922,1.94019704294631
-0.268,1.82146345940426,1.70263191949007,1.94029499931845
-0.263,1.82278696790728,1.7044573194294,1.94111661638516
-0.262,1.82305180156254,1.70477906734602,1.94132453577907
-0.26,1.82358160088552,1.7054621999211,1.94170100184994
-0.259,1.82384656656769,1.70577650237128,1.94191663076409
-0.254,1.82517205547451,1.70736006118885,1.94298404976016
-0.253,1.82543728540569,1.70779946831607,1.94307510249532
-0.251,1.82596787747576,1.70864724223479,1.94328851271673
-0.25,1.82623323962912,1.70896695330317,1.94349952595506
-0.248,1.82676409620867,1.70960522039018,1.94392297202717
-0.247,1.82702959064936,1.70985211726203,1.94420706403668
-0.244,1.82782633866193,1.71055231375877,1.94510036356509
-0.242,1.82835772465153,1.7109128694126,1.94580257989046
-0.241,1.82862348386244,1.71117469080615,1.94607227691874
-0.239,1.82915513475273,1.71181762491133,1.94649264459412
-0.238,1.8294210264466,1.71213921815672,1.94670283473648
-0.235,1.8302189666102,1.71353876258727,1.94689917063314
-0.233,1.83075114769347,1.7144153276265,1.94708696776044
-0.232,1.83101730454914,1.7147348461672,1.94729976293108
-0.23,1.83154975092484,1.71537608729279,1.94772341455689
-0.229,1.83181604045939,1.71569803429243,1.94793404662635
-0.227,1.83234875225823,1.71634656278969,1.94835094172677
-0.221,1.83394795001575,1.71868447437857,1.94921142565293
-0.22,1.83421463797932,1.71911609609308,1.94931317986555
-0.218,1.83474814683245,1.71998191727312,1.94951437639178
-0.217,1.83501496773657,1.72033976460613,1.94969017086701
-0.214,1.83581569644647,1.72105435794856,1.95057703494438
-0.213,1.83608269470655,1.72129263089613,1.95087275851696
-0.211,1.83661682430557,1.72176928957614,1.95146435903499
-0.209,1.83715113139162,1.72237000628929,1.95193225649395
-0.208,1.8374183515105,1.72269387157716,1.95214283144384
-0.206,1.83795292493641,1.72328138774336,1.95262446212946
-0.202,1.83902260474494,1.72434927214823,1.95369593734165
-0.201,1.83929013577226,1.72461636013561,1.9539639114089
-0.199,1.83982533116819,1.72515067642845,1.95449998590792
-0.197,1.84036070440116,1.72568517986419,1.95503622893813
-0.195,1.84089625552958,1.7263949287916,1.95539758226755
-0.193,1.84143198461185,1.72713473758736,1.95572923163634
-0.192,1.84169991590395,1.72750602073071,1.95589381107718
-0.19,1.84223591202659,1.72824882521251,1.95622299884066
-0.188,1.84277208624921,1.72899243636573,1.95655173613269
-0.184,1.84384496922837,1.7303543213578,1.95733561709893
-0.181,1.8446500994103,1.73150881945912,1.95779137936148
-0.18,1.84491856530951,1.73183821931963,1.95799891129939
-0.178,1.84545563090968,1.73249233810538,1.95841892371398
-0.175,1.84626156392418,1.73350533979664,1.95901778805172
-0.174,1.84653029752211,1.73387148153342,1.9591891135108
-0.172,1.84706789865158,1.73461054016769,1.95952525713547
-0.171,1.84733676619777,1.73498084520231,1.95969268719324
-0.169,1.84787463528975,1.73572165452328,1.96002761605621
-0.168,1.84814363685018,1.7360922002275,1.96019507347286
-0.163,1.84948931509033,1.7383772240697,1.96060140611096
-0.162,1.84975858487731,1.73884239993292,1.9606747698217
-0.16,1.85029725864896,1.73977307390357,1.96082144339434
-0.157,1.85110560491077,1.74112987615033,1.96108133367121
-0.154,1.85191435407412,1.74250753054194,1.9613211776063
-0.153,1.85218402669654,1.74296695670628,1.96140109668681
-0.151,1.85272350633744,1.74380243547227,1.96164457720262
-0.15,1.85299331337064,1.7442155975851,1.96177102915617
-0.148,1.85353306189927,1.74504217163154,1.96202395216699
-0.144,1.85461309701158,1.74669631945374,1.96252987456942
-0.142,1.85515338371303,1.74752389348457,1.9627828739415
-0.141,1.85542359437585,1.74793780558573,1.96290938316597
-0.139,1.85596415036251,1.74871883463928,1.96320946608574
-0.138,1.85623449570108,1.74903194024808,1.96343705115409
-0.135,1.85704580118623,1.75007786390032,1.96401373847214
-0.133,1.85758689614123,1.75058901354975,1.9645847787327
-0.132,1.85785751103032,1.75089841997574,1.9648166020849
-0.13,1.85839887566858,1.75151742445769,1.96528032687947
-0.129,1.8586696254325,1.75182702253992,1.96551222832508
-0.127,1.85921125988682,1.75244641045254,1.9659761093211
-0.126,1.85948214459199,1.75275050328922,1.96621378589476
-0.121,1.86083724319326,1.75424772675785,1.96742675962867
-0.12,1.86110839798031,1.75454633268534,1.96767046327528
-0.118,1.86165084268033,1.75503998588091,1.96826169947975
-0.116,1.86219346759752,1.75562547344685,1.96876146174819
-0.114,1.86273627279104,1.75610364193988,1.9693689036422
-0.113,1.86300774300992,1.75632642932815,1.96968905669168
-0.111,1.8635508187289,1.75672452308474,1.97037711437305
-0.109,1.86409407487219,1.75713720811122,1.97105094163315
-0.108,1.86436577062145,1.75737170782109,1.97135983342182
-0.102,1.86599689307036,1.75878672646818,1.97320705967253
-0.101,1.86626890487321,1.75902215338563,1.97351565636079
-0.099,1.86681306402679,1.75949311754486,1.97413301050871
-0.097,1.8673574039603,1.75996422884151,1.97475057907909
-0.096,1.86762964173808,1.76018438926396,1.9750748942122
-0.095,1.8679019247331,1.76039230319724,1.97541154626896
-0.093,1.86844662640453,1.76090689303091,1.97598635977815
-0.092,1.86871904509579,1.76114265111098,1.9762954390806
-0.09,1.8692640182265,1.76161427775061,1.9769137587024
-0.088,1.86980917240433,1.76208605173458,1.97753229307408
-0.083,1.87117285032001,1.76303216307339,1.97931353756662
-0.081,1.8717186386308,1.76357989294218,1.97985738431942
-0.08,1.87199160077547,1.76378945660879,1.98019374494216
-0.078,1.87253766108057,1.76413027113948,1.98094505102165
-0.075,1.87335709168919,1.765074434112,1.98163974926639
-0.074,1.8736303259621,1.76542098657584,1.98183966534836
-0.072,1.87417693065762,1.76608372292843,1.98227013838681
-0.071,1.87445030109513,1.76635961176833,1.98254099042194
-0.069,1.87499717818691,1.7669115395926,1.98308281678121
-0.068,1.87527068485606,1.7671875785947,1.98335379111742
-0.062,1.87691267906641,1.76873157676942,1.98509378136339
-0.06,1.87746037415182,1.7690662557791,1.98585449252454
-0.059,1.87773428991846,1.76923604399243,1.9862325358445
-0.057,1.87828225793694,1.76957567856777,1.9869888373061
-0.054,1.8791045512896,1.7700852758459,1.9881238267333
-0.053,1.87937874012368,1.77025518039422,1.98850229985314
-0.051,1.87992725441144,1.77059679925307,1.9892577095698
-0.05,1.88020157988006,1.77076801465438,1.98963514510574
-0.048,1.88075036750417,1.77110669492308,1.99039404008525
-0.047,1.8810248296746,1.77130177706291,1.99074788228629
-0.045,1.88157389076961,1.77183820727862,1.99130957426061
-0.044,1.88184848970915,1.77210649539694,1.99159048402136
-0.042,1.88239782440969,1.77264424217475,1.99215140664463
-0.041,1.88267256018566,1.77291410667113,1.99243101370019
-0.039,1.88322216862642,1.77346748004068,1.99297685721215
-0.038,1.88349704130617,1.77374424335,1.99324983926234
-0.033,1.88487208959834,1.77565074803282,1.99409343116385
-0.032,1.88514723628788,1.77608515692247,1.9942093156533
-0.03,1.88569766675804,1.77685428814172,1.99454104537437
-0.029,1.88597295055365,1.7771401648181,1.99480573628921
-0.027,1.88652365530342,1.77771207948454,1.9953352311223
-0.026,1.88679907627257,1.77799811749494,1.99560003505021
-0.023,1.88762561364718,1.77879804769512,1.99645317959924
-0.021,1.88817686736125,1.77922449901981,1.99712923570268
-0.02,1.8884525628801,1.77931940546359,1.9975857202966
-0.018,1.88900409127899,1.77947882590155,1.99852935665642
-0.016,1.8895558028762,1.77963812290502,1.99947348284737
-0.014,1.89010769773185,1.77979130834059,2.0004240871231
-0.013,1.89038371390037,1.77986393923363,2.00090348856712
-0.011,1.89093588375641,1.78017719677956,2.00169457073327
-0.009,1.89148823702125,1.78056457991539,2.00241189412712
-0.008,1.89176448245077,1.78076278443587,2.00276618046567
-0.006,1.89231711094163,1.7812190034928,2.00341521839046
-0.002,1.89342291866137,1.78248335264091,2.00436248468184
-0.001,1.89369948537232,1.7827995717833,2.00459939896134
0.001,1.89425275658414,1.78343216835305,2.00507334481523
0.005,1.89535985037848,1.7843906627908,2.00632903796616
0.007,1.8959136730816,1.78485931716755,2.00696802899565
0.008,1.89619065341104,1.78530177227705,2.00707953454503
0.01,1.8967447520634,1.78594851146115,2.00754099266565
0.012,1.89729903475736,1.78646277219023,2.00813529732449
0.017,1.89868554707054,1.78774916881511,2.00962192532596
0.02,1.89951800715705,1.78837972193042,2.01065629238367
0.022,1.90007321096507,1.78869251392741,2.01145390800273
0.025,1.9009063624538,1.78916406577645,2.01264865913114
0.026,1.90118417185407,1.7893218181603,2.01304652554785
0.028,1.90173992905607,1.78963735578589,2.01384250232625
0.029,1.90201787687292,1.78979514102694,2.0142406127189
0.031,1.90257391097616,1.79011245225817,2.01503536969415
0.032,1.9028519972777,1.79027309201149,2.01543090254391
0.037,1.90424312158744,1.79107647040631,2.01740977276856
0.038,1.90452148506283,1.79123718201051,2.01780578811514
0.04,1.90507835068767,1.79177987459004,2.01837682678529
0.041,1.90535685285228,1.79206592396143,2.01864778174314
0.044,1.90619263684591,1.79292874995506,2.01945652373676
0.046,1.90675005750067,1.79359743338534,2.01990268161599
0.047,1.90702883724851,1.79381568767592,2.0202419868211
0.049,1.90758653562307,1.79436176574407,2.02081130550208
