"LC.MS.run","External.ID2","BarnID","focal_ID","hairDate","Testo_pg.mg","Prog_pg.mgSE","Cort_pg.mg","AEA.pg.mg","AG2.pg.mg","OEA.ng.mg","A.ng.mg","PEA.ng.mg","AGD","weight","tail","hairDateMIN30d","DOB","sex","Age","Season","closestPopCheck_hairSampling","Density","Females.at.hairSampling","closestDateHandling","weight.at.hair"
"3_812",387,"'0007B1205B","'0007B9AE6E",2018-06-27,0.52,3.22,34.34,32.5238095238095,47.2095238095238,3.57619047619048,4.37619047619048,5.05714285714286,"2.5","4.9","40",2018-05-28,17639,"F",70,"Spring",2018-05-09,311,228,NA,NA
"3_812",388,"'0007B0FE79","'0007B0FE79",2018-06-27,0.42,2.48,33.05,37.7428571428571,76,4.11904761904762,3.24285714285714,5.09047619047619,"3.2","7","52",2018-05-28,17638,"F",71,"Spring",2018-05-09,311,228,NA,NA
"3_812",389,"'0007B11E3E","'0007B11E3E",2018-06-27,0.63,3.63,58.75,43.1238095238095,72.4095238095238,4.36190476190476,4.21428571428571,5.88095238095238,"4.8","6","44",2018-05-28,17652,"M",57,"Spring",2018-05-09,311,228,NA,NA
"3_812",390,"'0007B12259","'0007B12259",2018-06-27,0.55,3.46,38.66,33.3047619047619,59.7761904761905,4.15714285714286,4.93333333333333,6.07619047619048,"2.9","5.9","44",2018-05-28,17639,"F",70,"Spring",2018-05-09,311,228,NA,NA
"3_812",391,"'0007B11CA9","'0007B11CA9",2018-06-27,0.46,3.54,55.94,40.4380952380952,49.8714285714286,3.76190476190476,4.4,6.06666666666667,NA,"19.7",NA,2018-05-28,NA,"M",NA,"Spring",2018-05-09,311,228,NA,NA
"3_812",392,"'0007B11D80","'0007B11D80",2018-06-27,1.01,3.35,38.23,34.5047619047619,44.847619047619,3.54761904761905,4.48571428571429,5.63809523809524,"2.8","5.9","44",2018-05-28,17639,"F",70,"Spring",2018-05-09,311,228,NA,NA
"3_812",393,"'0007B10B46","'0007B10B46",2018-06-27,1.03,3.95,43.85,25.8285714285714,27.6571428571429,3.81904761904762,5.75238095238095,5.97619047619048,"4.4","5.4","42",2018-05-28,17639,"M",70,"Spring",2018-05-09,311,228,NA,NA
"3_812",394,"'0007B122C2","'0007B122C2",2018-06-27,0.7,3,55.51,36.5238095238095,64.1904761904762,3.63809523809524,4.20952380952381,4.58571428571429,"4.5","6.2","46",2018-05-28,17645,"M",64,"Spring",2018-05-09,311,228,NA,NA
"3_812",395,"'0007B0D0CF","'0007B0D0CF",2018-06-27,0.6,3.28,42.98,38.347619047619,65.5285714285714,4.36190476190476,4.50952380952381,5.56666666666667,"2.2999999999999998","4.6","36",2018-05-28,17640,"F",69,"Spring",2018-05-09,311,228,NA,NA
"3_812",396,"'0007B12005","'0007B12005",2018-07-03,0.56,3.3,31.32,37.3761904761905,17.3904761904762,3.93333333333333,4.47619047619048,5.30952380952381,"2.8","6.3","42",2018-06-03,17482,"F",233,"Summer",2018-05-09,311,228,NA,NA
"3_812",397,"'0007B04B55","'0007B04B55",2018-07-03,0.59,2.89,34.56,37.7285714285714,50.5571428571429,4.51428571428571,2.7047619047619,5.04761904761905,"3.3","8","54",2018-06-03,17642,"F",73,"Summer",2018-05-09,311,228,NA,NA
"3_812",398,"'0007B0FE0C","'0007B0FE0C",2018-07-03,0.43,2.51,51.41,32.2285714285714,41.3238095238095,4.10952380952381,3.19523809523809,4.7047619047619,"2.2","5","35",2018-06-03,17643,"F",72,"Summer",2018-05-09,311,228,NA,NA
"3_812",399,"'0007B122C4","'0007B122C4",2018-07-03,0.77,5.51,49.25,40.7761904761905,43.9380952380952,4.59047619047619,4.86666666666667,6.22857142857143,"3.4","7","47",2018-06-03,17643,"F",72,"Summer",2018-05-09,311,228,NA,NA
"3_812",400,"'0007B04CCC","'0007B04CCC",2018-07-03,0.96,3.56,38.45,31.5190476190476,30.3714285714286,4.34285714285714,5.22857142857143,5.75714285714286,"3.8","8.7","56",2018-06-03,17478,"F",237,"Summer",2018-05-09,311,228,NA,NA
"3_812",401,"'0007B0FBD1","'0007B0FBD1",2018-07-03,1.25,2.57,40.18,41.8380952380952,24.0142857142857,4.01904761904762,3.88571428571429,5.38095238095238,"5.3","7.2","46",2018-06-03,17643,"M",72,"Summer",2018-05-09,311,228,NA,NA
"3_812",402,"'0007B12126","'0007B12126",2018-07-03,1.09,2.79,35.86,48.2190476190476,71.7761904761905,4.87142857142857,3.22380952380952,5.29047619047619,"4.8","5.2","42",2018-06-03,17651,"M",64,"Summer",2018-05-09,311,228,NA,NA
"3_812",403,"'0007B0D172","'0007B0D172",2018-07-03,0.58,2.83,38.66,43.1904761904762,60.3190476190476,4.23333333333333,3.25238095238095,4.80952380952381,"3.2","6.5","53",2018-06-03,17649,"F",66,"Summer",2018-05-09,311,228,NA,NA
"3_812",404,"'0007B0CDD8","'0007B0CDD8",2018-07-03,0.69,2.81,45.79,50.252380952381,121.038095238095,4.72380952380952,3.8,5.5047619047619,"3","5.9","44",2018-06-03,17653,"F",62,"Summer",2018-05-09,311,228,NA,NA
"3_812",405,"'0007B0FDEB","'0007B0FDEB",2018-07-03,0.57,3.13,39.31,42.5238095238095,82.2904761904762,4.22380952380952,4.09523809523809,5.99047619047619,"2.5","5.4","37",2018-06-03,17640,"F",75,"Summer",2018-05-09,311,228,NA,NA
"3_812",406,"'0007B1227C","'0007B1227C",2018-07-03,0.56,3.09,39.96,44.9190476190476,51.2761904761905,3.96190476190476,3.62857142857143,5.36190476190476,"3.3","6.5","48",2018-06-03,17646,"F",69,"Summer",2018-05-09,311,228,NA,NA
"3_812",407,"'0007B0FE24","'0007B0FE24",2018-07-03,0.44,3.41,44.06,36.5761904761905,30.9095238095238,2.96666666666667,3.02857142857143,4.20952380952381,"2.4","7.9","45",2018-06-03,17639,"F",76,"Summer",2018-05-09,311,228,NA,NA
"3_812",408,"'0007B047B8","'0007B047B8",2018-07-03,0.62,2.92,23.98,39.9952380952381,80.9238095238095,3.45714285714286,3.53809523809524,4.80952380952381,"3.1","6.9","47",2018-06-03,17645,"F",70,"Summer",2018-05-09,311,228,NA,NA
"3_812",409,"'0007B1015F","'0007B1015F",2018-07-03,3.11,2.96,32.62,40.4857142857143,46.652380952381,5.54285714285714,6.60952380952381,7.17619047619048,"5.3","7.1","49",2018-06-03,17645,"M",70,"Summer",2018-05-09,311,228,NA,NA
"3_812",410,"'0007B0D26F","'0007B0D26F",2018-07-03,1.35,2.68,34.78,52.2904761904762,72.4047619047619,5.20952380952381,6.31428571428571,7.0047619047619,"5.2","6.9","50",2018-06-03,17645,"M",70,"Summer",2018-05-09,311,228,NA,NA
"3_812",411,"'0007B0FC88","'0007B0FC88",2018-07-03,3.26,3,53.35,23.8,22.0190476190476,2.88095238095238,4.70952380952381,4.32380952380952,"4.5","6.1","43",2018-06-03,17634,"M",81,"Summer",2018-05-09,311,228,NA,NA
"3_812",412,"'A000132394","'A000132394",2018-07-03,0.65,3.24,50.76,36.1095238095238,59.1095238095238,3.66666666666667,3.1,4.36666666666667,"4","5","39",2018-06-03,17662,"M",53,"Summer",2018-05-09,311,228,NA,NA
"3_812",413,"'0007B11E00","'0007B11E00",2018-07-03,0.5,3.39,28.08,38.1285714285714,22.6047619047619,4.17142857142857,3.94761904761905,5.14285714285714,"2.4","4.1","36",2018-06-03,17633,"F",82,"Summer",2018-05-09,311,228,NA,NA
"3_812",414,"'0007B04D7D","'0007B04D7D",2018-07-03,0.54,3,30.24,44.0666666666667,24.1238095238095,4.09523809523809,4.07619047619048,5.44761904761905,"2.2","4.1","33",2018-06-03,17633,"F",82,"Summer",2018-05-09,311,228,NA,NA
"3_812",415,"'0007B11B69","'0007B11B69",2018-07-03,0.37,3,36.29,48.2142857142857,66.9619047619048,4.60952380952381,5.58571428571429,6.02380952380952,"2.8","5.2","39",2018-06-03,17651,"F",64,"Summer",2018-05-09,311,228,NA,NA
"3_812",416,"'0007B0CBEF","'0007B0CBEF",2018-07-03,0.57,14.97,37.8,42.9619047619048,27.0095238095238,3.96666666666667,4.27142857142857,5.38571428571429,"3","5.7","50",2018-06-03,17412,"F",303,"Summer",2018-05-09,311,228,NA,NA
"3_812",417,"'0007B11E13","'0007B11E13",2018-07-03,0.44,9.2,86.83,36.1380952380952,32.5904761904762,3.61904761904762,2.98571428571429,4.75238095238095,"2.7","3","33",2018-06-03,17388,"F",327,"Summer",2018-05-09,311,228,NA,NA
"3_812",418,"'0007B0FD8C","'0007B0FD8C",2018-07-03,0.36,7.78,33.91,44.4285714285714,57.0857142857143,3.12857142857143,2.89047619047619,4.36666666666667,"4","8","59",2018-06-03,17477,"F",238,"Summer",2018-05-09,311,228,NA,NA
"3_812",419,"'0007B11E86","'0007B11E86",2018-07-03,0.68,5.81,39.53,27.6,29.7047619047619,2.93333333333333,3.06190476190476,3.77142857142857,NA,"22.5",NA,2018-06-03,NA,"F",NA,"Summer",2018-05-09,311,228,NA,NA
"3_812",420,"'0007B12003","'0007B12003",2018-07-03,0.39,2.92,37.58,46.2428571428571,53.4142857142857,4.12857142857143,2.67619047619048,4.6047619047619,"2.8","6.2","45",2018-06-03,17636,"F",79,"Summer",2018-05-09,311,228,NA,NA
"3_812",421,"'0007B0CEE6","'0007B0CEE6",2018-07-03,0.67,7.78,52.92,36.0333333333333,40.247619047619,3.50952380952381,3.47142857142857,4.55714285714286,"2.7","3.1","31",2018-06-03,17388,"F",327,"Summer",2018-05-09,311,228,NA,NA
"3_812",422,"'0007B12290","'0007B12290",2018-07-03,0.78,3.43,36.94,32.1857142857143,45.7333333333333,5.01904761904762,6.92857142857143,7.68095238095238,"2.2","5.2","41",2018-06-03,17633,"F",82,"Summer",2018-05-09,311,228,NA,NA
"3_812",423,"'0007B0D1FA","'0007B0D1FA",2018-07-03,0.7,3.97,57.24,37.6761904761905,37.9904761904762,3.72857142857143,4.2047619047619,4.77142857142857,"2.8","4","39",2018-06-03,17387,"F",328,"Summer",2018-05-09,311,228,NA,NA
"3_812",424,"'0007B11B9A","'0007B11B9A",2018-07-03,0.65,3.84,51.84,NA,NA,NA,NA,NA,"3.4","7.4","48",2018-06-03,17645,"F",70,"Summer",2018-05-09,311,228,NA,NA
"3_812",425,"'0007B11BED","'0007B11BED",2018-07-03,0.52,3.26,42.12,31.9095238095238,37.4809523809524,3.51428571428571,4.51428571428571,5.04761904761905,"2.7","6.6","44",2018-06-03,17644,"F",71,"Summer",2018-05-09,311,228,NA,NA
"3_812",426,"'0007B049D7","'0007B049D7",2018-07-03,0.42,2.55,30.89,15.3,13.0761904761905,1.64285714285714,2.83333333333333,2.48571428571429,"2.7","4.9","41",2018-06-03,17660,"F",55,"Summer",2018-05-09,311,228,NA,NA
"3_812",427,"'0007B0D1E0","'0007B0D1E0",2018-07-03,0.71,6.05,57.67,34.3380952380952,28.9761904761905,3.41428571428571,4.94285714285714,4.72380952380952,"3.4","7.6","52",2018-06-03,17619,"F",96,"Summer",2018-05-09,311,228,NA,NA
"3_812",428,"'0007B0FE41","'0007B0FE41",2018-07-03,0.38,4.92,52.92,20.0095238095238,22.6857142857143,1.96666666666667,3.14761904761905,3.16190476190476,"3.2","7.7","51",2018-06-03,17646,"F",69,"Summer",2018-05-09,311,228,NA,NA
"3_812",429,"'0007B0FEE3","'0007B0FEE3",2018-07-03,0.63,6.24,51.41,25.0285714285714,18.7857142857143,1.93809523809524,3.22380952380952,3.07142857142857,"2.2","5.3","33",2018-06-03,17615,"F",100,"Summer",2018-05-09,311,228,NA,NA
"3_812",430,"'0007B11B4E","'0007B11B4E",2018-07-03,0.68,3.48,34.56,24.852380952381,34.0238095238095,2.28095238095238,3.6,3.54285714285714,"2.1","4.9","38",2018-06-03,17640,"F",75,"Summer",2018-05-09,311,228,NA,NA
"3_812",431,"'00079AA8DB","'00079AA8DB",2018-07-03,0.51,5.44,23.11,21.252380952381,33.2285714285714,2.00952380952381,3.30952380952381,3.04285714285714,"4","6.6","50",2018-06-03,17309,"F",406,"Summer",2018-05-09,311,228,NA,NA
"3_812",432,"'0007B045FE","'0007B045FE",2018-07-03,0.79,10.91,32.62,14.6619047619048,21.9952380952381,1.84285714285714,2.86190476190476,2.72380952380952,"2.7","5.5","45",2018-06-03,17572,"F",143,"Summer",2018-05-09,311,228,NA,NA
"3_812",433,"'0007B11F77","'0007B11F77",2018-07-03,0.5,7.04,46.01,25.047619047619,39.7571428571429,2.44761904761905,3.64285714285714,3.9952380952381,"2.6","5.4","39",2018-06-03,17644,"F",71,"Summer",2018-05-09,311,228,NA,NA
"3_812",434,"'0007B0CFAB","'0007B0CFAB",2018-07-03,0.91,4.23,40.18,NA,NA,NA,NA,NA,"1.8","3.3","31",2018-06-03,17644,"F",71,"Summer",2018-05-09,311,228,NA,NA
"3_812",435,"'0007B0FB7B","'0007B0FB7B",2018-07-03,0.62,3.09,54.86,42.3380952380952,44.4857142857143,4.1952380952381,3.53333333333333,5.16666666666667,"4.6","5.6","41",2018-06-03,17643,"F",72,"Summer",2018-05-09,311,228,NA,NA
"3_812",436,"'0007B0FB57","'0007B0FB57",2018-07-03,1.1,8.4,34.34,25.2047619047619,39.6952380952381,2.8,3.25714285714286,4.18571428571429,"3.8","6.5","43",2018-06-03,17467,"F",248,"Summer",2018-05-09,311,228,NA,NA
"3_812",437,"'0007B048F5","'0007B048F5",2018-07-03,0.69,3.63,60.48,38.2809523809524,34.2571428571429,3.22380952380952,3.17619047619048,4.4952380952381,"3.2","6.1","47",2018-06-03,17645,"F",70,"Summer",2018-05-09,311,228,NA,NA
"3_812",438,"'0007B12271","'0007B12271",2018-07-03,0.88,5.98,53.78,30.9428571428571,33.2190476190476,3.4,4.15238095238095,4.55238095238095,"2.8","7.6","46",2018-06-03,17639,"F",76,"Summer",2018-05-09,311,228,NA,NA
"3_812",439,"'0007B0D19B","'0007B0D19B",2018-07-03,0.87,4.23,36.5,33.7857142857143,31.5,3.31904761904762,3.87142857142857,4.90952380952381,"2.7","6.2","44",2018-06-03,17638,"F",77,"Summer",2018-05-09,311,228,NA,NA
"3_812",440,"'0007B11F3A","'0007B11F3A",2018-07-03,0.94,5.1,53.35,39.6380952380952,29.1809523809524,3.46190476190476,3.64285714285714,4.70952380952381,"3.9","10.1","60",2018-06-03,17633,"F",82,"Summer",2018-05-09,311,228,NA,NA
"3_812",441,"'0007B0D34F","'0007B0D34F",2018-07-03,0.67,3.65,53.78,29.9333333333333,34.2571428571429,4.07142857142857,4.54285714285714,5.18095238095238,"2","5.2","37",2018-06-03,17647,"F",68,"Summer",2018-05-09,311,228,NA,NA
"3_812",442,"'00079A964B","'00079A964B",2018-07-03,1.1,22.46,85.54,25.2142857142857,20.5571428571429,3.42857142857143,4.62857142857143,5.10476190476191,"3","5.7","36",2018-06-03,17298,"F",417,"Summer",2018-05-09,311,228,NA,NA
"3_812",443,"'0007B11EAE","'0007B11EAE",2018-07-03,0.78,3.82,30.24,34.952380952381,39.8428571428571,3.31428571428571,4.2,4.77619047619048,"2.8","5.6","44",2018-06-03,17641,"F",74,"Summer",2018-05-09,311,228,NA,NA
"3_812",444,"'000799CD8C","'000799CD8C",2018-07-03,0.6,3.11,35.42,40.1285714285714,56.8952380952381,4.51428571428571,4.5047619047619,5.7952380952381,NA,NA,NA,2018-06-03,17278,"F",437,"Summer",2018-05-09,311,228,NA,NA
"3_812",445,"'0007B0D125","'0007B0D125",2018-07-03,0.49,2.89,32.18,26.7761904761905,72.0380952380952,3.50952380952381,2.57142857142857,4.08571428571429,"3","6.7","48",2018-06-03,17646,"F",69,"Summer",2018-05-09,311,228,NA,NA
"3_812",446,"'0007B04894","'0007B04894",2018-07-03,0.79,4.62,33.91,24.8142857142857,36.4761904761905,3.2047619047619,3.76666666666667,4.41904761904762,"3","4.3","43",2018-06-03,17624,"F",91,"Summer",2018-05-09,311,228,NA,NA
"3_812",447,"'0007B11BF0","'0007B11BF0",2018-07-03,0.72,3.18,64.8,27.4047619047619,37.1714285714286,3.17619047619048,2.78095238095238,3.31904761904762,"3","7.8","50",2018-06-03,17646,"F",69,"Summer",2018-05-09,311,228,NA,NA
"3_812",448,"'0007B0FE51","'0007B0FE51",2018-07-03,1.01,3.56,33.7,27.1333333333333,18.9095238095238,3.24761904761905,3.78095238095238,4.4952380952381,"2.6","5.8","42",2018-06-03,17620,"F",95,"Summer",2018-05-09,311,228,NA,NA
"3_812",449,"'0007B1225E","'0007B1225E",2018-07-03,0.74,3.97,40.82,25.0142857142857,20.7571428571429,3.43333333333333,4.67619047619048,5.17142857142857,"3.2","6.4","44",2018-06-03,17627,"F",88,"Summer",2018-05-09,311,228,NA,NA
"3_812",450,"'0007B11F09","'0007B9ABC5",2018-07-03,0.67,3.76,28.73,NA,NA,NA,NA,NA,NA,"11.5",NA,2018-06-03,NA,"F",NA,"Summer",2018-05-09,311,228,NA,NA
"3_812",451,"'0007B11C0A","'0007B0FFDC",2018-07-03,0.92,4.13,33.91,20.6571428571429,14.0190476190476,2.73809523809524,3.04285714285714,4.22857142857143,"2.6","5.4","44",2018-06-03,17620,"F",95,"Summer",2018-05-09,311,228,NA,NA
"3_812",452,"'0007B11CC3","'0007B0CE56",2018-07-03,0.67,3.63,36.29,24.8142857142857,39.8571428571429,3.02857142857143,3.08571428571429,4.1047619047619,"2.6","5.2","39",2018-06-03,17627,"F",88,"Summer",2018-05-09,311,228,NA,NA
"3_812",453,"'0007B046D7","'0007B046D7",2018-07-03,0.66,3.18,46.22,30.3571428571429,18.8571428571429,3.56190476190476,4.7,5.22380952380952,"2.1","4.5","35",2018-06-03,17621,"F",94,"Summer",2018-05-09,311,228,NA,NA
"3_812",454,"'0007B0FD73","'0007B0FD73",2018-07-03,0.44,3.82,34.13,28.5761904761905,48.6857142857143,3.18571428571429,2.61904761904762,4.43809523809524,"2.9","4.7","40",2018-06-03,17619,"F",96,"Summer",2018-05-09,311,228,NA,NA
"3_812",455,"'0007B11F12","'0007B11F12",2018-07-03,0.6,3.15,32.4,20.7285714285714,31.2619047619048,2.58095238095238,1.79047619047619,2.97142857142857,"2.7","4.5","40",2018-06-03,17619,"F",96,"Summer",2018-05-09,311,228,NA,NA
"3_812",456,"'0007B0FBC5","'0007B0FBC5",2018-07-03,0.98,18.79,43.42,19.1761904761905,24,2.73333333333333,4.26190476190476,4.91428571428571,"2.9","5.3","41",2018-06-03,17473,"F",242,"Summer",2018-05-09,311,228,NA,NA
"3_812",457,"'0007B0D36D","'0007B11C10",2018-07-03,0.98,4.21,33.7,23.5095238095238,44.0809523809524,3.43333333333333,3.75714285714286,5.55714285714286,"2.4","4.5","37",2018-06-03,17621,"F",94,"Summer",2018-05-09,311,228,NA,NA
"3_812",458,"'0007B101CE","'0007B101CE",2018-07-03,0.84,3.3,69.98,21.5190476190476,23.0380952380952,2.91428571428571,2.90952380952381,4.00952380952381,"2.2999999999999998","4","37",2018-06-03,17621,"F",94,"Summer",2018-05-09,311,228,NA,NA
"3_812",459,"'0007B0FBD7","'0007B0FBD7",2018-07-03,0.49,4.71,31.54,29.3285714285714,46.6809523809524,3.23809523809524,3.23809523809524,4.32380952380952,"2.7","6.3","45",2018-06-03,17639,"F",76,"Summer",2018-05-09,311,228,NA,NA
"3_812",460,"'0007B04BC6","'0007B04BC6",2018-07-03,0.9,5.75,44.5,32.4809523809524,43.0904761904762,2.97619047619048,2.06190476190476,3.91428571428571,NA,"19.6",NA,2018-06-03,NA,"F",NA,"Summer",2018-05-09,311,228,NA,NA
"3_812",461,"'0007B0CF28","'0007B0CF28",2018-07-03,0.59,3.69,38.66,38.5714285714286,28.7333333333333,4.09523809523809,3.79047619047619,5.28095238095238,NA,"19.1",NA,2018-06-03,NA,"F",NA,"Summer",2018-05-09,311,228,NA,NA
"3_812",462,"'0007B10326","'0007B10326",2018-07-03,0.87,5.66,34.78,22.9761904761905,23.5952380952381,2.66666666666667,2.34285714285714,3.73333333333333,"2.2999999999999998","3.8","36",2018-06-03,17473,"F",242,"Summer",2018-05-09,311,228,NA,NA
"3_812",463,"'0007B0FDC9","'0007B0FDC9",2018-07-03,1.4,3.3,81.22,45.9571428571429,61.352380952381,3.52380952380952,4.22380952380952,4.3952380952381,"4.9","6.6","45",2018-06-03,17671,"M",44,"Summer",2018-05-09,311,228,NA,NA
"3_812",464,"'0007B0D1C5","'0007B0D1C5",2018-07-03,0.84,3.13,43.63,31.2380952380952,28.0095238095238,3.49523809523809,3.31428571428571,4.42857142857143,"4.8","5.2","40",2018-06-03,17647,"M",68,"Summer",2018-05-09,311,228,NA,NA
"3_812",465,"'0007B0FE5C","'0007B0FE5C",2018-07-03,1.05,2.72,33.48,36.8809523809524,26.247619047619,3.81904761904762,3.34761904761905,4.48095238095238,NA,"23.5",NA,2018-06-03,NA,"M",NA,"Summer",2018-05-09,311,228,NA,NA
"3_812",466,"'0007B11F24","'0007B11F24",2018-07-03,0.55,3.39,30.24,34.8238095238095,31.947619047619,3.49523809523809,3.74285714285714,4.70952380952381,"1.9","4.1","35",2018-06-03,17633,"F",82,"Summer",2018-05-09,311,228,NA,NA
"3_812",467,"'0007B0FFEA","'0007B0FFEA",2018-07-03,0.66,14.75,48.82,18.5666666666667,19.452380952381,2.5,2.33333333333333,3.62380952380952,NA,NA,NA,2018-06-03,NA,NA,NA,"Summer",2018-05-09,311,228,NA,NA
"3_812",468,"'0007B04C5B","'0007B11F18",2018-07-03,0.38,5.14,35.21,30.4904761904762,22,2.84285714285714,3.2,3.95238095238095,"2.2","4.6","33",2018-06-03,17634,"F",81,"Summer",2018-05-09,311,228,NA,NA
"3_812",469,"'0007B0D31F","'0007B0D31F",2018-07-03,0.77,2.42,61.78,41.2,54.1714285714286,4.19047619047619,4.05714285714286,5,"5.3","6.8","44",2018-06-03,17651,"M",64,"Summer",2018-05-09,311,228,NA,NA
"3_812",470,"'0007B101D7","'0007B101D7",2018-07-03,0.51,2.4,56.38,34.8619047619048,32.8619047619048,3.89047619047619,2.7047619047619,4.41904761904762,"1.8","3.2","27",2018-06-03,17640,"F",75,"Summer",2018-05-09,311,228,NA,NA
"3_812",471,"'0007B0D081","'0007B0D081",2018-07-03,2.2,2.59,55.08,51.0380952380952,29.5904761904762,4.23333333333333,4.05714285714286,5.27142857142857,"5.1","6.5","47",2018-06-03,17645,"M",70,"Summer",2018-05-09,311,228,NA,NA
"3_812",472,"'0007B04B8A","'0007B04B8A",2018-07-03,1.65,2.85,47.95,42.9857142857143,66.5952380952381,4.6,5.1,5.08095238095238,NA,NA,NA,2018-06-03,NA,NA,NA,"Summer",2018-05-09,311,228,NA,NA
"3_812",473,"'P000131957","'P000131957",2018-07-03,1.4,4.26,40.61,25.5095238095238,26.7714285714286,3.12857142857143,6.47142857142857,4.68095238095238,"5.1","7","43",2018-06-03,17669,"M",46,"Summer",2018-05-09,311,228,NA,NA
"3_812",474,"'0007B11BF1","'0007B11BF1",2018-07-03,1.04,3.07,44.93,37.547619047619,56.7809523809524,4.49047619047619,5.15714285714286,4.89047619047619,NA,NA,NA,2018-06-03,NA,NA,NA,"Summer",2018-05-09,311,228,NA,NA
"3_812",475,"'0007B0FC4F","'0007B0FC4F",2018-07-03,2.57,3.65,46.01,31.1142857142857,12.8809523809524,4.24285714285714,6.13333333333333,5.41428571428571,"4.4","6.4","41",2018-06-03,17644,"M",71,"Summer",2018-05-09,311,228,NA,NA
"3_812",476,"'0007B0197D","'0007B0197D",2018-07-03,0.78,16.96,42.98,21,22.0190476190476,2.55238095238095,4.11428571428571,3.95238095238095,"2.7","5.2","41",2018-06-03,17284,"F",431,"Summer",2018-05-09,311,228,NA,NA
"3_812",477,"'0007B1221E","'0007B1221E",2018-07-03,0.63,2.83,42.34,37.6428571428571,48.3571428571429,3.27142857142857,4.3952380952381,4.65238095238095,"2.6","6.7","43",2018-06-03,17660,"F",55,"Summer",2018-05-09,311,228,NA,NA
"3_812",478,"'0007B11EFD","'0007B11EFD",2018-07-03,0.56,2.98,23.54,31.4333333333333,33.8333333333333,3.13333333333333,3.04285714285714,3.80952380952381,"3.9","5.2","40",2018-06-03,17662,"M",53,"Summer",2018-05-09,311,228,NA,NA
"3_812",479,"'0007B12120","'0007B12120",2018-07-03,1.54,2.57,41.47,29.3047619047619,33.147619047619,3.33809523809524,2.24761904761905,3.61428571428571,"5.2","8","53",2018-06-03,17642,"M",73,"Summer",2018-05-09,311,228,NA,NA
"3_812",480,"'0007B0D09E","'0007B0D09E",2018-07-03,2.35,2.81,29.59,35.5380952380952,43.0380952380952,3.27142857142857,4.08571428571429,4.35714285714286,"3.9","4.3","34",2018-06-03,17633,"M",82,"Summer",2018-05-09,311,228,NA,NA
"3_812",481,"'0007B11CCA","'0007B11CCA",2018-07-03,0.57,4.3,50.76,38.2285714285714,42.9952380952381,3.04285714285714,2.47142857142857,3.75714285714286,"3.5","7.8","54",2018-06-03,17644,"F",71,"Summer",2018-05-09,311,228,NA,NA
"3_812",482,"'0007B04DF5","'0007B04DF5",2018-07-03,0.56,3.33,43.85,31.9190476190476,35.5238095238095,4.18571428571429,4.38571428571429,5.05238095238095,"3.7","7.6","50",2018-06-03,17625,"F",90,"Summer",2018-05-09,311,228,NA,NA
"3_812",483,"'0007B102A4","'0007B102A4",2018-07-03,3.72,3.89,50.54,33.9333333333333,20.3047619047619,3.86190476190476,5.98571428571429,5.97142857142857,"4.6","6.1","43",2018-06-03,17632,"M",83,"Summer",2018-05-09,311,228,NA,NA
"3_812",484,"'0007B1218C","'0007B1218C",2018-07-03,5.98,3.84,49.46,29.1619047619048,19.9809523809524,4.05714285714286,5.10476190476191,4.92380952380952,"6.1","8","59",2018-06-03,17623,"M",92,"Summer",2018-05-09,311,228,NA,NA
"3_812",485,"'0007B1215C","'0007B1215C",2018-07-03,3.78,3.18,40.61,32.1095238095238,25.5809523809524,3.06666666666667,4.36666666666667,4.33809523809524,"6.2","7.7","58",2018-06-03,17623,"M",92,"Summer",2018-05-09,311,228,NA,NA
"3_812",486,"'0007B11EAB","'0007B11EAB",2018-07-03,1.61,3.69,50.98,30.7,27.2047619047619,2.26190476190476,2.26190476190476,3.01904761904762,"4","5.7","39",2018-06-03,17620,"M",95,"Summer",2018-05-09,311,228,NA,NA
"3_812",487,"'0007B1201B","'0007B1201B",2018-07-03,0.4,3.33,47.09,21.4761904761905,29.0571428571429,2.6047619047619,2.20952380952381,3.50952380952381,"2.6","6.2","47",2018-06-03,17635,"F",80,"Summer",2018-05-09,311,228,NA,NA
"3_812",488,"'0007B12051","'0007B12051",2018-07-03,1.54,2.96,45.36,48.6952380952381,31.247619047619,3.57619047619048,3.27142857142857,3.85714285714286,"3.8","4","34",2018-06-03,17636,"M",79,"Summer",2018-05-09,311,228,NA,NA
"3_812",489,"'0007B1206B","'0007B1206B",2018-07-03,0.38,4.92,61.13,23.0952380952381,29.8952380952381,3.1047619047619,4.2952380952381,4.48095238095238,"1.9","3.6","34",2018-06-03,17618,"F",97,"Summer",2018-05-09,311,228,NA,NA
"3_812",490,"'0007B0CDAB","'0007B0CDAB",2018-07-03,3.33,3.02,34.13,38.252380952381,43.6095238095238,3.54761904761905,6.18571428571429,5.41428571428571,"4.5","5.1","40",2018-06-03,17647,"M",68,"Summer",2018-05-09,311,228,NA,NA
"3_812",491,"'0007B101ED","'0007B101ED",2018-07-03,0.51,2.64,37.58,31.1095238095238,14.4142857142857,2.92857142857143,3.72857142857143,3.78571428571429,"3.6","8.5","56",2018-06-03,17622,"F",93,"Summer",2018-05-09,311,228,NA,NA
"3_812",492,"'0007B0FF14","'0007B0FF14",2018-07-03,1.27,2.98,58.54,36.0619047619048,51.4523809523809,3.13333333333333,2.23809523809524,3.09523809523809,"4.5","5","40",2018-06-03,17644,"M",71,"Summer",2018-05-09,311,228,NA,NA
