"LC.MS.run","External.ID2","BarnID","focal_ID","hairDate","Testo_pg.mg","Prog_pg.mgSE","Cort_pg.mg","AEA.pg.mg","AG2.pg.mg","OEA.ng.mg","A.ng.mg","PEA.ng.mg","AGD","weight","tail","hairDateMIN30d","DOB","sex","Age","Season","closestPopCheck_hairSampling","Density","Females.at.hairSampling","closestDateHandling","weight.at.hair"
"7_1128",1241,"'0007BADB78","'0007BADB78",2020-06-12,0.45,2.12,46.58,65.35,23.53,3.58,2.8,3.47,"5.7","7.1","46",2020-05-13,18383,"M",42,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1242,"'0007BAD9AC","'0007BAD9AC",2020-06-12,0.32,2.2,21.5,37.5,11.57,3.02,1.54,2.47,"6.5","9.5","55",2020-05-13,18372,"M",53,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1243,"'0007BAC440","'0007BAC440",2020-06-12,0.3,2.74,31.64,55.41,12.12,3.84,2.11,3.63,"5.5","8.7","48",2020-05-13,18375,"M",50,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1244,"'0007BAC085","'0007BAC085",2020-06-12,0.24,2.82,34.71,61.73,14.68,4.54,4.74,4.68,"5.5","7.9","45",2020-05-13,18375,"M",50,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1245,"'0007B82C48","'0007B82C48",2020-06-12,0.61,2.94,22.12,52.35,15.52,4.48,3.89,4.76,"2.5","3.9","35",2020-05-13,18318,"F",107,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1246,"'0007BADB84","'0007BADB84",2020-06-12,0.29,2.33,30.43,85.97,27.47,5.21,4.5,5.04,"5.7","7.6","49",2020-05-13,18375,"M",50,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1247,"'0007BAB15D","'0007BAB15D",2020-06-12,0.79,10.4,48.46,20.65,1.75,2.14,3.87,3.74,"3.6","7.3","51",2020-05-13,18122,"F",303,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1248,"'0007BA9535","'0007BA9535",2020-06-12,0.31,3.34,21.6,55.29,16.25,4.06,3.04,3.96,"2.2","4.4","38",2020-05-13,18360,"F",65,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1249,"'0007B8F1D9","'0007B8F1D9",2020-06-12,2.45,3.55,34.92,18.39,3.93,3.33,4.85,4.69,"5.2","7","51",2020-05-13,18320,"M",105,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1250,"'0007BAC513","'0007BAC513",2020-06-12,0.16,2.72,39.93,78.32,14.29,5.24,6.02,6.38,"3","5.5","38",2020-05-13,18332,"F",93,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1251,"'0007BAD8D2","'0007BAD8D2",2020-06-12,0.85,3.79,51.26,42.04,12.05,3.38,6.48,5.26,NA,"19.7",NA,2020-05-13,NA,"F",NA,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1252,"'0007B82EF9","'0007B82EF9",2020-06-12,0.35,4.49,50.84,37.12,13.24,3.08,2.69,3.62,"2.6","4.1","35",2020-05-13,18298,"F",127,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1253,"'0007BADAA3","'0007BADAA3",2020-06-12,0.67,1.98,35.85,38.58,7.32,3.12,4.22,4.39,"3","5.7","41",2020-05-13,18324,"F",101,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1254,"'0007BC3F85","'0007BC3F85",2020-06-12,1.38,4.45,60.48,60.2,8.28,4.17,5.01,5.5,"4","4.8","39",2020-05-13,18335,"M",90,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1255,"'0007B9ACE3","'0007B9ACE3",2020-06-12,0.89,2.12,34.38,49.47,18.58,3.11,2.66,3.8,"3.2","6","46",2020-05-13,18360,"F",65,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1256,"'0007BADD71","'0007BADD71",2020-06-12,1.97,2.87,72.99,31.21,10.51,3.6,5.88,5.53,"3.2","5.4","36",2020-05-13,18364,"M",61,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1257,"'0007BAE0DF","'0007BAE0DF",2020-06-12,0.5,3.18,33.1,45.91,17.92,3.61,3.99,4.45,"4.7","6.4","47",2020-05-13,18375,"M",50,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1258,"'0007BAD67E","'0007BAD67E",2020-06-12,1.56,4.85,40.63,52.7,6.23,3.96,4.87,5.3,"2.5","5.5","40",2020-05-13,18332,"F",93,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1259,"'0007BAD68F","'0007BAD68F",2020-06-12,0.23,2.97,15.81,51.48,15.9,3.55,2.34,3.24,NA,"21.3",NA,2020-05-13,NA,"F",NA,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1260,"'0007BADAF8","'0007BADAF8",2020-06-12,1.64,3.55,35.6,41.17,6.64,3.55,2.45,3.45,"3.6","5.8","36",2020-05-13,18352,"M",73,"Spring",2020-06-12,506,322,NA,NA
"7_1128",1261,"'0007B9B295","'0007B9B295",2020-08-07,0.36,3.57,38.41,34.81,6.49,4.14,2.57,3.77,NA,"18.1",NA,2020-07-08,NA,"F",NA,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1262,"'0007B82BFE","'0007B82BFE",2020-08-07,0.35,9.71,34.15,30.33,7.31,3.28,2.87,3.7,"3","6.2","41",2020-07-08,18223,"F",258,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1263,"'0007BA9859","'0007BA9859",2020-08-07,1.38,12.06,63.02,31.42,11.3,2.68,5.71,3.53,"3.6","6.4","45",2020-07-08,18045,"F",436,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1264,"'0007BAD85C","'0007BAD85C",2020-08-07,NA,4.46,55.23,52.74,14.51,4.53,5.05,4.91,NA,"18",NA,2020-07-08,NA,"F",NA,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1265,"'0007AFE8BF","'0007AFE8BF",2020-08-07,1.24,19.08,53.89,16.63,2.59,2.86,5.57,4.46,"3.5","6.2","48",2020-07-08,NA,"F",NA,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1266,"'0007BAD81E","'0007BAD81E",2020-08-07,1.27,6.96,48.11,34.38,4.17,3.47,4.41,4.52,"3","6.6","43",2020-07-08,18171,"F",310,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1267,"'0007BAE423","'0007BAE423",2020-08-07,0.61,8.32,37.89,47.08,9.95,4.31,4.32,4.84,"3.2","5.3","37",2020-07-08,18111,"F",370,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1268,"'0007BAE196","'0007BAE196",2020-08-07,0.26,5.5,25.34,46.86,17.78,3.07,2.88,3.27,"2.8","5.3","38",2020-07-08,18294,"F",187,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1269,"'0007B84FCA","'0007B84FCA",2020-08-07,NA,7.34,31.48,45.82,13.16,3.64,4.44,4.79,"2.7","5","39",2020-07-08,18312,"F",169,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1270,"'0007BA967E","'0007BA967E",2020-08-07,0.74,3.1,53.25,36.05,5.2,2.67,2.71,3.14,"3.1","6.8","49",2020-07-08,18007,"F",474,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1271,"'0007BA9CF9","'0007BA9CF9",2020-08-07,0.59,13.1,31.51,38.15,5.42,3.99,3.71,4.58,"2.3","5.3","33",2020-07-08,18294,"F",187,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1272,"'0007BAF1E3","'0007BAF1E3",2020-08-07,0.79,18.04,49.12,43.32,9.33,3.37,4.66,4.9,"3.4","8.5","51",2020-07-08,17995,"M",486,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1273,"'0007B9ADE0","'0007B9ADE0",2020-08-07,0.74,36.86,77.32,35.29,10.61,2.81,4.2,3.85,"2.8","3.6","40",2020-07-08,17977,"F",504,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1274,"'0007BAD69F","'0007BAD69F",2020-08-07,NA,19.52,64.46,45.86,9.8,4.07,6.29,5.84,"2.9","5.5","43",2020-07-08,18314,"F",167,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1275,"'0007BA9DFC","'0007BA9DFC",2020-08-07,1.11,13.69,44.07,39.44,3.45,3.44,6.2,4.59,"2.6","4.1","37",2020-07-08,18105,"F",376,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1276,"'0007B839A2","'0007B839A2",2020-08-07,0.34,6.08,42.46,35.13,9.6,3.26,3.94,3.86,"2.5","4.3","37",2020-07-08,18318,"F",163,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1277,"'0007B82C48","'0007B82C48",2020-08-07,0.68,3.93,24.29,30.57,9.56,3.68,4.43,4.27,"2.5","3.9","35",2020-07-08,18318,"F",163,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1278,"'0007B9B650","'0007B9B650",2020-08-07,0.92,41.51,74.13,48.6,7.47,3.82,6.36,5.82,"4","8.1","54",2020-07-08,18122,"F",359,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1279,"'0007B82CC1","'0007B82CC1",2020-08-07,NA,4.97,27.68,50.58,16.48,4.64,4.58,4.56,"3.7","8.9","53",2020-07-08,18372,"F",109,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1280,"'0007B82C48","'0007B82C48",2020-08-07,NA,4.54,29.03,43.59,12.79,4.89,5.29,5.61,"2.5","3.9","35",2020-07-08,18318,"F",163,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1281,"'0007BAE31A","'0007BAE31A",2020-08-07,0.6,16.52,58.73,23.28,10.01,3.37,4.91,4.48,"3.3","6.4","43",2020-07-08,18050,"F",431,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1282,"'08.2A","'P000139831",2020-08-07,NA,1.67,24.52,65.19,23.59,3.61,2.7,3.46,"3.2","6.7","48",2020-07-08,18430,"F",51,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1283,"'08.3A","'P000139836",2020-08-07,NA,2.48,80.87,26.08,10.06,2.3,2.42,2.76,"5","5.9","45",2020-07-08,18430,"M",51,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1284,"'0007BAE408","'0007BAE408",2020-08-07,0.7,25.15,60.59,27.96,6.28,2.38,2.22,2.7,"2.7","6.8","42",2020-07-08,18190,"F",291,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1285,"'0007BADA6F","'0007BADA6F",2020-08-07,NA,2.86,33.47,44.83,7.79,3.22,2.68,3.46,"3.1","8.1","42.0",2020-07-08,18369,"F",112,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1286,"'0007B8299C","'0007B8299C",2020-08-07,0.94,24.52,63.06,41.29,7.77,3.03,3.88,4.04,"2.2","5.1","37",2020-07-08,18019,"F",462,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1287,"'0007BAE4D0","'0007BAE4D0",2020-08-07,0.62,26.58,53.31,36.17,3.79,4.06,5.83,4.91,"3","6.9","44",2020-07-08,18188,NA,293,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1288,"'0007BADEAD","'0007BADEAD",2020-08-07,0.33,2.87,26.4,27.79,5.09,3.22,4.32,3.92,"3.5","6.7","46",2020-07-08,18331,"F",150,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1289,"'0007BA94A9","'0007BAD854",2020-08-07,1.08,13.77,48.8,40.77,9.65,3.41,3.48,3.85,"2.6","4.3","40",2020-07-08,18104,"F",377,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1290,"'0007B83512","'0007B83512",2020-08-07,0.89,18.84,52.37,27.75,7.83,2.88,3.68,3.62,"3","5.3","40",2020-07-08,18324,"F",157,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1291,"'0007B8EC16","'0007B9EC16",2020-08-07,NA,NA,NA,NA,NA,NA,NA,NA,"3.1","5.7","41",2020-07-08,18321,"F",160,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1292,"'0007B9B2EF","'0007B9B2EF",2020-08-07,0.51,6.56,34.65,25.11,6.77,2.98,2.94,3.39,"2.9","7.6","44.0",2020-07-08,18368,"F",113,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1293,"'0007BAD67E","'0007BAD67E",2020-08-07,0.57,15.44,29.1,35.36,7.42,3.23,3.13,3.54,"2.5","5.5","40",2020-07-08,18332,"F",149,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1294,"'0007BA9B43","'0007BA9B43",2020-08-07,1,29.93,71.63,33.03,6.38,3.08,3.51,3.46,NA,"22.6",NA,2020-07-08,NA,"F",NA,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1295,"'0007BAD8A4","'0007BAD8A4",2020-08-07,NA,6.45,42.77,46.34,11.94,3.49,2.97,3.97,"3","5.6","45",2020-07-08,18331,"F",150,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1296,"'0007BADCC3","'0007BADCC3",2020-08-07,0.64,6.57,48.12,48.67,6.79,3.99,6.33,5.49,"2.5","4.8","32",2020-07-08,18296,"F",185,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1297,"'0007BAC639","'0007BAC639",2020-08-07,1.07,28.29,34.09,42.54,11.47,3.5,5.76,5.82,"2.8","6","46",2020-07-08,18101,"F",380,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1298,"'0007BAB321","'0007BAB321",2020-08-07,0.67,31.05,50.16,41.45,9.87,4.53,7.62,6.55,"3.7","6.1","50",2020-07-08,18011,"F",470,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1299,"'0007BAE5B8","'0007BAE5B8",2020-08-07,0.35,2.41,28.88,30.61,12.15,4.24,3.58,4.4,"2.5","4.6","37",2020-07-08,18325,"F",156,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1300,"'0007BAE0E4","'0007BAE0E4",2020-08-07,0.52,6.16,24.64,34.14,7.9,5.06,5.85,4.47,"2.5","4.7","37",2020-07-08,18354,"F",127,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1301,"'0007B832E6","'0007B832E6",2020-08-07,0.32,16.32,60.56,41.83,13.58,2.64,3.73,3.74,"3","5.8","41",2020-07-08,18009,"F",472,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1302,"'0007B95BFC","'0007B95BFC",2020-08-07,0.95,12.71,57.17,23.77,7,3.15,3.49,3.88,"2.4","4.7","38",2020-07-08,18190,"F",291,"Summer",2020-06-12,506,322,NA,NA
"7_1128",1303,"'0007B8D0DE","'0007B8D0DE",2020-12-02,0.77,5.54,40,52.7,15.91,3.91,5.26,6.3,"4.2","6.4","39",2020-11-02,18462,"M",136,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1304,"'0007BAE3AB","'0007BAE3AB",2020-12-02,2.53,3.24,65.92,36.94,12.48,2.72,3.19,4.01,"3.2","5.2","41",2020-11-02,18359,"M",239,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1305,"'0007BA944C","'0007BA944C",2020-12-02,NA,8.22,47.91,45.54,14.82,3.07,4.8,4.61,"2.2","4.6","31",2020-11-02,18296,"F",302,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1306,"'0007BADAA3","'0007BADAA3",2020-12-02,NA,4.49,57.93,45.89,15.15,3.75,5.23,5.89,"3","5.7","41",2020-11-02,18324,"F",274,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1307,"'0007BADA20","'0007BADA20",2020-12-02,0.84,8.02,74.35,45.03,8.99,3.13,3.84,4.69,"4.7","6.1","47",2020-11-02,18382,"M",216,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1308,"'0007BAB35E","'0007BAB35E",2020-12-02,NA,NA,41,38.57,13.48,3.54,4.95,5.61,"3","7.3","54",2020-11-02,18465,"F",133,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1309,"'0007BAF5CB","'0007BAF5CB",2020-12-02,0.85,11.24,39,20.61,4.84,2.42,5.01,4.09,"3.5","6.8","54",2020-11-02,18096,"F",502,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1310,"'0007BAB4FE","'0007BAB4FE",2020-12-02,0.19,3.32,32.9,55.35,22.58,3.23,5.73,4.58,"4","5.5","38",2020-11-02,18508,"M",90,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1311,"'0007BAD844","'0007BAD844",2020-12-02,0.02,3.33,33.61,47.29,19.66,3.61,4.27,4.64,"3.9","4.9","37",2020-11-02,18508,"M",90,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1312,"'0007BAF3FB","'0007BAF3FB",2020-12-02,4.04,6.29,73.29,41.09,15.63,3.99,5.57,5.23,"3.7","5.9","40",2020-11-02,18303,"M",295,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1313,"'0007AFEAF8","'0007AFEAF8",2020-12-02,0.65,8.5,46.68,51.51,16.01,4.83,9.33,8.03,"5.6","8.2","47",2020-11-02,18449,"M",149,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1314,"'0007BAF032","'0007BAF032",2020-12-02,NA,19.81,41.41,25.8,13.45,2.7,4.84,3.92,"3.1","6.5","43",2020-11-02,18292,"F",306,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1315,"'0007B8347F","'0007B8347F",2020-12-02,1.96,4.34,53.86,34.69,4.87,3.31,4.66,4.59,"6.5",NA,"52",2020-11-02,18374,"M",224,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1316,"'0007B9ABE5","'0007B9ABE5",2020-12-02,NA,6.9,41.6,36.73,8.56,3.42,5.48,4.8,"4.4",NA,"55",2020-11-02,18374,"F",224,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1317,"'0007B839BE","'0007B839BE",2020-12-02,0.95,16.9,62.28,37.63,7.15,3.51,5.83,4.78,"3.1","5.7","43",2020-11-02,18388,"F",210,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1318,"'0007BAC478","'0007BAC478",2020-12-02,NA,6.04,49.72,40.93,16.93,3.06,3.78,4.03,"2.2","6.3","38",2020-11-02,18384,"F",214,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1319,"'0007BAE3D9","'0007BAE3D9",2020-12-02,1.39,5,64.21,31.3,7.83,3.27,4.62,4.32,"4","5.3","35",2020-11-02,18376,"M",222,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1320,"'0007AFEA06","'0007AFEA06",2020-12-02,0.37,NA,35.47,35.83,11.75,3.1,4.88,4.34,"3.4","6.6","45",2020-11-02,18506,"F",92,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1321,"'0007BAEF27","'0007BAEF27",2020-12-02,0.81,6.27,55.62,32.01,10.81,2.97,5.83,4.38,"3.3","7","47",2020-11-02,18298,"F",300,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1322,"'0007B83314","'0007B83314",2020-12-02,NA,32.99,57.39,23.78,3.33,2.88,6.34,4.29,"2.7","5.3","36",2020-11-02,18294,"F",304,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1323,"'0007BA9E02","'0007BA9E02",2020-12-02,NA,9.38,48.62,25.89,4.82,3.18,7.26,4.94,"2.9","6.8","40",2020-11-02,18290,"F",308,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1324,"'0007B9B10C","'0007B9B10C",2020-12-02,NA,9.85,36.12,39.93,8.9,3.59,5.25,5.67,"3.6","5.6","40.5",2020-11-02,18413,"F",185,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1325,"'0007B83667","'0007B83667",2020-12-02,2.26,4.29,83.36,56.11,7.9,4.81,5.96,6.09,"5.3","6.8","43",2020-11-02,18388,"M",210,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1326,"'00079DE31F","'00079DE31F",2020-12-02,NA,12.64,48.51,71.3,13.35,5.52,8.54,9.05,"3","5.8","44",2020-11-02,18430,"F",168,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1327,"'0007BAB321","'0007BAB321",2020-12-02,0.55,35.89,42.97,28.85,3.8,3.3,7.62,5.82,"3.7","6.1","50",2020-11-02,18011,"F",587,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1328,"'0007BAB4DC","'0007BAB4DC",2020-12-02,0.8,8.69,66.51,38.61,9.87,3.41,5.25,5.1,"3.2","7.5","51",2020-11-02,18484,NA,114,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1329,"'0007BAB69A","'0007BAB69A",2020-12-02,0.26,6.76,31.66,NA,NA,NA,NA,NA,"2.6","4.9","37",2020-11-02,18481,"F",117,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1330,"'0007BAB4F5","'0007BAB4F5",2020-12-02,NA,6.28,50.8,63.71,21.44,3.76,4.84,6.04,"2.4","6.6","40",2020-11-02,18462,"F",136,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1331,"'0007B8D2DF","'0007B8D2DF",2020-12-02,0.52,5.43,48.89,59.73,18.43,4.14,7.07,6.82,"3.1","6.9","45",2020-11-02,18443,"F",155,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1332,"'0007BAB583","'0007BAB583",2020-12-02,NA,5.09,29.93,48.63,10.69,3.64,6.92,6.26,"3","3.9","33",2020-11-02,18479,"M",119,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1333,"'0007B8CFEE","'0007B8CFEE",2020-12-02,0.64,3.08,59.23,49.4,20.14,3.36,3.42,4.36,"3.7","5.1","42",2020-11-02,18502,"M",96,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1334,"'0007AFEF01","'0007AFEF01",2020-12-02,NA,3.22,35.72,66.78,15.58,4.85,5.69,6.43,NA,NA,NA,2020-11-02,17278,"F",1320,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1335,"'0007B9AFB2","'0007B9AFB2",2020-12-02,3.34,9.97,78.66,42.95,6.27,3.06,4.05,4.89,"4","6.1","37",2020-11-02,18308,"M",290,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1336,"'0007B8ED70","'0007B8ED70",2020-12-02,NA,3.88,34.15,60.88,13.75,4.65,4.8,5.55,"4.5","5","41",2020-11-02,18484,"M",114,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1337,"'0007BA9E40","'0007BA9E40",2020-12-02,0.86,17.48,54.35,23.12,3.08,1.74,2.98,3.07,"2.8","6.1","37",2020-11-02,17809,"F",789,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1338,"'0007BACBA9","'0007BACBA9",2020-12-02,0.71,14.54,43.63,29.24,10.4,2.24,3.58,3.9,"3.2","7.7","51",2020-11-02,18116,"F",482,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1339,"'0007B8295F","'0007B8295F",2020-12-02,0.58,8.41,48.48,41.44,9.79,3.15,4.3,4.92,"3","6.6","44",2020-11-02,18171,"F",427,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1340,"'0007BAD6B5","'0007BAD6B5",2020-12-02,NA,9.55,22.93,27.56,7.03,2.38,4.06,4.26,"2.7","5.6","39",2020-11-02,18484,"F",114,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1341,"'0007BADE95","'0007BADE95",2020-12-02,0.23,3.59,44.27,73.98,29.86,5.18,5.39,7.07,"4.1","5.8","45",2020-11-02,18506,"M",92,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1342,"'0007BADD96","'0007BADD96",2020-12-02,1.92,5.98,68.01,49,8.47,3.49,3.9,5,"4.6","6.3","41",2020-11-02,18399,"M",199,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1343,"'0007B8EEE2","'0007B8EEE2",2020-12-02,NA,6.61,65.05,23.53,7.15,2.89,4.5,4,"2.9","6.9","48",2020-11-02,18396,"F",202,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1344,"'0007BA95E6","'0007BA95E6",2020-12-02,3.04,5.77,78.33,55.38,6.38,3.84,5.55,6.08,"2.2","5.4","35",2020-11-02,18361,"F",237,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1345,"'0007BAE1D9","'G000141224",2020-12-02,0.17,8.39,61.44,31.71,3.48,2.32,3.43,4.03,NA,"28.2",NA,2020-11-02,NA,"M",NA,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1346,"'0007BA982E","'0007BA982E",2020-12-02,2.74,7.58,38.49,41.13,8.49,3.42,3.57,4.4,"4.2","6.8","45",2020-11-02,18360,"M",238,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1347,"'0007BAD79C","'0007BAD79C",2020-12-02,4.75,5.12,82.91,46.62,7.91,3.11,4.76,5.38,"3.9","6.2","36",2020-11-02,18384,"M",214,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1348,"'0007BAE5B5","'0007BAE5B5",2020-12-02,3.07,5.01,130.43,55.2,14.06,3.61,4.96,5.28,"4","5","37",2020-11-02,18406,"M",192,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1349,"'0007BAD6E1","'0007BAD6E1",2020-12-02,3.08,7.73,51.54,40.26,9.13,4.32,5.82,5.78,"5.6","6.6","47",2020-11-02,18436,"M",162,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1350,"'0007BAB44B","'0007BAB44B",2020-12-02,0.21,6.78,48.55,67.54,13.89,3.9,5.42,5.81,"3.4","6.8","49",2020-11-02,18479,"F",119,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1351,"'0007B8EC73","'0007B8EC73",2020-12-02,0.64,15.24,41.7,26.95,3.78,3.23,5.58,5.38,"4","7.3","56",2020-11-02,18098,"F",500,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1352,"'0007BAC2BB","'0007BAC2BB",2020-12-02,NA,5.24,40.99,30.29,5.36,3.09,3.09,4.22,"2.9","5.7","40",2020-11-02,18315,"F",283,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1353,"'0007BAB3CD","'0007BAB3CD",2020-12-02,0.9,7.19,55.22,52.49,16.81,3.72,3.58,4.69,"3.2","5.7","46",2020-11-02,18379,"F",219,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1354,"'0007BABFC0","'0007BABFC0",2020-12-02,1.03,20.89,55.82,29.4,4.68,2.68,3.66,4.29,"2.8","5.9","42",2020-11-02,18212,"F",386,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1355,"'0007BAC67E","'0007BAC67E",2020-12-02,0.99,9.78,39.77,25.52,2.81,2.38,4.49,3.75,"3.4","8.6","53",2020-11-02,18025,"F",573,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1356,"'0007BADDB9","'0007BADDB9",2020-12-02,NA,6.58,43.85,43.16,12.03,2.92,3.62,4.42,"2.5","4.3","39",2020-11-02,18424,"F",174,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1357,"'0007B8F16D","'0007B8F16D",2020-12-02,NA,5.05,43.8,44.72,7.12,3.85,6.56,6.35,"3.2","6.1","42",2020-11-02,18458,"F",140,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1358,"'0007BA9894","'0007BA9894",2020-12-02,2.8,10.5,92.52,22.5,5.21,1.82,2.77,2.78,"4","5","36",2020-11-02,18332,"M",266,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1359,"'0007BAD65B","'0007BAD65B",2020-12-02,0.75,19.83,50.75,40.85,15.44,2.63,3.82,3.93,"3","4.2","35",2020-11-02,18251,"F",347,"Autumn",2020-10-23,462,294,NA,NA
"7_1128",1360,"'NT1","'P000141174",2020-12-02,0.49,5.35,38.69,64.42,29.86,3.86,3.5,4.62,"3.5",NA,"36",2020-11-02,18548,"M",50,"Autumn",2020-10-23,462,294,NA,NA
