"agd_tail","predicted","std.error","conf.low","conf.high","density"
-1.53,2.10683098041504,0.0969707161540423,1.4389944709739,3.03822412164595,"148.4"
-1.53,1.46398224093161,0.0853366888480862,1.04302835237185,2.03567177656224,"257.5"
-1.53,1.00101891344056,0.149779510306624,0.55090157744797,1.78011279638016,"366.6"
-1.439,2.11356533100953,0.0922180127717287,1.47092583573128,2.99582797685623,"148.4"
-1.439,1.4805953299754,0.0805549725521777,1.07586925075199,2.02051035111807,"257.5"
-1.439,1.0229163406695,0.141138008284392,0.584136955600283,1.75663025304121,"366.6"
-1.387,2.11740971549354,0.0895174184150644,1.48939497932094,2.9718945248018,"148.4"
-1.387,1.49014769191388,0.0778334383530202,1.09498948055156,2.01198293726613,"257.5"
-1.387,1.03554284630612,0.136214142104262,0.603867202705625,1.74341266903818,"366.6"
-1.32,2.12235891976207,0.0860562142881796,1.51341856928992,2.94139242821913,"148.4"
-1.32,1.50251891802386,0.0743402312218715,1.11999998830453,2.00115339265754,"257.5"
-1.32,1.05193015872465,0.129887406478875,0.630092410924238,1.72660940469805,"366.6"
-1.278,2.12545901041913,0.0838981218441274,1.5286019215973,2.9224747284366,"148.4"
-1.278,1.51031037194816,0.0721590392884285,1.13589041753488,1.9944613210966,"257.5"
-1.278,1.06226931690278,0.125932639523967,0.646997455888183,1.71621252095983,"366.6"
-1.268,2.12619685346168,0.0833857068172384,1.53223044660488,2.91799453793629,"148.4"
-1.268,1.51216960679635,0.0716407665703667,1.13969763967148,1.99287951410346,"257.5"
-1.268,1.06473844167826,0.12499242039244,0.651075582352528,1.71375316114615,"366.6"
-1.25,2.12752470463259,0.082464792446437,1.53877442591664,2.90995406942451,"148.4"
-1.25,1.5155202275794,0.0707089544698945,1.14657348118751,1.9900438080159,"257.5"
-1.25,1.06918997959239,0.123301447214174,0.658467797639513,1.70934227616729,"366.6"
-1.241,2.1281885015794,0.0820050419620305,1.54205240050341,2.90594550280719,"148.4"
-1.241,1.51719746514991,0.0702435827347075,1.15002235532632,1.98863161863854,"257.5"
-1.241,1.07141915780713,0.122456665325528,0.662188798428785,1.70714462994356,"366.6"
-1.23,2.12899969227186,0.0814437797675169,1.54606412941919,2.90105685650996,"148.4"
-1.23,1.51924916652112,0.0696752924443583,1.15424750402623,1.9869108299999,"257.5"
-1.23,1.07414677641513,0.121424810872044,0.666759240432688,1.70446577276661,"366.6"
-1.209,2.13054797188595,0.0803743321994156,1.55373876592328,2.89175721859148,"148.4"
-1.209,1.52317137767692,0.0685919408099492,1.16234360252544,1.98364195461427,"257.5"
-1.209,1.07936335432044,0.119456977543043,0.675553549410169,1.69937377911931,"366.6"
-1.208,2.13062168777441,0.0803234747421985,1.5541047350562,2.89131548038511,"148.4"
-1.208,1.52335832398469,0.068540405184883,1.16273010437222,1.98348683511376,"257.5"
-1.208,1.07961206576307,0.119363340738911,0.675974582871796,1.6991320387142,"366.6"
-1.199,2.13128508278263,0.0798660438783131,1.5574005062448,2.88734439747862,"148.4"
-1.199,1.52504155384551,0.0680768045746098,1.16621257990082,1.98209300820946,"257.5"
-1.199,1.08185170162876,0.118520900972701,0.679773117347387,1.69695941995642,"366.6"
-1.169,2.13349577438746,0.0783450920737686,1.56841237161855,2.87416768455082,"148.4"
-1.169,1.5306615876494,0.0665344179203826,1.17787188534631,1.97747675544547,"257.5"
-1.169,1.08933307101435,0.115716680082433,0.692554911458606,1.68975757708846,"366.6"
-1.168,2.13356944751247,0.0782944974548236,1.56878010318764,2.8737300820564,"148.4"
-1.168,1.53084916759207,0.0664830855774207,1.17826187014606,1.97732368743797,"257.5"
-1.168,1.08958286875182,0.115623313047138,0.69298414990588,1.68951859873498,"366.6"
-1.153,2.13467441561609,0.0775364057139458,1.57430108744911,2.86717883002097,"148.4"
-1.153,1.53366476661437,0.0657137464266566,1.18412191839383,1.97503406915355,"257.5"
-1.153,1.09333305019352,0.114223667016211,0.699447317176421,1.68594247081728,"366.6"
-1.138,2.13577914190377,0.0767798972635114,1.57983123948274,2.86065185629369,"148.4"
-1.138,1.53648392710736,0.0649456481560646,1.19000108912052,1.97275665734341,"257.5"
-1.138,1.09708922648427,0.112825673850699,0.705956557077719,1.68238258485624,"366.6"
-1.13,2.13636823019644,0.0763770897283809,1.58278428506784,2.85718088751591,"148.4"
-1.13,1.53798893520592,0.0645365184282263,1.19314438980041,1.97154713366268,"257.5"
-1.13,1.09909495458442,0.112080774692477,0.709446968999354,1.68049073180044,"366.6"
-1.129,2.13644186138195,0.076326771761246,1.58315358963927,2.85674751460524,"148.4"
-1.129,1.53817713241477,0.0644854032650725,1.19353767867079,1.97139619579868,"257.5"
-1.129,1.09934578912184,0.111987697080407,0.709884190119756,1.68025458403033,"366.6"
-1.12,2.13710449349819,0.0758742437407041,1.58647904075856,2.85285217815172,"148.4"
-1.12,1.53987161916257,0.0640256310687328,1.19708102236567,1.97004030666091,"257.5"
-1.12,1.10160448118592,0.111150351641629,0.713828369825827,1.67813262018445,"366.6"
-1.099,2.13865029471427,0.074820729436352,1.59425003925241,2.84379866526846,"148.4"
-1.099,1.54383040346643,0.0629547256901884,1.20537479282391,1.96689474592994,"257.5"
-1.099,1.10688298245693,0.10919908235678,0.723095690496124,1.67320527607302,"366.6"
-1.072,2.14063705125038,0.0734713068959667,1.60426379816068,2.83223351017993,"148.4"
-1.072,1.54893051290532,0.0615819325821645,1.21609067417305,1.96288911723113,"257.5"
-1.072,1.11368634984662,0.106695784935053,0.735142534582715,1.66692065578476,"366.6"
-1.071,2.14071061961944,0.0734214420540003,1.60463513624514,2.83180682830419,"148.4"
-1.071,1.54911962708033,0.0615311802301143,1.21648867320693,1.962741620504,"257.5"
-1.071,1.11393868421907,0.106603193599463,0.735591550498097,1.66668901046619,"366.6"
-1.068,2.14093131819986,0.0732718973166134,1.60574933909375,2.83052750275233,"148.4"
-1.068,1.54968706439574,0.0613789635423994,1.21768314256409,1.96229950578697,"257.5"
-1.068,1.11469583972472,0.10632547389975,0.736939811026277,1.66599456135301,"366.6"
-1.05,2.142255303872,0.0723762209774497,1.61244031719008,2.82287445859348,"148.4"
-1.05,1.55309467364769,0.0604669584832025,1.22486470775259,1.95965880593503,"257.5"
-1.05,1.1192435514581,0.10466089964816,0.745067504896054,1.66184337787735,"366.6"
-1.048,2.14240239158821,0.0722768725266702,1.61318434857515,2.82202657006392,"148.4"
-1.048,1.55347361274913,0.0603657642775512,1.2256642057866,1.95936668165529,"257.5"
-1.048,1.11974935605299,0.104476135255269,0.745974608581821,1.6613837965142,"366.6"
-1.039,2.14306423227398,0.071830236573878,1.61653388372511,2.81821721575287,"148.4"
-1.039,1.55517962024904,0.0599107445546145,1.22926572772434,1.95805536553379,"257.5"
-1.039,1.12202671487495,0.103645173583469,0.750066512832158,1.65931985567263,"366.6"
-1.038,2.14313776466652,0.071780654363013,1.61690619232632,2.81779457822658,"148.4"
-1.038,1.55536925557376,0.0598602229482802,1.22966627672585,1.95790999382745,"257.5"
-1.038,1.1222798794942,0.103552893318083,0.750522171411173,1.65909095339348,"366.6"
-1.03,2.14372598445079,0.0713843174816045,1.61988562455736,2.81441800900742,"148.4"
-1.03,1.55688690642331,0.059456314290464,1.23287338195413,1.95674942418066,"257.5"
-1.03,1.12430609123636,0.102815008299341,0.754174644305239,1.65726282148428,"366.6"
-1.029,2.14379950700197,0.0713348157506172,1.6202581718727,2.81399650688034,"148.4"
-1.029,1.55707668380497,0.0594058590130137,1.23327460769912,1.95660465540724,"257.5"
-1.029,1.12455947931493,0.10272281771085,0.754632102931775,1.65703469290929,"366.6"
-1.026,2.14402006808929,0.0711863648459388,1.62137596807367,2.81273276347634,"148.4"
-1.026,1.55764611064087,0.0592545380408594,1.23447873252601,1.95617075545438,"257.5"
-1.026,1.12531979198392,0.102446306645748,0.756005676492956,1.65635082783928,"366.6"
-1.02,2.14446116070187,0.0708897090387536,1.62361224146611,2.81020872628577,"148.4"
-1.02,1.55878539038554,0.0589520996943543,1.23688898668178,1.95530479609182,"257.5"
-1.02,1.12684108383841,0.101893560137739,0.758758206689143,1.654985453744,"366.6"
