"motherTesto","predicted","std.error","conf.low","conf.high","group"
0,-0.216049658667544,0.0458344020395722,-0.306568090757199,-0.125531226577889,"1"
0.5,-0.158743220214772,0.0288341761122937,-0.215687879600279,-0.101798560829266,"1"
1,-0.101436781762001,0.0239439796425726,-0.148723784510745,-0.0541497790132571,"1"
1.5,-0.0441303433092297,0.0364212267431045,-0.116058680821329,0.02779799420287,"1"
2,0.0131760951435417,0.05559662310897,-0.0966217625651395,0.122973952852223,"1"
2.5,0.070482533596313,0.0765947151706215,-0.0807844888819638,0.22174955607459,"1"
3,0.127788972049084,0.0982537705653881,-0.0662525527164608,0.32183049681463,"1"
3.5,0.185095410501856,0.120217068737608,-0.052321466086769,0.422512287090481,"1"
4,0.242401848954627,0.142343847596969,-0.0387132377211423,0.523516935630397,"1"
