"LC.MS.run","External_ID2","focal_ID","Cort_pg.mg","Age","Season","Density"
"1_775",72,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",75,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",78,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",79,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",82,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",84,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",86,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",88,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",90,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",91,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",92,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",94,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",96,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",97,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",98,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",99,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",100,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",103,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",104,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",106,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",108,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",112,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",113,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",116,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",117,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",119,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",121,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",123,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",127,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",128,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",129,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",132,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",133,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",136,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",137,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",138,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",139,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",143,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",144,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",146,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",150,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",151,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",152,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",153,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",154,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",155,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",161,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",164,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",165,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",166,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",170,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",174,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",175,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",177,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",178,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",179,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",181,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",185,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",186,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",187,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",188,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",190,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",192,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",193,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",194,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",195,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",197,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",201,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",206,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",207,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",208,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",209,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",212,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",213,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",215,"'0007ABCD2F",30.38,108,"Summer",404
"1_775",1,"'0007ABF170",45.56,105,"Summer",404
"1_775",5,"'0007ABF170",45.56,105,"Summer",404
"1_775",6,"'0007ABF170",45.56,105,"Summer",404
"1_775",7,"'0007ABF170",45.56,105,"Summer",404
"1_775",9,"'0007ABF170",45.56,105,"Summer",404
"1_775",11,"'0007ABF170",45.56,105,"Summer",404
"1_775",18,"'0007ABF170",45.56,105,"Summer",404
"1_775",19,"'0007ABF170",45.56,105,"Summer",404
"1_775",20,"'0007ABF170",45.56,105,"Summer",404
"1_775",21,"'0007ABF170",45.56,105,"Summer",404
"1_775",22,"'0007ABF170",45.56,105,"Summer",404
"1_775",24,"'0007ABF170",45.56,105,"Summer",404
"1_775",26,"'0007ABF170",45.56,105,"Summer",404
"1_775",28,"'0007ABF170",45.56,105,"Summer",404
"1_775",30,"'0007ABF170",45.56,105,"Summer",404
"1_775",31,"'0007ABF170",45.56,105,"Summer",404
"1_775",32,"'0007ABF170",45.56,105,"Summer",404
"1_775",35,"'0007ABF170",45.56,105,"Summer",404
"1_775",37,"'0007ABF170",45.56,105,"Summer",404
"1_775",39,"'0007ABF170",45.56,105,"Summer",404
"1_775",40,"'0007ABF170",45.56,105,"Summer",404
"1_775",42,"'0007ABF170",45.56,105,"Summer",404
"1_775",46,"'0007ABF170",45.56,105,"Summer",404
"1_775",47,"'0007ABF170",45.56,105,"Summer",404
"1_775",50,"'0007ABF170",45.56,105,"Summer",404
"1_775",52,"'0007ABF170",45.56,105,"Summer",404
"1_775",54,"'0007ABF170",45.56,105,"Summer",404
"1_775",57,"'0007ABF170",45.56,105,"Summer",404
"1_775",58,"'0007ABF170",45.56,105,"Summer",404
"1_775",59,"'0007ABF170",45.56,105,"Summer",404
"1_775",60,"'0007ABF170",45.56,105,"Summer",404
"1_775",62,"'0007ABF170",45.56,105,"Summer",404
"1_775",63,"'0007ABF170",45.56,105,"Summer",404
"1_775",66,"'0007ABF170",45.56,105,"Summer",404
"1_775",67,"'0007ABF170",45.56,105,"Summer",404
"1_775",69,"'0007ABF170",45.56,105,"Summer",404
"1_775",71,"'0007ABF170",45.56,105,"Summer",404
"1_775",72,"'0007ABF170",45.56,105,"Summer",404
"1_775",75,"'0007ABF170",45.56,105,"Summer",404
"1_775",78,"'0007ABF170",45.56,105,"Summer",404
"1_775",79,"'0007ABF170",45.56,105,"Summer",404
"1_775",82,"'0007ABF170",45.56,105,"Summer",404
"1_775",84,"'0007ABF170",45.56,105,"Summer",404
"1_775",86,"'0007ABF170",45.56,105,"Summer",404
"1_775",88,"'0007ABF170",45.56,105,"Summer",404
"1_775",90,"'0007ABF170",45.56,105,"Summer",404
"1_775",91,"'0007ABF170",45.56,105,"Summer",404
"1_775",92,"'0007ABF170",45.56,105,"Summer",404
"1_775",94,"'0007ABF170",45.56,105,"Summer",404
"1_775",96,"'0007ABF170",45.56,105,"Summer",404
"1_775",97,"'0007ABF170",45.56,105,"Summer",404
"1_775",98,"'0007ABF170",45.56,105,"Summer",404
"1_775",99,"'0007ABF170",45.56,105,"Summer",404
"1_775",100,"'0007ABF170",45.56,105,"Summer",404
"1_775",103,"'0007ABF170",45.56,105,"Summer",404
"1_775",104,"'0007ABF170",45.56,105,"Summer",404
"1_775",106,"'0007ABF170",45.56,105,"Summer",404
"1_775",108,"'0007ABF170",45.56,105,"Summer",404
"1_775",112,"'0007ABF170",45.56,105,"Summer",404
"1_775",113,"'0007ABF170",45.56,105,"Summer",404
"1_775",116,"'0007ABF170",45.56,105,"Summer",404
"1_775",117,"'0007ABF170",45.56,105,"Summer",404
"1_775",119,"'0007ABF170",45.56,105,"Summer",404
"1_775",121,"'0007ABF170",45.56,105,"Summer",404
"1_775",123,"'0007ABF170",45.56,105,"Summer",404
"1_775",127,"'0007ABF170",45.56,105,"Summer",404
"1_775",128,"'0007ABF170",45.56,105,"Summer",404
"1_775",129,"'0007ABF170",45.56,105,"Summer",404
"1_775",132,"'0007ABF170",45.56,105,"Summer",404
"1_775",133,"'0007ABF170",45.56,105,"Summer",404
"1_775",136,"'0007ABF170",45.56,105,"Summer",404
"1_775",137,"'0007ABF170",45.56,105,"Summer",404
"1_775",138,"'0007ABF170",45.56,105,"Summer",404
"1_775",139,"'0007ABF170",45.56,105,"Summer",404
"1_775",143,"'0007ABF170",45.56,105,"Summer",404
"1_775",144,"'0007ABF170",45.56,105,"Summer",404
"1_775",146,"'0007ABF170",45.56,105,"Summer",404
"1_775",150,"'0007ABF170",45.56,105,"Summer",404
"1_775",151,"'0007ABF170",45.56,105,"Summer",404
"1_775",152,"'0007ABF170",45.56,105,"Summer",404
"1_775",153,"'0007ABF170",45.56,105,"Summer",404
"1_775",154,"'0007ABF170",45.56,105,"Summer",404
"1_775",155,"'0007ABF170",45.56,105,"Summer",404
"1_775",161,"'0007ABF170",45.56,105,"Summer",404
"1_775",164,"'0007ABF170",45.56,105,"Summer",404
"1_775",165,"'0007ABF170",45.56,105,"Summer",404
"1_775",166,"'0007ABF170",45.56,105,"Summer",404
"1_775",170,"'0007ABF170",45.56,105,"Summer",404
"1_775",174,"'0007ABF170",45.56,105,"Summer",404
"1_775",175,"'0007ABF170",45.56,105,"Summer",404
"1_775",177,"'0007ABF170",45.56,105,"Summer",404
"1_775",178,"'0007ABF170",45.56,105,"Summer",404
"1_775",179,"'0007ABF170",45.56,105,"Summer",404
"1_775",181,"'0007ABF170",45.56,105,"Summer",404
"1_775",185,"'0007ABF170",45.56,105,"Summer",404
"1_775",186,"'0007ABF170",45.56,105,"Summer",404
"1_775",187,"'0007ABF170",45.56,105,"Summer",404
"1_775",188,"'0007ABF170",45.56,105,"Summer",404
"1_775",190,"'0007ABF170",45.56,105,"Summer",404
"1_775",192,"'0007ABF170",45.56,105,"Summer",404
"1_775",193,"'0007ABF170",45.56,105,"Summer",404
"1_775",194,"'0007ABF170",45.56,105,"Summer",404
"1_775",195,"'0007ABF170",45.56,105,"Summer",404
"1_775",197,"'0007ABF170",45.56,105,"Summer",404
"1_775",201,"'0007ABF170",45.56,105,"Summer",404
"1_775",206,"'0007ABF170",45.56,105,"Summer",404
"1_775",207,"'0007ABF170",45.56,105,"Summer",404
"1_775",208,"'0007ABF170",45.56,105,"Summer",404
"1_775",209,"'0007ABF170",45.56,105,"Summer",404
"1_775",212,"'0007ABF170",45.56,105,"Summer",404
"1_775",213,"'0007ABF170",45.56,105,"Summer",404
"1_775",215,"'0007ABF170",45.56,105,"Summer",404
"1_775",1,"'0007ABE15F",44.15,101,"Summer",404
"1_775",5,"'0007ABE15F",44.15,101,"Summer",404
"1_775",6,"'0007ABE15F",44.15,101,"Summer",404
"1_775",7,"'0007ABE15F",44.15,101,"Summer",404
"1_775",9,"'0007ABE15F",44.15,101,"Summer",404
"1_775",11,"'0007ABE15F",44.15,101,"Summer",404
"1_775",18,"'0007ABE15F",44.15,101,"Summer",404
"1_775",19,"'0007ABE15F",44.15,101,"Summer",404
"1_775",20,"'0007ABE15F",44.15,101,"Summer",404
"1_775",21,"'0007ABE15F",44.15,101,"Summer",404
"1_775",22,"'0007ABE15F",44.15,101,"Summer",404
"1_775",24,"'0007ABE15F",44.15,101,"Summer",404
"1_775",26,"'0007ABE15F",44.15,101,"Summer",404
"1_775",28,"'0007ABE15F",44.15,101,"Summer",404
"1_775",30,"'0007ABE15F",44.15,101,"Summer",404
"1_775",31,"'0007ABE15F",44.15,101,"Summer",404
"1_775",32,"'0007ABE15F",44.15,101,"Summer",404
"1_775",35,"'0007ABE15F",44.15,101,"Summer",404
"1_775",37,"'0007ABE15F",44.15,101,"Summer",404
"1_775",39,"'0007ABE15F",44.15,101,"Summer",404
"1_775",40,"'0007ABE15F",44.15,101,"Summer",404
"1_775",42,"'0007ABE15F",44.15,101,"Summer",404
"1_775",46,"'0007ABE15F",44.15,101,"Summer",404
"1_775",47,"'0007ABE15F",44.15,101,"Summer",404
"1_775",50,"'0007ABE15F",44.15,101,"Summer",404
"1_775",52,"'0007ABE15F",44.15,101,"Summer",404
"1_775",54,"'0007ABE15F",44.15,101,"Summer",404
"1_775",57,"'0007ABE15F",44.15,101,"Summer",404
"1_775",58,"'0007ABE15F",44.15,101,"Summer",404
"1_775",59,"'0007ABE15F",44.15,101,"Summer",404
"1_775",60,"'0007ABE15F",44.15,101,"Summer",404
"1_775",62,"'0007ABE15F",44.15,101,"Summer",404
"1_775",63,"'0007ABE15F",44.15,101,"Summer",404
"1_775",66,"'0007ABE15F",44.15,101,"Summer",404
"1_775",67,"'0007ABE15F",44.15,101,"Summer",404
"1_775",69,"'0007ABE15F",44.15,101,"Summer",404
"1_775",71,"'0007ABE15F",44.15,101,"Summer",404
"1_775",72,"'0007ABE15F",44.15,101,"Summer",404
"1_775",75,"'0007ABE15F",44.15,101,"Summer",404
"1_775",78,"'0007ABE15F",44.15,101,"Summer",404
"1_775",79,"'0007ABE15F",44.15,101,"Summer",404
"1_775",82,"'0007ABE15F",44.15,101,"Summer",404
"1_775",84,"'0007ABE15F",44.15,101,"Summer",404
"1_775",86,"'0007ABE15F",44.15,101,"Summer",404
"1_775",88,"'0007ABE15F",44.15,101,"Summer",404
"1_775",90,"'0007ABE15F",44.15,101,"Summer",404
"1_775",91,"'0007ABE15F",44.15,101,"Summer",404
"1_775",92,"'0007ABE15F",44.15,101,"Summer",404
"1_775",94,"'0007ABE15F",44.15,101,"Summer",404
"1_775",96,"'0007ABE15F",44.15,101,"Summer",404
"1_775",97,"'0007ABE15F",44.15,101,"Summer",404
"1_775",98,"'0007ABE15F",44.15,101,"Summer",404
"1_775",99,"'0007ABE15F",44.15,101,"Summer",404
"1_775",100,"'0007ABE15F",44.15,101,"Summer",404
"1_775",103,"'0007ABE15F",44.15,101,"Summer",404
"1_775",104,"'0007ABE15F",44.15,101,"Summer",404
"1_775",106,"'0007ABE15F",44.15,101,"Summer",404
"1_775",108,"'0007ABE15F",44.15,101,"Summer",404
"1_775",112,"'0007ABE15F",44.15,101,"Summer",404
"1_775",113,"'0007ABE15F",44.15,101,"Summer",404
"1_775",116,"'0007ABE15F",44.15,101,"Summer",404
"1_775",117,"'0007ABE15F",44.15,101,"Summer",404
"1_775",119,"'0007ABE15F",44.15,101,"Summer",404
"1_775",121,"'0007ABE15F",44.15,101,"Summer",404
"1_775",123,"'0007ABE15F",44.15,101,"Summer",404
"1_775",127,"'0007ABE15F",44.15,101,"Summer",404
"1_775",128,"'0007ABE15F",44.15,101,"Summer",404
"1_775",129,"'0007ABE15F",44.15,101,"Summer",404
"1_775",132,"'0007ABE15F",44.15,101,"Summer",404
"1_775",133,"'0007ABE15F",44.15,101,"Summer",404
"1_775",136,"'0007ABE15F",44.15,101,"Summer",404
"1_775",137,"'0007ABE15F",44.15,101,"Summer",404
"1_775",138,"'0007ABE15F",44.15,101,"Summer",404
"1_775",139,"'0007ABE15F",44.15,101,"Summer",404
"1_775",143,"'0007ABE15F",44.15,101,"Summer",404
"1_775",144,"'0007ABE15F",44.15,101,"Summer",404
"1_775",146,"'0007ABE15F",44.15,101,"Summer",404
"1_775",150,"'0007ABE15F",44.15,101,"Summer",404
"1_775",151,"'0007ABE15F",44.15,101,"Summer",404
"1_775",152,"'0007ABE15F",44.15,101,"Summer",404
"1_775",153,"'0007ABE15F",44.15,101,"Summer",404
"1_775",154,"'0007ABE15F",44.15,101,"Summer",404
"1_775",155,"'0007ABE15F",44.15,101,"Summer",404
"1_775",161,"'0007ABE15F",44.15,101,"Summer",404
"1_775",164,"'0007ABE15F",44.15,101,"Summer",404
"1_775",165,"'0007ABE15F",44.15,101,"Summer",404
"1_775",166,"'0007ABE15F",44.15,101,"Summer",404
"1_775",170,"'0007ABE15F",44.15,101,"Summer",404
"1_775",174,"'0007ABE15F",44.15,101,"Summer",404
"1_775",175,"'0007ABE15F",44.15,101,"Summer",404
"1_775",177,"'0007ABE15F",44.15,101,"Summer",404
"1_775",178,"'0007ABE15F",44.15,101,"Summer",404
"1_775",179,"'0007ABE15F",44.15,101,"Summer",404
"1_775",181,"'0007ABE15F",44.15,101,"Summer",404
"1_775",185,"'0007ABE15F",44.15,101,"Summer",404
"1_775",186,"'0007ABE15F",44.15,101,"Summer",404
"1_775",187,"'0007ABE15F",44.15,101,"Summer",404
"1_775",188,"'0007ABE15F",44.15,101,"Summer",404
"1_775",190,"'0007ABE15F",44.15,101,"Summer",404
"1_775",192,"'0007ABE15F",44.15,101,"Summer",404
"1_775",193,"'0007ABE15F",44.15,101,"Summer",404
"1_775",194,"'0007ABE15F",44.15,101,"Summer",404
"1_775",195,"'0007ABE15F",44.15,101,"Summer",404
"1_775",197,"'0007ABE15F",44.15,101,"Summer",404
"1_775",201,"'0007ABE15F",44.15,101,"Summer",404
"1_775",206,"'0007ABE15F",44.15,101,"Summer",404
"1_775",207,"'0007ABE15F",44.15,101,"Summer",404
"1_775",208,"'0007ABE15F",44.15,101,"Summer",404
"1_775",209,"'0007ABE15F",44.15,101,"Summer",404
"1_775",212,"'0007ABE15F",44.15,101,"Summer",404
"1_775",213,"'0007ABE15F",44.15,101,"Summer",404
"1_775",215,"'0007ABE15F",44.15,101,"Summer",404
"1_775",1,"'000783B8AF",35.24,109,"Summer",404
"1_775",5,"'000783B8AF",35.24,109,"Summer",404
"1_775",6,"'000783B8AF",35.24,109,"Summer",404
"1_775",7,"'000783B8AF",35.24,109,"Summer",404
"1_775",9,"'000783B8AF",35.24,109,"Summer",404
"1_775",11,"'000783B8AF",35.24,109,"Summer",404
"1_775",18,"'000783B8AF",35.24,109,"Summer",404
"1_775",19,"'000783B8AF",35.24,109,"Summer",404
"1_775",20,"'000783B8AF",35.24,109,"Summer",404
"1_775",21,"'000783B8AF",35.24,109,"Summer",404
"1_775",22,"'000783B8AF",35.24,109,"Summer",404
"1_775",24,"'000783B8AF",35.24,109,"Summer",404
"1_775",26,"'000783B8AF",35.24,109,"Summer",404
"1_775",28,"'000783B8AF",35.24,109,"Summer",404
"1_775",30,"'000783B8AF",35.24,109,"Summer",404
"1_775",31,"'000783B8AF",35.24,109,"Summer",404
"1_775",32,"'000783B8AF",35.24,109,"Summer",404
"1_775",35,"'000783B8AF",35.24,109,"Summer",404
"1_775",37,"'000783B8AF",35.24,109,"Summer",404
"1_775",39,"'000783B8AF",35.24,109,"Summer",404
"1_775",40,"'000783B8AF",35.24,109,"Summer",404
"1_775",42,"'000783B8AF",35.24,109,"Summer",404
"1_775",46,"'000783B8AF",35.24,109,"Summer",404
"1_775",47,"'000783B8AF",35.24,109,"Summer",404
"1_775",50,"'000783B8AF",35.24,109,"Summer",404
"1_775",52,"'000783B8AF",35.24,109,"Summer",404
"1_775",54,"'000783B8AF",35.24,109,"Summer",404
"1_775",57,"'000783B8AF",35.24,109,"Summer",404
"1_775",58,"'000783B8AF",35.24,109,"Summer",404
"1_775",59,"'000783B8AF",35.24,109,"Summer",404
"1_775",60,"'000783B8AF",35.24,109,"Summer",404
"1_775",62,"'000783B8AF",35.24,109,"Summer",404
"1_775",63,"'000783B8AF",35.24,109,"Summer",404
"1_775",66,"'000783B8AF",35.24,109,"Summer",404
"1_775",67,"'000783B8AF",35.24,109,"Summer",404
"1_775",69,"'000783B8AF",35.24,109,"Summer",404
"1_775",71,"'000783B8AF",35.24,109,"Summer",404
"1_775",72,"'000783B8AF",35.24,109,"Summer",404
"1_775",75,"'000783B8AF",35.24,109,"Summer",404
"1_775",78,"'000783B8AF",35.24,109,"Summer",404
"1_775",79,"'000783B8AF",35.24,109,"Summer",404
"1_775",82,"'000783B8AF",35.24,109,"Summer",404
"1_775",84,"'000783B8AF",35.24,109,"Summer",404
"1_775",86,"'000783B8AF",35.24,109,"Summer",404
"1_775",88,"'000783B8AF",35.24,109,"Summer",404
"1_775",90,"'000783B8AF",35.24,109,"Summer",404
"1_775",91,"'000783B8AF",35.24,109,"Summer",404
"1_775",92,"'000783B8AF",35.24,109,"Summer",404
"1_775",94,"'000783B8AF",35.24,109,"Summer",404
"1_775",96,"'000783B8AF",35.24,109,"Summer",404
"1_775",97,"'000783B8AF",35.24,109,"Summer",404
"1_775",98,"'000783B8AF",35.24,109,"Summer",404
"1_775",99,"'000783B8AF",35.24,109,"Summer",404
"1_775",100,"'000783B8AF",35.24,109,"Summer",404
"1_775",103,"'000783B8AF",35.24,109,"Summer",404
"1_775",104,"'000783B8AF",35.24,109,"Summer",404
"1_775",106,"'000783B8AF",35.24,109,"Summer",404
"1_775",108,"'000783B8AF",35.24,109,"Summer",404
"1_775",112,"'000783B8AF",35.24,109,"Summer",404
"1_775",113,"'000783B8AF",35.24,109,"Summer",404
"1_775",116,"'000783B8AF",35.24,109,"Summer",404
"1_775",117,"'000783B8AF",35.24,109,"Summer",404
"1_775",119,"'000783B8AF",35.24,109,"Summer",404
"1_775",121,"'000783B8AF",35.24,109,"Summer",404
"1_775",123,"'000783B8AF",35.24,109,"Summer",404
"1_775",127,"'000783B8AF",35.24,109,"Summer",404
"1_775",128,"'000783B8AF",35.24,109,"Summer",404
"1_775",129,"'000783B8AF",35.24,109,"Summer",404
"1_775",132,"'000783B8AF",35.24,109,"Summer",404
"1_775",133,"'000783B8AF",35.24,109,"Summer",404
"1_775",136,"'000783B8AF",35.24,109,"Summer",404
"1_775",137,"'000783B8AF",35.24,109,"Summer",404
"1_775",138,"'000783B8AF",35.24,109,"Summer",404
"1_775",139,"'000783B8AF",35.24,109,"Summer",404
"1_775",143,"'000783B8AF",35.24,109,"Summer",404
"1_775",144,"'000783B8AF",35.24,109,"Summer",404
"1_775",146,"'000783B8AF",35.24,109,"Summer",404
"1_775",150,"'000783B8AF",35.24,109,"Summer",404
"1_775",151,"'000783B8AF",35.24,109,"Summer",404
"1_775",152,"'000783B8AF",35.24,109,"Summer",404
"1_775",153,"'000783B8AF",35.24,109,"Summer",404
"1_775",154,"'000783B8AF",35.24,109,"Summer",404
"1_775",155,"'000783B8AF",35.24,109,"Summer",404
"1_775",161,"'000783B8AF",35.24,109,"Summer",404
"1_775",164,"'000783B8AF",35.24,109,"Summer",404
"1_775",165,"'000783B8AF",35.24,109,"Summer",404
"1_775",166,"'000783B8AF",35.24,109,"Summer",404
"1_775",170,"'000783B8AF",35.24,109,"Summer",404
"1_775",174,"'000783B8AF",35.24,109,"Summer",404
"1_775",175,"'000783B8AF",35.24,109,"Summer",404
"1_775",177,"'000783B8AF",35.24,109,"Summer",404
"1_775",178,"'000783B8AF",35.24,109,"Summer",404
"1_775",179,"'000783B8AF",35.24,109,"Summer",404
"1_775",181,"'000783B8AF",35.24,109,"Summer",404
"1_775",185,"'000783B8AF",35.24,109,"Summer",404
"1_775",186,"'000783B8AF",35.24,109,"Summer",404
"1_775",187,"'000783B8AF",35.24,109,"Summer",404
"1_775",188,"'000783B8AF",35.24,109,"Summer",404
"1_775",190,"'000783B8AF",35.24,109,"Summer",404
"1_775",192,"'000783B8AF",35.24,109,"Summer",404
"1_775",193,"'000783B8AF",35.24,109,"Summer",404
"1_775",194,"'000783B8AF",35.24,109,"Summer",404
"1_775",195,"'000783B8AF",35.24,109,"Summer",404
"1_775",197,"'000783B8AF",35.24,109,"Summer",404
"1_775",201,"'000783B8AF",35.24,109,"Summer",404
"1_775",206,"'000783B8AF",35.24,109,"Summer",404
"1_775",207,"'000783B8AF",35.24,109,"Summer",404
"1_775",208,"'000783B8AF",35.24,109,"Summer",404
"1_775",209,"'000783B8AF",35.24,109,"Summer",404
"1_775",212,"'000783B8AF",35.24,109,"Summer",404
"1_775",213,"'000783B8AF",35.24,109,"Summer",404
"1_775",215,"'000783B8AF",35.24,109,"Summer",404
"1_775",1,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",5,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",6,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",7,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",9,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",11,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",18,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",19,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",20,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",21,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",22,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",24,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",26,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",28,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",30,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",31,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",32,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",35,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",37,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",39,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",40,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",42,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",46,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",47,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",50,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",52,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",54,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",57,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",58,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",59,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",60,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",62,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",63,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",66,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",67,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",69,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",71,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",72,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",75,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",78,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",79,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",82,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",84,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",86,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",88,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",90,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",91,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",92,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",94,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",96,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",97,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",98,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",99,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",100,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",103,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",104,"'0007AFD8AC",40.7,115,"Summer",404
"1_775",106,"'0007AFD8AC",40.7,115,"Summer",404
