focal_ID,Seq
'00074DC4B6,671
'00074DC546,672
'00074DC844,673
'00074DC850,674
'00074DC8DD,675
'00074DCA4F,676
'00074DCF57,677
'00074DCF5F,678
'00074DD1F8,679
'00074DD2CC,680
'00074DD36E,681
'00074DD3DF,682
'00074DD508,683
'00074DD6B3,684
'00074DD8D0,685
'00074DDA10,686
'00074DDC9E,687
'00074DDD3D,688
'00074DDD3F,689
'00074DDDE2,690
'00074DDF17,691
'00074DDF26,692
'00074DDFB7,693
'00074DDFBE,694
'00074DE2AB,695
'00074DE544,696
'00074DE601,697
'00074DE91C,698
'00074DEA7E,699
'00074DEB6D,700
'00074DEC3A,701
'00074DED90,702
'00074DEF87,703
'00074DEF95,704
'00074DEF99,705
'00074DEFDC,706
'00074ECDAD,707
'00074ECF28,708
'00074ED1E1,709
'00074ED4A4,710
'00074ED6E9,711
'00074EDFBD,712
'00074EE39C,713
'00074EE6E0,714
'00074EE7E3,715
'00074EEB9A,716
'00074EED97,717
'00074EF1D9,718
'00074EF55F,719
'00074EF56F,720
'00074EF840,721
'00074EF8AD,722
'00074EF8FE,723
'00074EFB29,724
'00074EFC4E,725
'00074F0477,726
'00074F052C,727
'00074F059D,728
'00074F0B47,729
'00074F1087,730
'00074F2268,731
'00074F28B9,732
'00074F28BB,733
'00074F28BE,734
'00074F2A36,735
'00074F3198,736
'00074F3380,737
'00074F4181,738
'00074F4ECE,739
'00074F541E,740
'00074F556E,741
'00074F6E39,742
'00074F843D,743
'00074F87B0,744
'00074F8BC9,745
'00074F8FBB,746
'00074F9A10,747
'00074FA13B,748
'00074FA415,749
'00074FA720,750
'00074FA7A4,751
'00074FAAE8,752
'00074FAAEE,753
'00074FAC81,754
'00074FADC5,755
'00074FAE3C,756
'00074FAF25,757
'00074FAF28,758
'00074FB0A8,759
'00074FB0AA,760
'00074FB1A0,761
'00074FB4E4,762
'00074FB60D,763
'00074FB7C2,764
'00074FB85F,765
'00074FBD36,766
'00074FBEE2,767
'00074FC27F,768
'00074FC282,769
'00074FC7F0,770
'00074FD569,771
'00074FDA7B,772
'00074FDA81,773
'00074FDB38,774
'00074FDE0E,775
'00074FDE0F,776
'00074FE2FF,777
'00074FE8AE,778
'00074FEAC7,779
'00074FEE6B,780
'00074FEF1A,781
'00074FF562,782
'00074FF772,783
'00074FF81A,784
'00074FFCBF,785
'000750064C,786
'00075007CA,787
'0007500B84,788
'0007500C90,789
'0007500EEE,790
'000750103F,791
'00075011C2,792
'000750138F,793
'000757AB1D,794
'000757AB7C,795
'000757AC41,796
'000757AC7F,797
'000757AC9D,798
'000757ADBA,799
'000757AE29,800
'000757AE87,801
'000757AE9C,802
'000757AEA4,803
'000757AF0E,804
'000757AF42,805
'000757B004,806
'000757B018,807
'000757B082,808
'000757B0CA,809
'000757B156,810
'000757B29F,811
'000757B2BA,812
'000757B315,813
'000757B347,814
'000757B3C0,815
'000757B5E1,816
'000757B61B,817
'000757B646,818
'000757B64F,819
'000757B734,820
'000757B8EF,821
'000757B927,822
'000757BA05,823
'000757BA12,824
'000757BAE9,825
'000757BB10,826
'000757BB48,827
'000757BB65,828
'000757BBBC,829
'000757BBCE,830
'000757BCC3,831
'000757BD50,832
'000757BD82,833
'000757BE0B,834
'000757BF03,835
'000757BF43,836
'000757BF72,837
'000757C0E7,838
'000757C3B3,839
'000757C412,840
'000757C4B9,841
'000757C753,842
'000757C77F,843
'000757C7DA,844
'000757C85D,845
'000757C94F,846
'000757C965,847
'000757C97B,848
'000757CA28,849
'000757CB4E,850
'000757CB56,851
'000757CCBE,852
'000757CDEB,853
'000757CEDB,854
'000757CEE4,855
'000757CF4C,856
'000757CFA9,857
'000757CFC8,858
'000757D010,859
'000757D0B8,860
'000757D1E1,861
'000757D20B,862
'000757D234,863
'000757D286,864
'000757D300,865
'000757D309,866
'000757D390,867
'000757D393,868
'000757D41A,869
'000757D490,870
'000757D4F4,871
'000757D517,872
'000757D556,873
'000757D598,874
'000757D661,875
'000757D697,876
'000757D6FE,877
'000757D710,878
'000757D71C,879
'000757D776,880
'000757D77E,881
'000757D8BA,882
'000757D960,883
'000757DA26,884
'000757DACB,885
'000757DCF5,886
'000757DD20,887
'000757DD9B,888
'000757DD9F,889
'000757DE8A,890
'000757DE90,891
'000757DEC0,892
'000757DED6,893
'000757DF6E,894
'000757E085,895
'000757E0DE,896
'000757E104,897
'000757E15C,898
'000757E26C,899
'000757E288,900
'000757E30C,901
'000757E3AF,902
'000757E438,903
'000757E45B,904
'000757E4B0,905
'000757E51A,906
'000757E5C9,907
'000757E5CB,908
'000757E5F9,909
'000757E7AE,910
'000757E7CD,911
'000757E874,912
'000757E8B3,913
'000757E90F,914
'000757E92C,915
'000757EB52,916
'000757EB5D,917
'000757EB7F,918
'000757EBAC,919
'000757EBE6,920
'000757EDF8,921
'000757EEA7,922
'000757EFB6,923
'000757F067,924
'000757F083,925
'000757F2CC,926
'000757F365,927
'000757F3A0,928
'000757F46F,929
'000757F481,930
'000757F54D,931
'000757F5EF,932
'000757F62A,933
'000757F656,934
'000757F70B,935
'000757F833,936
'000757F876,937
'000757F8B0,938
'000757F8B8,939
'000757F925,940
'000757F93F,941
'000757FBA9,942
'000757FBF7,943
'000757FD6A,944
'000757FDD2,945
'000757FDF0,946
'000757FEE4,947
'000757FF30,948
'000758000B,949
'000758007C,950
'0007580090,951
'0007580091,952
'00075800A9,953
'00075801FB,954
'000758024A,955
'0007580275,956
'000758031E,957
'000758034C,958
'00075803C4,959
'00075804BB,960
'00075804D6,961
'00075804E3,962
'00075804FF,963
'000758051A,964
'00075805ED,965
'000758063C,966
'0007580670,967
'0007580698,968
'0007580777,969
'00075807B6,970
'000758081B,971
'0007580836,972
'00075A0493,973
'00075A08F9,974
'00075A0C04,975
'00075A0CE7,976
'00075A11EA,977
'00075A12A8,978
'00075A135F,979
'00075A1CC3,980
'00075A2FB5,981
'00075A32DB,982
'00075A330D,983
'00075A341A,984
'00075A3429,985
'00075A345D,986
'00075A346F,987
'00075A34AB,988
'00075A366F,989
'00075A3734,990
'00075A396B,991
'00075A3CFA,992
'00075A3DCF,993
'00075A3E53,994
'00075A3F03,995
'00075A4063,996
'00075A41E6,997
'00075A42E8,998
'00075A4300,999
'00075A4302,1000
'00075A437B,1001
'00075A46B6,1002
'00075A47A4,1003
'00075A48FC,1004
'00075A4A29,1005
'00075A4A40,1006
'00075A4C75,1007
'00075A4CAF,1008
'00075A4CC9,1009
'00075A4E76,1010
'00075A52AC,1011
'00075A535E,1012
'00075A542F,1013
'00075A54C1,1014
'00075A54FF,1015
'00075A5530,1016
'00075A553B,1017
'00075A56F5,1018
'00075A58A0,1019
'00075A58C3,1020
'00075A5A64,1021
'00075A5B95,1022
'00075A5C68,1023
'00075A5CAB,1024
'00075A5E46,1025
'00075A6151,1026
'00075A61F5,1027
'00075A6236,1028
'00075A6310,1029
'00075A6345,1030
'00075A63D5,1031
'00075A6549,1032
'00075A65A2,1033
'00075A65AB,1034
'00075A668A,1035
'00075A6759,1036
'00075A675D,1037
'00075A67BF,1038
'00075A67D4,1039
'00075A689B,1040
'00075A68C3,1041
'00075A6927,1042
'00075A6AC4,1043
'00075A6B0A,1044
'00075A6C87,1045
'00075A6F3E,1046
'00075A6F96,1047
'00075A6FF3,1048
'00075A7217,1049
'00075A740E,1050
'00075A74A0,1051
'00075A7512,1052
'00075A7711,1053
'00075A774C,1054
'00075A778B,1055
'00075A77B0,1056
'00075A7933,1057
'00075A794E,1058
'00075A7995,1059
'00075A7A45,1060
'00075A7B73,1061
'00075A7B8E,1062
'00075A7C79,1063
'00075A7D7C,1064
'00075A7DA8,1065
'00075A7E4F,1066
'00075A7ED0,1067
'00075A7F3B,1068
'00075A7F72,1069
'00075A801A,1070
'00075A8103,1071
'00075A8142,1072
'00075A815F,1073
'00075A8190,1074
'00075A81B6,1075
'00075A81BB,1076
'00075A8230,1077
'00075A82AC,1078
'00075A82E9,1079
'00075A8334,1080
'00075A83D0,1081
'00075A8446,1082
'00075A8499,1083
'00075A853B,1084
'00075A85F5,1085
'00075A87BC,1086
'00075A88DE,1087
'00075A8984,1088
'00075A8A5D,1089
'00075A8BC4,1090
'00075A8C40,1091
'00075A8CB4,1092
'00075A8D8B,1093
'00075A8DCE,1094
'00075A8E0B,1095
'00075A8E79,1096
'00075A8F0F,1097
'00075A8F51,1098
'00075A8FC3,1099
'00075A8FC4,1100
'00075A9034,1101
'00075A9052,1102
'00075A9160,1103
'00075A9196,1104
'00075A92A6,1105
'00075A92B8,1106
'00075A92F9,1107
'00075A94ED,1108
'00075A9515,1109
'00075A9723,1110
'00075A97F6,1111
'00075A98E5,1112
'00075B08A3,1113
'00075B0937,1114
'00075B0E1E,1115
'00075B1074,1116
'00075B135D,1117
'00075B16A9,1118
'00075B1B83,1119
'00075B1C7B,1120
'00075B1D24,1121
'00075B202B,1122
'00075B22CB,1123
'00075B2920,1124
'00075B2A64,1125
'00075B3038,1126
'00075B30FE,1127
'00075B32B4,1128
'00075B350E,1129
'00075B38CA,1130
'00075B39CC,1131
'00075B3E1E,1132
'00075B4150,1133
'00075B415E,1134
'00075B4194,1135
'00075B4390,1136
'00075B45B4,1137
'00075B4AD2,1138
'00075B58F8,1139
'00075B5BCC,1140
'00075B5BFA,1141
'00075B6780,1142
'00075B6CB7,1143
'00075B70EE,1144
'00075B7157,1145
'00075B7225,1146
'00075B80AA,1147
'00075B81B9,1148
'00075B845A,1149
'00075B8607,1150
'00075B8BCB,1151
'00075B9469,1152
'00075B9578,1153
'00075B9A25,1154
'00075B9BC7,1155
'00075BB99C,1156
'00075BD23E,1157
'00075BD3AB,1158
'00075CCA18,1159
'00075D1F3D,1160
'00075D3941,1161
'00075D5929,1162
'00075D5961,1163
'00075D674A,1164
'00075D67E2,1165
'00075DFA5E,1166
'00075DFA7D,1167
'00075DFA88,1168
'00075DFACE,1169
'00075DFB01,1170
'00075DFB2A,1171
'00075DFB2F,1172
'00075DFB54,1173
'00075DFB63,1174
'00075DFB98,1175
'00075DFB9E,1176
'00075DFC2D,1177
'00075DFC5F,1178
'00075DFD4B,1179
'00075DFD78,1180
'00075DFDA6,1181
'00075DFDB1,1182
'00075DFDF8,1183
'00075DFE02,1184
'00075DFE07,1185
'00075DFE36,1186
'00075DFE38,1187
'00075DFE56,1188
'00075DFE7A,1189
'00075DFECB,1190
'00075DFEDC,1191
'00075DFFBC,1192
'00075DFFC0,1193
'00075DFFE4,1194
'00075E001E,1195
'00075E00C4,1196
'00075E012C,1197
'00075E020C,1198
'00075E0256,1199
'00075E0270,1200
'00075E0367,1201
'00075E037E,1202
'00075E0395,1203
'00075E03A2,1204
'00075E03DE,1205
'00075E045E,1206
'00075E04C1,1207
'00075E04C8,1208
'00075E0529,1209
'00075E0557,1210
'00075E057A,1211
'00075E05B2,1212
'00075E05E9,1213
'00075E05F0,1214
'00075E0633,1215
'00076B2716,1216
'00076B2986,1217
'00076B2B87,1218
'00076B2B9B,1219
'00076B2DB5,1220
'00076B2E1B,1221
'00076B30A4,1222
'00076B314B,1223
'00076B330C,1224
'00076B379F,1225
'00076B3A2B,1226
'00076B3B1F,1227
'00076B3E12,1228
'00076B3E9E,1229
'00076B4102,1230
'00076B46BA,1231
'00076B46EF,1232
'00076D3FA9,1233
'0007839132,1234
'000783A501,1235
'000783A665,1236
'000783AA80,1237
'000783B11D,1238
'000783B1CB,1239
'000783B3CA,1240
'000783B5CC,1241
'000783B6C9,1242
'000783B8AF,1243
'000783BB43,1244
'000783BB81,1245
'000783BD84,1246
'000783C3B6,1247
'000783CE0D,1248
'000783D1D6,1249
'000783DD2A,1250
'000783EAAE,1251
'000783ED4B,1252
'000783F1A8,1253
'000783F32E,1254
'000783F4E5,1255
'000783F523,1256
'0007996A9B,1257
'0007996DBC,1258
'0007996EF9,1259
'0007997055,1260
'0007997225,1261
'0007997249,1262
'0007997352,1263
'000799742E,1264
'0007997568,1265
'00079975F5,1266
'000799780B,1267
'0007997B31,1268
'00079982C4,1269
'000799836D,1270
'00079984C9,1271
'00079986A1,1272
'0007998946,1273
'0007998995,1274
'0007998AED,1275
'0007998CC2,1276
'0007999045,1277
'000799908C,1278
'00079992BF,1279
'00079993ED,1280
'000799964D,1281
'000799987B,1282
'0007999885,1283
'0007999AB6,1284
'0007999B6B,1285
'0007999C83,1286
'000799A24F,1287
'000799A2F5,1288
'000799A564,1289
'000799A885,1290
'000799A92E,1291
'000799AB00,1292
'000799AC2E,1293
'000799AD30,1294
'000799B00A,1295
'000799B28E,1296
'000799B2D9,1297
'000799B2DF,1298
'000799B2E2,1299
'000799B387,1300
'000799B4BE,1301
'000799B5AC,1302
'000799B7B8,1303
'000799B9BA,1304
'000799BA78,1305
'000799BC32,1306
'000799BED6,1307
'000799C0FC,1308
'000799C1FE,1309
'000799C2E7,1310
'000799C71C,1311
'000799C800,1312
'000799C8D0,1313
'000799CB9A,1314
'000799CD2C,1315
'000799CD8C,1316
'000799CE32,1317
'000799CF26,1318
'000799D093,1319
'000799D095,1320
'000799D16D,1321
'000799D5C7,1322
'000799D5C7 ,1323
'000799D750,1324
'000799D752,1325
'000799DB76,1326
'000799DBE2,1327
'000799DC4C,1328
'000799DD1F,1329
'000799DE0C,1330
'000799DE1A,1331
'000799DF7F,1332
'000799E4C8,1333
'000799EB5C,1334
'000799F088,1335
'000799F3E7,1336
'000799FCD7,1337
'000799FDA0,1338
'000799FDA2,1339
'000799FFB1,1340
'000799FFB5,1341
'000799FFC1,1342
'00079A040E,1343
'00079A086B,1344
'00079A126C,1345
'00079A1315,1346
'00079A1B9A,1347
'00079A2092,1348
'00079A2576,1349
'00079A2781,1350
'00079A2ADC,1351
'00079A2EAF,1352
'00079A34DF,1353
'00079A3685,1354
'00079A37A9,1355
'00079A3B68,1356
'00079A3D56,1357
'00079A44D8,1358
'00079A4F8D,1359
'00079A5012,1360
'00079A5533,1361
'00079A5C05,1362
'00079A5CBB,1363
'00079A5EAE,1364
'00079A6412,1365
'00079A641A,1366
'00079A6C77,1367
'00079A723E,1368
'00079A7D0E,1369
'00079A7E72,1370
'00079A826E,1371
'00079A826F,1372
'00079A88EB,1373
'00079A8C6E,1374
'00079A939D,1375
'00079A964B,1376
'00079AA055,1377
'00079AA11B,1378
'00079AA2B3,1379
'00079AA370,1380
'00079AA52D,1381
'00079AA5B1,1382
'00079AA7E3,1383
'00079AA8DB,1384
'00079AAA58,1385
