"focal_ID","Season.DOB","Density.DOB","AGD.weight"
"'0006CC78E9","summer",90,0.625560272080391
"'0006CC7A38","winter",93,0.71356339523394
"'0006CD3416","summer",82,0.92956723911523
"'0006CD34D4","spring",95,0.305561473293295
"'0006CD3DA5","winter",93,0.40556747935781
"'0006CD3EF2","autumn",90,0.925560272080391
"'0006CD3F05","summer",82,0.633562194021037
"'0006CD44FE","spring",95,-0.0584358840383183
"'0006CD4515","spring",52,0.925560272080391
"'0006CD4748","autumn",89,0.201566518387488
"'0006CD4998","winter",100,0.17355979159523
"'0006CD4D35","winter",100,-0.482435643795738
"'0006CD5350","winter",100,-0.310436364523479
"'0006CD545B","spring",95,0.821559311110069
"'0006CD5538","winter",100,0.221559311110069
"'0006CD56C7","spring",95,0.217558350139747
"'0006CD59F5","spring",95,1.06156291474878
"'0006CD5D56","summer",82,0.0335621940210366
"'0006CD6534","autumn",89,0.0575619537784559
"'0006E1ED7B","summer",163,-0.0864366047660603
"'0006E1FEF2","spring",163,-0.690437565736382
"'0006E1FF68","spring",87,0.357561953778456
"'0006E20684","summer",163,-0.346439007191867
"'0006E21DB8","autumn",160,0.845559070867488
"'0006E21F5E","autumn",160,0.0215593111100693
"'0006E21F64","spring",155,0.341564115961682
"'0006E21FD4","spring",87,-0.886442610830576
"'0006E2205F","spring",87,0.405561473293295
"'0006E22061","spring",87,0.161562914748779
"'0006E22321","spring",87,-0.614437325493802
"'0006E2244E","spring",87,0.361562914748778
"'0006E224D1","spring",155,-0.638437085251222
"'0006E2295F","autumn",147,-0.550433962097673
"'0006E229CB","spring",155,-0.234436124280899
"'0006E22EBB","spring",87,1.11356339523394
"'0006E22EC4","spring",155,-0.370438766949286
"'0006E23052","summer",138,-0.174433721855092
"'0006E23076","spring",87,0.629561233050714
"'0006E23124","spring",87,-0.530441169375092
"'0006E234B5","spring",87,-0.702434442582835
"'0006E23765","spring",87,-0.834442130345414
"'0006E2393E","autumn",160,1.01755835013975
"'0006E23A9C","spring",87,0.485562674506198
"'0006E23DE3","spring",87,-0.486430598701545
"'0006E2413E","spring",87,0.309562434263618
"'0006E241E1","autumn",160,0.89755955135265
"'0006E2432C","spring",87,-0.482441649860253
"'0006E244F8","spring",87,0.577560752565553
"'0006E2451A","autumn",160,1.21755835013975
"'0006E24C54","summer",163,0.181561713535875
"'0006E24DA7","spring",87,1.63756315499136
"'0006E24F5B","spring",87,-0.0584358840383183
"'0006E24FDC","spring",87,-0.910442370587995
"'0006E25430","winter",178,0.449560031837811
"'0006E25535","summer",163,-0.418438286464125
"'0006E43D11","autumn",147,-0.214437325493802
"'0006E44431","autumn",147,-0.194438526706705
"'0006E4491D","summer",158,0.365563875719101
"'0006E44BA1","summer",158,-0.0824416498602535
"'0006E44EBC","autumn",147,-0.830441169375092
"'0006E45175","summer",158,-0.322439247434447
"'0006E4548A","winter",100,0.317558350139746
"'0006E4562E","spring",180,0.0855626745061979
"'0006E458C6","summer",160,-0.474439727919608
"'0006E45EBB","summer",160,1.14156411596168
"'0006E46BD6","spring",95,0.573565797659746
"'0006E46BDA","summer",137,-0.558441890102834
"'0006E46C55","summer",137,-0.618438286464124
"'0006E47082","summer",160,-1.18643660476606
"'0006E47302","summer",160,-0.374439727919609
"'0006E473CB","summer",137,0.37355979159523
"'0006E47691","summer",158,0.481561713535875
"'0006E479FB","winter",188,-0.354440929132511
"'0006E47D94","summer",137,-0.810436364523479
"'0006E47E52","summer",137,-0.0184382864641247
"'0006E47F15","autumn",147,-0.58643660476606
"'0006E47F19","spring",180,-0.146445013256382
"'0006E47F36","summer",160,0.669564836689423
"'0006E47F80","summer",95,0.721565317174585
"'0006E47FA0","autumn",147,0.365563875719101
"'0006E47FE5","autumn",147,0.101554506258457
"'0006E48094","summer",160,1.57756075256555
"'0006E480C9","summer",158,-1.12243924743445
"'0006E481BB","summer",137,-0.258435884038319
"'0006E48277","autumn",147,-0.90244044864735
"'0006E4836C","summer",158,-0.034436124280899
"'0006E4836E","summer",137,0.721559311110069
"'0006E485F7","summer",137,0.629561233050714
"'0006E487C4","summer",160,0.141564115961682
"'0006E488C1","summer",137,-0.334442130345415
"'0006E48B7F","summer",160,-0.330441169375092
"'0006E48BF1","summer",160,-0.246439007191866
"'0006E48D25","spring",95,-0.0104363645234795
"'0006E48E18","spring",95,0.105561473293295
"'0006E49030","summer",158,-0.0464390071918663
"'0006E49154","summer",138,-0.0664378059789635
"'0006E491DB","summer",160,-0.798439487677028
"'0006E492C7","summer",137,0.553560992808133
"'0006E492D3","spring",180,-0.218438286464124
"'0006E49350","summer",137,0.453560992808134
"'0006E49571","autumn",147,-0.0984394876770276
"'0006E4960B","autumn",160,0.0455590708674886
"'0006E4993D","summer",138,-0.910436364523479
"'0006E49945","summer",158,-0.186442610830576
"'0006E499DF","summer",158,0.209562434263617
"'0006E49BF1","summer",160,-0.166437805978963
"'0006E49D92","autumn",147,-0.306435403553157
"'0006E49ECD","summer",160,-0.998439487677028
"'0006E4A07C","summer",137,-0.470438766949286
"'0006E4A1F4","winter",188,0.0335561879565209
"'0006E4A2F9","autumn",160,0.0215593111100693
"'0006E4A373","autumn",147,0.261562914748779
"'0006E4A40D","summer",137,-0.0384370852512215
"'0006E4A410","summer",137,-0.0184382864641247
"'0006E4A416","autumn",137,-0.238437085251221
"'0006E4A489","summer",138,-0.170438766949286
"'0006E4A507","spring",180,-0.206429397488642
"'0006E4A51D","spring",180,-0.738443091315737
"'0006E4A6EF","autumn",147,0.21356339523394
"'0006E4A816","summer",137,-0.810436364523479
"'0006E4A899","autumn",147,1.80956243426362
"'0006E4AA76","summer",95,1.04956603790233
"'0006E4AB4A","summer",137,-0.298439487677028
"'0006E4AC47","summer",158,-0.194438526706705
"'0006E4AC4A","summer",160,0.71356339523394
"'0006E4ACC2","summer",137,-0.866437805978963
"'0006E4ADA0","summer",160,1.045565076932
"'0006E4B012","winter",93,1.00556747935781
"'0006E4B0C4","spring",180,-0.286442610830576
"'0006E4B124","summer",160,-0.666437805978963
"'0006E4B124b","autumn",160,-0.222439247434447
"'0006E4B2E0","autumn",147,0.261562914748779
"'0006E4B322","spring",180,-0.506441409617673
"'0006E4B3C8","winter",93,-0.0944385267067051
"'0006E4B3FF","autumn",147,1.52556027208039
"'0006E6A3E4","spring",145,-0.798439487677028
"'0006E6A606","spring",145,0.19755955135265
"'0006E6A98E","spring",145,-0.0864366047660603
"'0006E6AA97","spring",87,-0.546439007191866
"'0006E6AC21","summer",206,0.769558830624908
"'0006E6ACA7","spring",145,-0.022439247434447
"'0006E6ACC3","summer",214,-0.490437565736383
"'0006E6B2F3","summer",214,0.32956723911523
"'0006E6B519","summer",214,-0.390437565736383
"'0006E6B737","summer",214,-0.10244044864735
"'0006E6B98C","spring",145,0.221559311110069
"'0006E6BAEC","spring",214,-0.0984334816125121
"'0006E6BC12","spring",145,0.149560031837811
"'0006E6BD25","spring",145,-0.390443571800898
"'0006E6C56A","spring",145,0.649560031837811
"'0006E6CB82","spring",145,-0.506435403553157
"'0006E6CC28","spring",214,-0.430441169375092
"'0006E6D1D2","summer",214,0.841564115961682
"'0006E84C2E","spring",180,-0.370438766949286
"'0006E85529","spring",95,0.661562914748778
"'0006E862EC","autumn",160,0.377560752565553
"'0006E8637A","spring",180,-0.058441890102834
"'0006E878E0","summer",158,-0.21043636452348
"'0006E9AE1D","spring",180,0.481561713535875
"'0006E9AEF3","spring",180,-0.0624308389441254
"'0006E9B043","spring",180,-0.182441649860254
"'0006E9B1AB","spring",180,-0.646439007191866
"'0006E9B223","spring",180,-0.162436845008641
"'0006E9B4A4","summer",138,-0.222433241369931
"'0006E9B507","autumn",160,0.0895576294120049
"'0006E9B62B","summer",158,0.037563154991359
"'0006E9B698","spring",158,-0.250439968162189
"'0006E9B806","spring",180,-0.0784406888899308
"'0006E9B977","spring",158,0.353560992808134
"'0006E9BBC4","summer",138,0.133562194021037
"'0006E9BC7A","summer",158,0.417564356204262
"'0006E9C025","spring",180,0.205561473293295
"'0006E9C0AE","autumn",137,0.521559311110069
"'0006E9C218","summer",158,-0.354434923067996
"'0006E9C2CB","winter",188,-1.55043996816219
"'0006E9C2CE","summer",138,-0.982435643795738
"'0006E9C30C","summer",137,0.849560031837811
"'0006E9C320","summer",138,-0.258435884038319
"'0006E9C3A8","spring",180,0.189563635476521
"'0006E9C45C","autumn",160,1.07355979159523
"'0006E9C544","summer",158,-0.918432280399609
"'0006E9C800","autumn",160,-0.866443812043479
"'0006E9C9E5","summer",158,-0.0904375657363828
"'0006E9CB37","summer",158,0.593564596446843
"'0006E9D012","summer",158,-0.294438526706705
"'0006E9D297","summer",160,-0.022439247434447
"'0006E9D31D","spring",158,-0.566437805978964
"'0006E9D436","autumn",147,-0.398433481612512
"'0006E9D770","autumn",137,0.325560272080392
"'0006E9DA87","spring",158,-0.642438046221544
"'0006E9DB3A","summer",138,0.0295612330507141
"'0006E9DBF7","spring",180,-0.18643660476606
"'0006E9DD9F","summer",160,-0.274439727919608
"'0006E9DE5E","spring",95,1.42155931111007
"'0006E9E072","spring",180,0.0615629147487786
"'0006E9E21A","spring",158,0.393558590382327
"'0006E9E2A5","autumn",150,-0.0744337218550924
"'0006E9E2E6","spring",180,-0.426440208404769
"'0006E9E61A","summer",138,-0.458441890102834
"'0006E9E714","autumn",137,-0.398439487677028
"'0006EA1069","summer",158,0.0535609928081334
"'0006EA118C","summer",138,-0.32644020840477
"'0007069BD1","summer",176,-0.418438286464125
"'0007069CC2","spring",145,0.633562194021037
"'000706A058","summer",163,-0.0744397279196083
"'000706A272","summer",176,0.00156051232297252
"'000706ACC9","spring",145,-0.382435643795738
"'000706ACCB","spring",87,-0.570444773013801
"'000706ADDF","summer",176,0.149560031837811
"'000706BBB1","spring",155,-1.11843828646412
"'000706BBB3","spring",145,0.241564115961681
"'000706BD53","summer",163,0.0975595513526499
"'000706C22E","autumn",181,-0.550439968162189
"'00070719FB","summer",176,0.893564596446843
"'0007071E57","summer",176,-0.814437325493802
"'00070721DE","spring",145,-0.390437565736383
"'00070722E9","spring",87,0.581561713535875
"'0007072481","summer",176,-0.426440208404769
"'0007072509","spring",87,-0.294438526706705
"'000707250D","summer",163,0.721559311110069
"'000707269F","spring",163,0.301566518387487
"'00070726A0","summer",176,0.177560752565553
"'0007072AD6","summer",163,-0.666437805978963
"'0007072BDD","summer",176,-1.12644020840477
"'0007072CF2","spring",145,0.0895636354765206
"'00070730A8","summer",163,-0.00244044864735018
"'0007073132","summer",176,0.0655638757191011
"'0007073241","summer",163,-0.242438046221544
"'0007073474","summer",176,-0.238437085251221
"'00070736A6","spring",87,-0.154434923067996
"'0007073739","summer",163,0.11356339523394
"'0007073D14","spring",87,0.329561233050714
"'0007074295","summer",176,0.0575619537784559
"'000708BB3E","summer",176,-0.32644020840477
"'000708BD61","summer",163,-0.430441169375092
"'000708BE0C","summer",163,0.101560512322972
"'000708C14F","autumn",181,-0.894438526706705
"'000708C302","summer",176,-0.218438286464124
"'000708C3D5","autumn",181,-0.20244044864735
"'000708C537","autumn",160,-0.322439247434447
"'000708C5B4","summer",176,0.233562194021037
"'000708C69D","summer",176,-0.466437805978963
"'000708C823","summer",163,0.573559791595231
"'000708CA2A","summer",163,-0.318438286464125
"'000708CAB2","spring",145,-0.338437085251221
"'000708CB35","summer",163,-0.0944385267067051
"'000708CC43","summer",176,-0.414437325493802
"'000708CC55","summer",176,-0.48643660476606
"'000708D550","spring",145,0.689563635476521
"'000708D64D","summer",176,-0.10244044864735
"'000708D6D4","spring",87,0.161562914748779
"'000708D8F1","spring",87,-0.126434202340254
"'000708D8F7","summer",176,-0.282435643795738
"'000708DAA9","summer",163,0.457561953778456
"'000708DCD9","summer",176,0.329561233050714
"'000708E1B0","summer",163,-0.194438526706705
"'000708E55D","autumn",181,0.689557629412005
"'000708E5F0","autumn",181,0.313557389169424
"'000708E7E4","spring",145,-0.682435643795738
"'000708E9D9","spring",145,-0.166437805978963
"'000708ECB3","summer",163,0.69755955135265
"'000708EE8A","summer",176,0.145565076932004
"'000708F028","autumn",181,-0.422439247434447
"'000708F105","spring",87,-0.618438286464124
"'000708F1BB","summer",176,0.0815617135358754
"'000708F22B","spring",145,-0.518438286464125
"'000708F274","spring",145,-0.466437805978963
"'00070B168C","summer",176,-0.342438046221544
"'00070B1DBB","spring",87,0.245559070867488
"'00070B2476","summer",163,0.281561713535876
"'00070B2810","spring",145,-0.28643660476606
"'00070B2C4E","spring",145,0.445559070867489
"'00070B2C4F","summer",176,-0.22644020840477
"'00070B36DB","summer",163,-0.766437805978963
"'00070B3915","summer",163,-0.210442370587995
"'00070B3CE1","summer",163,-0.27043276088477
"'00070B41A4","summer",163,-0.602434442582835
"'00070B42B0","spring",87,0.333562194021037
"'00070B43B7","spring",145,0.605567479357811
"'00070B4A69","spring",155,-0.274439727919608
"'00070B4B4C","autumn",181,-0.198439487677028
"'000715C1AD","spring",214,0.721553305045554
"'000719EC92","summer",214,-0.0104423705879952
"'00071A0184","summer",206,0.841558109897166
"'00071A02DF","summer",206,-0.50244044864735
"'00071A042A","spring",145,-0.138437085251222
"'00071A108B","summer",206,-0.574433721855092
"'00071A23A0","spring",145,-0.00643540355315704
"'00071A38B5","summer",206,-0.0944385267067051
"'00071A4A7D","summer",206,1.78156171353588
"'00071A5A26","summer",214,0.0615689208132936
"'00071FD2A8","spring",214,0.0295612330507141
"'00071FD817","spring",145,-0.534436124280899
"'00071FDC5F","spring",145,0.645559070867489
"'00071FDE68","spring",145,0.0215593111100693
"'00071FFF45","spring",145,-0.414437325493802
"'0007200518","spring",145,-0.750439968162189
"'0007200688","spring",145,-0.438437085251221
"'00072008B7","spring",145,0.445559070867489
"'00072023D8","spring",145,-0.378440688889931
"'00072043D7","spring",145,-0.238437085251221
"'0007204A8B","spring",145,0.0735597915952306
"'0007204E0B","spring",145,-0.0784346828254153
"'0007205A58","spring",145,0.165563875719101
"'0007205ECB","spring",145,-0.98643660476606
"'0007206907","spring",214,-0.0464390071918663
"'0007206BF3","spring",145,-0.758435884038319
"'00072071C0","autumn",233,-0.122433241369931
"'000720756A","spring",214,0.0695648366894238
"'000720843C","spring",145,0.465563875719101
"'00072094C9","summer",206,1.08956363547652
"'0007209EA1","summer",214,-0.266431799914448
"'000721AAE9","summer",206,1.03755714892684
"'0007283882","spring",145,-0.0304351633105763
"'0007284B00","spring",226,0.277560752565553
"'0007284F18","spring",226,0.0975595513526499
"'00072851CD","autumn",233,0.613563395233939
"'0007285D87","summer",206,-0.142438046221544
"'0007285E6D","spring",226,-0.354440929132511
"'0007285E77","spring",226,0.421559311110069
"'00072862D0","spring",256,0.421565317174584
"'000728697D","autumn",311,-0.118438286464124
"'000728701B","spring",226,-0.170438766949286
"'0007287245","autumn",233,2.45756195377846
"'000728724E","spring",226,0.621559311110069
"'00072873C2","spring",226,-0.034436124280899
"'0007287C70","spring",256,0.217564356204262
"'00072882FD","winter",256,0.157561953778456
"'000728830C","summer",206,0.941558109897166
"'0007288479","spring",226,-0.794438526706705
"'0007288532","summer",206,0.393558590382327
"'000728874D","summer",206,-0.774433721855093
"'00072888BC","summer",206,0.325560272080392
"'000728937D","spring",226,-0.146439007191866
"'000728B64F","autumn",233,0.269558830624908
"'000728B77B","spring",226,-0.0984394876770276
"'000728BA71","autumn",206,0.18155570747136
"'000728BCEC","spring",226,0.269564836689423
"'000728BEDB","autumn",206,0.249560031837811
"'000728C634","winter",256,0.245559070867488
"'000728C6F8","spring",226,0.10556747935781
"'000728CA76","autumn",311,-0.446439007191867
"'000728CBDE","autumn",233,0.645565076932004
"'000728CD4E","spring",226,0.285556668441682
"'000728CE00","winter",256,0.193558590382328
"'000728D02E","spring",226,0.153554986743618
"'000728D038","autumn",206,-0.214437325493802
"'000728D493","autumn",206,-0.178440688889931
"'000728D497","autumn",233,0.361562914748778
"'000728D561","summer",206,0.0815617135358754
"'000728D6CE","spring",226,-0.170438766949286
"'000728D843","spring",226,0.00956243426361726
"'000728D9B1","winter",256,-1.24643900719187
"'000728DA74","autumn",206,-0.00644140961767268
"'000728DB32","autumn",233,0.205555467228779
"'000728DBEC","summer",206,0.409562434263617
"'000728DC0D","spring",256,0.561562914748779
"'000728DD74","spring",256,0.769564836689424
"'000728DEDB","autumn",206,0.149560031837811
"'000728DEE5","autumn",206,0.233562194021037
"'000728E05D","spring",226,0.11356339523394
"'000728E108","spring",214,0.221559311110069
"'000728E6EF","autumn",311,-0.330441169375092
"'000728E85F","spring",226,0.205561473293295
"'000728EEF5","autumn",206,0.965557869654585
"'000728EF9A","spring",256,-0.28643660476606
"'000728F114","summer",307,-0.690443571800898
"'000728F1CA","spring",226,0.477560752565553
"'000728F340","autumn",206,0.237557148926844
"'000728F402","autumn",206,-0.138443091315737
"'000728F566","spring",256,2.32956123305071
"'000728F6F3","autumn",233,-0.722439247434447
"'000728F84D","autumn",206,-0.282441649860253
"'000728F853","spring",226,0.241558109897166
"'000728F915","spring",226,0.549560031837811
"'000728FE90","autumn",206,0.205561473293295
"'000729000A","winter",256,-0.194438526706705
"'00072902A4","autumn",233,-0.466437805978963
"'000729053D","spring",256,0.0975655574171651
"'000729067F","summer",206,1.1655638757191
"'0007290B85","summer",206,-0.282441649860253
"'000729110E","spring",226,1.44956003183781
"'00074BCD8F","spring",224,0.0455590708674886
"'00074BD016","winter",224,0.325566278144907
"'00074BD194","spring",199,0.253560992808134
"'00074BD2CD","spring",224,-0.570438766949286
"'00074BD498","spring",307,-0.150439968162189
"'00074BDDF4","spring",222,-0.0504399681621888
"'00074BE3D1","autumn",311,-0.294438526706705
"'00074BE863","winter",224,-0.310436364523479
"'00074BEB7B","winter",222,-0.0784406888899308
"'00074BF1B8","spring",243,-0.486442610830576
"'00074BF5F8","winter",272,0.261556908684263
"'00074BFD32","winter",272,-0.150439968162189
"'00074BFEF3","spring",199,-0.0664378059789635
"'00074C0F48","summer",311,-0.158435884038318
"'00074C10B5","summer",236,0.677560752565553
"'00074C19E9","summer",307,-0.40244044864735
"'00074C2119","summer",240,-0.974439727919608
"'00074C21BE","winter",272,0.145559070867489
"'00074C2862","summer",307,0.597565557417165
"'00074C2AC6","spring",224,-0.142438046221544
"'00074C396C","summer",240,0.39755955135265
"'00074C3A83","winter",224,0.0615629147487786
"'00074C3AE5","summer",307,0.117558350139747
"'00074D84FC","winter",224,0.19755955135265
"'00074D8536","spring",224,-0.402434442582835
"'00074D8543","spring",199,-0.610442370587995
"'00074D8813","spring",199,0.19755955135265
"'00074D89D2","spring",199,0.301560512322972
"'00074D89DA","spring",226,-0.134442130345415
"'00074D8B38","autumn",311,-0.44244405228606
"'00074D8C29","spring",224,-0.254440929132512
"'00074D9177","spring",226,-1.06643780597896
"'00074D9179","summer",240,0.261562914748779
"'00074D92A8","spring",226,0.449560031837811
"'00074D93C3","spring",224,-0.106435403553157
"'00074D945B","summer",236,0.317558350139746
"'00074D9505","spring",224,-0.174439727919608
"'00074D95F5","summer",311,-0.398439487677028
"'00074D9775","winter",224,-0.41844429252864
"'00074D992E","summer",236,-0.810436364523479
"'00074D99F3","summer",236,0.237557148926844
"'00074D9A99","summer",311,-0.762436845008641
"'00074D9B5A","spring",226,0.47355979159523
"'00074D9BE7","winter",224,-0.486442610830576
"'00074DA082","summer",240,0.565563875719101
"'00074DA1DC","spring",226,-0.0424440522860595
"'00074DA29A","summer",236,-0.158441890102834
"'00074DA4AC","summer",240,0.133562194021037
"'00074DA4B8","winter",224,-0.114443331558318
"'00074DA5B2","spring",226,-0.0104423705879952
"'00074DA66C","winter",224,-0.290437565736383
"'00074DA82B","winter",224,0.0415641159616817
"'00074DA8B1","spring",243,0.249560031837811
"'00074DA993","summer",307,0.269558830624908
"'00074DAAF6","spring",199,-0.310442370587995
"'00074DAB52","summer",236,-0.434436124280899
"'00074DAB5F","autumn",311,-0.730441169375092
"'00074DAE90","spring",224,-0.838443091315737
"'00074DB098","winter",224,-0.206441409617673
"'00074DB220","spring",226,-0.546445013256382
"'00074DB231","autumn",311,-0.770444773013801
"'00074DB3F6","autumn",311,1.24155810989717
"'00074DB44D","spring",226,0.0895576294120049
"'00074DB518","spring",199,-0.10244044864735
"'00074DB5AB","spring",224,-0.0184382864641247
"'00074DB5D6","summer",236,0.117564356204262
"'00074DB688","spring",236,-0.246439007191866
"'00074DB6DE","spring",224,0.133562194021037
"'00074DB8A6","winter",224,-0.626440208404769
"'00074DB959","autumn",311,-0.742438046221544
"'00074DBA19","winter",224,-0.758441890102834
"'00074DBA1A","spring",199,-0.130441169375092
"'00074DBBF9","spring",226,0.909556428199102
"'00074DBCF1","spring",226,-0.426440208404769
"'00074DBE5F","autumn",311,-0.586442610830576
"'00074DBF6D","winter",224,-0.210442370587995
"'00074DC3F8","summer",311,-0.614437325493802
"'00074DC4B6","summer",236,0.0135573891694241
"'00074DC546","winter",224,-0.410436364523479
"'00074DC844","spring",199,0.165557869654585
"'00074DC850","autumn",311,-0.554440929132511
"'00074DCF57","summer",240,0.141564115961682
"'00074DD1F8","spring",224,-0.278440688889931
"'00074DD36E","spring",224,-0.10244044864735
"'00074DD3DF","spring",236,-0.622439247434447
"'00074DD508","spring",199,-0.61043636452348
"'00074DD6B3","winter",222,-0.586442610830576
"'00074DD8D0","autumn",311,-0.254434923067996
"'00074DDA10","summer",236,0.277560752565553
"'00074DDD3D","winter",224,-0.818438286464125
"'00074DDDE2","spring",226,-0.322439247434447
"'00074DDF26","spring",226,-0.086442610830576
"'00074DDFB7","summer",236,-0.186442610830576
"'00074DDFBE","spring",226,-0.330441169375092
"'00074DE2AB","spring",226,-0.214437325493802
"'00074DE544","summer",240,-0.0944445327712207
"'00074DE601","autumn",311,-0.438437085251221
"'00074DE91C","spring",224,0.0215593111100693
"'00074DEA7E","summer",311,-0.862436845008641
"'00074DEB6D","spring",226,-0.846439007191866
"'00074DED90","autumn",311,-0.590437565736383
"'00074DEF87","autumn",311,-0.634442130345415
"'00074DEF95","summer",236,-0.00644140961767268
"'00074DEF99","winter",224,0.0175643562042623
"'00074DEFDC","autumn",311,-0.250439968162189
"'00074ECF28","spring",199,-0.0264402084047695
"'00074ED1E1","autumn",240,0.0655578696545854
"'00074ED6E9","summer",251,-0.278440688889931
"'00074EDFBD","autumn",311,-0.794444532771221
"'00074EE39C","spring",224,0.193564596446843
"'00074EE6E0","summer",307,-0.806435403553157
"'00074EE7E3","summer",240,-0.198439487677028
"'00074EEB9A","summer",236,0.0375571489268434
"'00074EED97","summer",307,-0.314443331558318
"'00074EF1D9","spring",236,-0.270438766949286
"'00074EF55F","spring",199,-0.510442370587995
"'00074EF56F","spring",226,-1.09043756573638
"'00074EF840","summer",307,-0.514443331558318
"'00074EF8AD","winter",272,-0.150439968162189
"'00074EF8FE","spring",224,0.349560031837811
"'00074EFB29","spring",199,0.137563154991359
"'00074EFC4E","winter",222,-0.406441409617673
"'00074F0477","summer",251,-0.178440688889931
"'00074F052C","summer",206,-0.290437565736383
"'00074F059D","spring",222,-0.530441169375092
"'00074F0B47","spring",222,-0.370438766949286
"'00074F1087","spring",243,-0.266443812043479
"'00074F28B9","spring",224,0.00156051232297252
"'00074F28BB","spring",224,0.345559070867488
"'00074F28BE","autumn",311,-0.818432280399609
"'00074F2A36","spring",222,-0.20244044864735
"'00074F3198","spring",199,0.157561953778456
"'00074F4181","autumn",233,-0.342432040157028
"'00074F4ECE","winter",222,-0.498439487677028
"'00074F541E","spring",226,-0.22644020840477
"'00074F87B0","spring",226,-0.130441169375092
"'00074F8FBB","autumn",233,0.209556428199102
"'00074F9A10","spring",226,0.301560512322972
"'00074FA13B","autumn",233,0.21356339523394
"'00074FA415","spring",226,0.625560272080391
"'00074FA720","spring",256,-0.182435643795738
"'00074FA7A4","spring",199,-0.10244044864735
"'00074FAAE8","autumn",311,-1.0144373254938
"'00074FAC81","spring",226,-0.178440688889931
"'00074FADC5","winter",224,-0.00244044864735018
"'00074FAE3C","summer",240,-0.514443331558318
"'00074FAF25","spring",224,0.0175583501397466
"'00074FAF28","summer",311,0.39755955135265
"'00074FB0A8","winter",224,-0.0384430913157372
"'00074FB4E4","summer",240,-0.294438526706705
"'00074FB60D","winter",224,-0.862442851073156
"'00074FB7C2","summer",236,0.529561233050714
"'00074FBEE2","summer",251,-0.150439968162189
"'00074FC282","autumn",311,0.189557629412005
"'00074FC7F0","winter",265,-0.658441890102834
"'00074FD569","summer",240,-0.482441649860253
"'00074FDA81","summer",307,-0.758441890102834
"'00074FDE0E","winter",256,0.189563635476521
"'00074FE2FF","winter",224,-0.978434682825415
"'00074FE8AE","spring",199,-0.250439968162189
"'00074FEE6B","spring",199,0.141564115961682
"'00074FEF1A","winter",272,0.0975595513526499
"'00074FF562","spring",199,0.185556668441682
"'00074FF81A","spring",226,0.185562674506198
"'00074FFCBF","summer",311,-0.714437325493802
"'000750064C","spring",222,-0.10244044864735
"'00075007CA","spring",224,0.189557629412005
"'0007500B84","spring",307,-0.646445013256382
"'0007500C90","spring",226,-0.106441409617673
