"Season.DOB","Density.DOB","AGD.weight"
"spring",243,0.285562674506198
"spring",237,-0.210442370587995
"summer",276,0.609562434263617
"spring",222,-0.190443571800898
"summer",240,-0.926446214469285
"autumn",240,-0.366443812043479
"spring",237,0.469558830624908
"summer",207,1.39355859038233
"winter",272,0.269558830624908
"spring",222,-0.0104423705879952
"summer",207,-0.030441169375092
"summer",207,0.337557148926844
"spring",237,-0.138443091315737
"spring",237,0.625560272080391
"summer",207,0.78155570747136
"summer",207,0.305555467228779
"summer",207,0.585562674506198
"spring",237,-0.270438766949286
"autumn",297,0.125560272080391
"summer",207,0.453560992808134
"summer",207,0.381561713535876
"summer",207,-0.0104363645234795
"summer",207,-0.0984394876770276
"summer",207,0.841558109897166
"summer",207,0.37355979159523
"summer",207,0.0775607525655527
"winter",272,0.221559311110069
"spring",222,-0.410442370587995
"spring",237,0.281561713535876
"spring",243,0.309562434263618
"summer",207,1.03755714892684
"spring",237,-0.314443331558318
"spring",237,0.841558109897166
"spring",237,0.133556187956521
"autumn",402,0.337557148926844
"spring",222,-0.406435403553157
"spring",199,-0.138437085251222
"summer",236,-0.0784406888899308
"summer",207,0.989557629412005
"spring",243,0.037563154991359
"summer",276,0.469564836689423
"summer",207,0.601560512322972
"summer",207,0.353566998872649
"summer",276,0.517564356204262
"summer",207,-0.0144433315583179
"summer",207,0.121559311110069
"summer",207,1.27755474650104
"spring",222,-0.0744397279196083
"summer",240,-0.34244405228606
"spring",237,0.281561713535876
"summer",207,0.669552824560393
"spring",237,0.605561473293295
"summer",307,0.445559070867489
"autumn",240,0.445559070867489
"summer",236,-0.174439727919608
"summer",207,0.125554266015876
"winter",330,0.345559070867488
"spring",222,-0.646445013256382
"summer",207,0.577560752565553
"spring",222,-0.242438046221544
"summer",307,0.145559070867489
"summer",207,0.641552103832651
"summer",207,0.361562914748778
"summer",207,0.65755594771394
"spring",237,0.433556187956521
"spring",237,-0.798439487677028
"spring",237,-0.146439007191866
"spring",237,-0.458441890102834
"summer",307,0.31356339523394
"summer",207,0.445565076932004
"summer",207,0.913557389169424
"summer",207,0.145559070867489
"summer",207,-0.13444813640993
"summer",207,0.909556428199102
"spring",222,0.125560272080391
"summer",207,0.485556668441682
"summer",240,-0.362442851073157
"spring",222,-0.450439968162189
"spring",222,-0.422439247434447
"spring",222,-0.090443571800898
"autumn",297,1.14555907086749
"summer",307,0.493564596446842
"spring",237,-0.0704387669492856
"spring",243,-0.0144433315583179
"spring",243,-0.434442130345415
"summer",240,-0.150445974226705
"summer",207,-0.20244044864735
"spring",222,0.00156051232297252
"spring",222,-0.418438286464125
"autumn",297,0.641564115961682
"spring",222,-0.00644140961767268
"summer",307,0.145559070867489
"summer",207,0.849560031837811
"spring",222,-0.526440208404769
"summer",207,0.725560272080392
"spring",222,-0.698445493741543
"summer",207,1.22556027208039
"spring",243,0.389557629412005
"spring",222,-0.242438046221544
"summer",207,0.521559311110069
"spring",222,-0.342438046221544
"spring",222,0.277560752565553
"summer",207,0.177560752565553
"autumn",297,-0.0664378059789635
"spring",237,-0.414437325493802
"spring",222,-0.40244044864735
"summer",207,0.59755955135265
"autumn",240,0.225566278144907
"spring",243,0.0895576294120049
"summer",207,0.377554746501037
"spring",237,0.965557869654585
"summer",207,0.801554506258457
"summer",207,0.701560512322972
"spring",237,0.229561233050714
"spring",237,0.345559070867488
"spring",243,0.441558109897166
"summer",207,0.793558590382327
"spring",237,-0.246439007191866
"spring",237,0.0855626745061979
"spring",222,-0.498439487677028
"spring",237,1.12956123305071
"summer",207,0.00156051232297252
"autumn",297,0.0655578696545854
"summer",207,0.785562674506198
"spring",237,0.765557869654586
"summer",207,1.01355738916942
"summer",207,0.0975595513526499
"autumn",276,0.337557148926844
"winter",330,0.569558830624908
"winter",330,1.39355859038233
"spring",304,0.353560992808134
"spring",243,-0.314437325493802
"summer",207,0.25755594771394
"summer",207,1.04555907086749
"autumn",402,0.68155570747136
"spring",237,-0.318438286464125
"summer",207,0.865557869654585
"summer",207,0.405555467228779
"summer",276,0.509562434263617
"summer",207,1.33755714892684
"summer",251,-0.274439727919608
"autumn",297,0.945559070867489
"spring",222,0.0575559477139402
"autumn",276,-0.00644140961767268
"summer",207,0.0855626745061979
"spring",243,-0.51043636452348
"spring",237,0.145559070867489
"summer",207,0.481561713535875
"summer",276,0.525560272080392
"spring",237,0.177560752565553
"summer",207,0.409562434263617
"summer",207,0.441558109897166
"winter",330,1.29355859038233
"summer",207,1.18156171353588
"spring",237,0.309562434263618
"summer",207,0.689557629412005
"summer",207,1.00156051232297
"autumn",297,0.545559070867489
"spring",243,0.261556908684263
"winter",272,-0.10244044864735
"summer",207,0.301560512322972
"spring",222,-1.02644020840477
"summer",207,-0.310436364523479
"summer",207,0.529561233050714
"winter",222,-0.606441409617673
"summer",207,-0.158435884038318
"summer",207,0.425554266015876
"summer",276,0.705561473293295
"spring",237,0.717558350139747
"spring",243,0.353560992808134
"spring",222,-0.0984394876770276
"summer",276,0.0335561879565209
"summer",207,0.78155570747136
"spring",237,0.413557389169424
"summer",207,1.10156051232297
"spring",222,-0.714437325493802
"summer",207,0.805555467228779
"winter",222,-0.158435884038318
"summer",207,0.58956363547652
"winter",224,-1.05844189010283
"spring",222,-0.0104423705879952
"summer",276,0.0255602720803918
"spring",243,0.41356339523394
"summer",207,1.32155931111007
"spring",243,0.213557389169424
"spring",237,0.469558830624908
"summer",207,0.577554746501038
"winter",272,0.0375571489268434
"summer",207,0.49755955135265
"spring",237,-0.342438046221544
"summer",207,0.937557148926843
"summer",307,0.165563875719101
"spring",222,-0.282441649860253
"spring",222,-0.546439007191866
"summer",207,0.229555226986199
"summer",207,-0.298439487677028
"autumn",240,-0.194438526706705
"summer",207,-0.030441169375092
"summer",207,-0.0184382864641247
"summer",276,0.0495660379023265
"spring",243,0.109556428199102
"summer",236,0.0175583501397466
"spring",243,0.0295552269861989
"summer",207,0.0575619537784559
"summer",207,0.0815617135358754
"spring",222,-0.706441409617673
"winter",224,-0.0664378059789635
"spring",237,-0.282441649860253
"summer",207,0.701554506258457
"spring",237,0.329561233050714
"spring",237,0.0455590708674886
"summer",207,0.937557148926843
"summer",207,0.77355979159523
"spring",237,0.0575619537784559
"summer",307,0.461556908684263
"summer",207,0.729561233050714
"summer",207,-0.238437085251221
"summer",207,1.67756075256555
"spring",237,-0.734436124280899
"summer",207,0.377560752565553
"winter",272,-0.506441409617673
"spring",237,0.401560512322972
"winter",330,1.14956003183781
"summer",207,0.777560752565553
"summer",207,0.477554746501037
"summer",207,0.657561953778456
"winter",272,0.205561473293295
"spring",237,0.0535609928081334
"spring",243,-0.390443571800898
"spring",237,1.42155931111007
"spring",237,-0.358441890102834
"summer",207,1.27756075256555
"summer",207,0.701560512322972
"spring",237,-0.0104423705879952
"autumn",240,-0.398445493741543
"winter",224,-0.314437325493802
"summer",240,-0.218438286464124
"winter",224,-0.934442130345415
"autumn",240,-0.0624428510731567
"spring",236,-0.646439007191866
"summer",240,0.733562194021036
"spring",199,0.165557869654585
"summer",240,-0.142438046221544
"summer",240,-0.278440688889931
"autumn",240,-0.386442610830576
"autumn",240,0.213557389169424
"summer",236,0.113557389169424
"summer",251,-0.254440929132512
"autumn",240,-0.446445013256382
"spring",199,0.393558590382327
"summer",251,-0.446439007191867
"summer",251,-0.12644020840477
"winter",224,-0.642444052286059
"winter",224,-1.03044116937509
"summer",236,0.669558830624908
"autumn",240,0.145559070867489
"summer",240,-0.874439727919609
"summer",236,-0.12644020840477
"summer",236,0.00955642819910163
"summer",251,-0.154440929132512
"spring",199,0.505561473293295
"autumn",240,0.457561953778456
"autumn",240,0.641558109897166
"summer",236,0.0215593111100693
"summer",207,1.25356099280813
"autumn",240,0.337557148926844
"autumn",276,0.0375571489268434
"summer",207,0.58956363547652
"spring",243,-0.154440929132512
"spring",243,-0.622439247434447
"summer",307,-0.378440688889931
"spring",243,-0.290443571800898
"summer",276,0.177554746501037
"summer",207,0.929555226986199
"spring",222,-1.07844068888993
"spring",199,-1.20644140961767
"summer",240,0.625560272080391
"spring",236,-0.0104423705879952
"summer",251,-0.150439968162189
"summer",240,-0.310442370587995
"summer",207,0.537557148926843
"spring",237,0.425560272080392
"spring",237,-0.406441409617673
"summer",207,0.641558109897166
"spring",222,-0.0704447730138012
"summer",207,0.277560752565553
"spring",222,-0.346433001127351
"spring",237,-0.374439727919609
"spring",243,0.277554746501037
"spring",243,-0.530441169375092
"spring",222,-0.450439968162189
"spring",243,0.189557629412005
"summer",307,0.245559070867488
"spring",243,-0.282441649860253
"spring",243,0.17355979159523
"spring",243,-0.0424380462215442
"summer",207,0.573559791595231
"summer",207,1.20155450625846
"summer",207,0.11356339523394
"summer",207,1.11355738916942
"summer",207,0.821559311110069
"spring",243,0.0135573891694241
"summer",207,1.24156411596168
"spring",243,-0.334436124280899
"autumn",240,-0.330441169375092
"autumn",297,0.437557148926843
"summer",207,0.00956243426361726
"summer",207,0.601554506258457
"spring",243,0.165557869654585
"summer",207,1.17355979159523
"spring",243,0.165557869654585
"spring",237,0.429561233050714
"summer",307,-0.00243444258283456
"summer",207,-0.0504399681621888
"spring",237,0.765557869654586
"spring",243,-0.582435643795738
"summer",207,1.03755714892684
"spring",237,0.177560752565553
"autumn",276,0.59755955135265
"spring",237,0.0935585903823274
"summer",276,0.745565076932005
"summer",207,0.757561953778456
"spring",243,0.0415641159616817
"summer",207,0.873553785530715
